gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,39,19,FOXA1|MLPH|MIA|CCNE1|PHGDH|MELK|EXO1|ANLN|KIF2C|CEP55|BLVRA|BIRC5|CDH3|MYC|MKI67|UBE2C|PTTG1|SLC39A6|ERBB2,643.1283506999898,49
ANLN,ok,26,13,MELK|CEP55|PTTG1|UBE2C|NDC80|UBE2T|CDC20|NUF2|MKI67|RRM2|BCL2|CDH3|EGFR,620.5318647999957,49
BAG1,ok,44,22,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|FOXA1|MDM2|SFRP1|KIF2C|NAT1|KRT5|MIA|PTTG1|UBE2C|CEP55|ORC6|RRM2|MELK|CCNB1|MKI67|ANLN,830.5911179000104,49
BCL2,ok,49,24,ESR1|SLC39A6|CDH3|EXO1|PHGDH|ANLN|CDC20|KIF2C|UBE2C|CEP55|RRM2|PTTG1|FGFR4|UBE2T|ACTR3B|MKI67|BAG1|TYMS|MMP11|MYBL2|MDM2|BLVRA|MYC|ORC6,487.6708172999788,49
BIRC5,ok,38,19,KIF2C|CDC20|UBE2C|CEP55|EXO1|PTTG1|CCNE1|MKI67|CCNB1|NDC80|UBE2T|FOXA1|MLPH|GPR160|PGR|CDH3|CDC6|CXXC5|GRB7,545.439329899993,49
BLVRA,ok,38,19,ACTR3B|GPR160|MLPH|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|MELK|CENPF|TYMS|MAPT|CCNB1|UBE2C|ANLN|MDM2|BCL2|FGFR4,549.9505923000106,49
CCNB1,ok,49,24,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|NUF2|MELK|ANLN|MKI67|TYMS|CCNE1|MLPH|MAPT|MYBL2|ORC6|BLVRA|MDM2|TMEM45B|CDH3|ERBB2|CXXC5|EGFR|FOXC1,613.2198341999901,49
CCNE1,ok,49,24,KIF2C|MELK|EXO1|FOXA1|UBE2C|CEP55|BIRC5|PTTG1|NDC80|CDH3|FOXC1|GPR160|CCNB1|MIA|NUF2|KRT5|CDC6|FGFR4|GRB7|MYC|ORC6|ERBB2|MDM2|KRT14,568.1582673999947,49
CDC20,ok,49,24,KIF2C|UBE2C|BIRC5|PTTG1|EXO1|MELK|CENPF|MKI67|NDC80|UBE2T|BCL2|SLC39A6|GPR160|NUF2|RRM2|PGR|ORC6|GRB7|KRT5|BAG1|KRT17|MYBL2|ERBB2|MDM2,642.5929184000124,49
CDC6,ok,21,10,EXO1|CEP55|MELK|ERBB2|PTTG1|BIRC5|CDC20|CCNB1|RRM2|ANLN,763.7646399000078,49
NUF2,ok,44,22,NDC80|CCNB1|UBE2T|CEP55|ANLN|UBE2C|MELK|EXO1|PTTG1|KIF2C|TYMS|CDC20|MLPH|RRM2|MIA|MYBL2|TMEM45B|GPR160|FOXC1|EGFR|ERBB2|ORC6,1397.4043326,49
CDH3,ok,49,24,KRT17|KRT5|EGFR|MLPH|CCNE1|BCL2|MIA|CDC20|KIF2C|CXXC5|ANLN|EXO1|KRT14|ACTR3B|BIRC5|PTTG1|GRB7|UBE2T|BAG1|MDM2|NUF2|CDC6|CCNB1|TMEM45B,464.6787216999801,49
