gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.5304080510695844,0.3333062135800935,0.5454912046184819,0.7406659327729225,0.5051163414049339,1302,306,48,24,FOXA1|FOXC1|MIA|CXXC5|CCNE1|MELK|KRT5|EXO1|ANLN|BLVRA|CEP55|CDH3|NDC80|MKI67|PTTG1|RRM2|ERBB2|KRT14|MYBL2|MDM2|BAG1|FGFR4|CDC6|GRB7,0.5283183591171815,1377.9339561000015,21.074779900001886,ok,49,0,3217051,ab6dbc5c3a3e56d5,mar,0.2,3,4183.656380700006,1
ANLN,0.31925449241667475,0.23997780027966034,0.7668187968827085,0.8757624682587002,0.8930131622399398,1279,329,27,13,MELK|CEP55|UBE2T|EXO1|NDC80|KIF2C|NUF2|CCNB1|RRM2|BCL2|EGFR|CDH3|CXXC5,0.2989901739842147,1290.2981488000005,6.306671899998037,ok,49,0,3217051,ab6dbc5c3a3e56d5,mar,0.2,3,4183.656380700006,1
BAG1,0.34615322629071416,0.23904388909805305,0.14270266392121278,0.4339224857513785,0.43339215385402274,1265,343,48,24,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|FOXA1|MDM2|SFRP1|KIF2C|ERBB2|CEP55|ORC6|CENPF|CCNB1|GRB7|MKI67|CDC6|MELK|RRM2|ANLN|BLVRA|NDC80|TYMS,0.29539994785975865,1696.3196762000007,25.815964900000836,ok,49,0,3217051,ab6dbc5c3a3e56d5,mar,0.2,3,4183.656380700006,1
BCL2,0.6590283487845525,0.511637634100909,0.6792760713001036,0.8245384566836198,0.8185342434157136,1304,304,49,24,ESR1|SLC39A6|EXO1|CDH3|ANLN|MELK|EGFR|KIF2C|MLPH|FOXA1|UBE2C|CEP55|RRM2|UBE2T|BAG1|CENPF|NDC80|MKI67|MIA|TYMS|CCNB1|MYBL2|MYC|ORC6,0.6502214129772121,1025.6338172999967,16.721693500003312,ok,49,0,3217051,ab6dbc5c3a3e56d5,mar,0.2,3,4183.656380700006,1
BIRC5,0.5188860959016588,0.3689473257103344,0.7647500710425476,0.8750800249234522,0.8964210577866837,1310,298,42,21,KIF2C|CDC20|UBE2C|CEP55|EXO1|MELK|CCNE1|MKI67|ANLN|CCNB1|MLPH|GPR160|PGR|FOXC1|CDC6|EGFR|MIA|KRT14|BLVRA|GRB7|TMEM45B,0.48978352118238416,1182.4920106999998,15.406594799998857,ok,49,0,3217051,ab6dbc5c3a3e56d5,mar,0.2,3,4183.656380700006,1
BLVRA,0.6511218424031877,0.4768980565070116,0.31352208112968183,0.567942974998619,0.5735568964596574,1302,306,46,23,GPR160|FOXA1|ACTR3B|MLPH|SLC39A6|PGR|ESR1|MYC|KIF2C|CENPF|MKI67|TYMS|BIRC5|MAPT|CCNB1|UBE2C|BCL2|FGFR4|MDM2|ANLN|NDC80|NUF2|MYBL2,0.6118770843213729,1245.3663777000038,17.77353210000001,ok,49,0,3217051,ab6dbc5c3a3e56d5,mar,0.2,3,4183.656380700006,1
CCNB1,0.3644178898169631,0.2836186671952806,0.6754853453502514,0.8248481791645703,0.8315728529323341,1281,327,42,21,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|NUF2|UBE2T|MELK|TYMS|MKI67|CCNE1|CDC6|MAPT|GRB7|ESR1|MYBL2|FGFR4|PHGDH|BLVRA|MDM2,0.34825875329412026,1348.9805119000011,15.946134700003313,ok,49,0,3217051,ab6dbc5c3a3e56d5,mar,0.2,3,4183.656380700006,1
CCNE1,0.5126419211101964,0.3273052432871508,0.7510208006825863,0.8748877911794816,0.8788956175154118,1267,341,48,24,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|PTTG1|GPR160|NDC80|FOXC1|UBE2T|CCNB1|NUF2|KRT5|CDC6|FGFR4|GRB7|BAG1|ERBB2|ORC6|MYC|KRT14|MDM2,0.46933924391623383,1210.9487775000016,20.573561700002756,ok,49,0,3217051,ab6dbc5c3a3e56d5,mar,0.2,3,4183.656380700006,1
CDC20,0.3489779278220044,0.2751003579739861,0.9330275581322842,0.9662408364545655,0.970521981543493,1290,318,43,21,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|UBE2T|MLPH|BCL2|GPR160|NUF2|PGR|RRM2|FOXC1|GRB7|MIA|ORC6|BAG1|MYBL2|ERBB2,0.37711475855486953,1373.471622099998,17.12482109999837,ok,49,0,3217051,ab6dbc5c3a3e56d5,mar,0.2,3,4183.656380700006,1
CDC6,0.22958771021969995,0.14574854327851036,0.21397361869234277,0.4701065513818167,0.43814636143385693,1286,322,36,18,EXO1|UBE2C|CEP55|ERBB2|CDC20|CCNE1|CCNB1|ANLN|MKI67|NDC80|RRM2|TYMS|BCL2|MLPH|PHGDH|CDH3|MDM2|FOXA1,0.19461381278950504,1679.2097587000026,14.559938300000795,ok,49,0,3217051,ab6dbc5c3a3e56d5,mar,0.2,3,4183.656380700006,1
