stage,imputer,missing_rate,replicate,seed,fold,rmse,mae,n_masked_test_values,input_protocol,evaluation_protocol,svr_coverage,fallback_rate,fit_seconds,transform_seconds,n_rfe_fits_total,n_svr_fits_total,n_predictor_nans_at_impute,n_gene_workers
imputation,OriginalRFECA,0.2,2,2200048,0,0.6116540748837421,0.40303810081080643,16080,target_wise_complete_predictors,repeated_mask_holdout,1.0,0.0,4360.0812743999995,0.2673287999969034,12300,12300,0,16
