gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,47,23,FOXA1|MLPH|FOXC1|MIA|CCNE1|MELK|EXO1|KRT5|CEP55|ANLN|BLVRA|TYMS|NDC80|CDH3|MKI67|UBE2T|PTTG1|RRM2|KRT14|MYBL2|BAG1|CDC6|FGFR4,1415.6953590000012,49
ANLN,ok,48,24,MELK|CEP55|NDC80|UBE2T|UBE2C|KIF2C|CDC20|CCNE1|MLPH|CENPF|NUF2|FOXA1|RRM2|BCL2|EGFR|CDH3|MIA|GPR160|FOXC1|CDC6|FGFR4|BLVRA|BAG1|MDM2,1349.4279496000017,49
BAG1,ok,48,24,SLC39A6|BCL2|PHGDH|MMP11|CDC20|MLPH|CCNE1|MDM2|FOXA1|SFRP1|NAT1|ORC6|KRT5|PTTG1|MIA|CEP55|MELK|BLVRA|MKI67|CCNB1|ANLN|MYBL2|ACTR3B|TYMS,1772.1742802000008,49
BCL2,ok,48,24,ESR1|SLC39A6|EXO1|ANLN|MELK|PHGDH|EGFR|CDC20|KIF2C|FOXA1|UBE2C|CEP55|RRM2|PTTG1|FGFR4|UBE2T|BAG1|MKI67|MIA|GPR160|TYMS|MMP11|MYBL2|BLVRA,1089.5773396999975,49
BIRC5,ok,48,24,KIF2C|CDC20|UBE2C|CEP55|EXO1|CCNE1|MKI67|ANLN|NDC80|CCNB1|FOXA1|MLPH|GPR160|BCL2|PGR|FOXC1|CDC6|MIA|GRB7|BLVRA|BAG1|MDM2|SFRP1|ERBB2,1170.5906655,49
BLVRA,ok,49,24,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|MELK|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|NDC80|BCL2|MDM2|FGFR4|BAG1|MYBL2|NUF2,1266.9916472000004,49
CCNB1,ok,49,24,PTTG1|NDC80|UBE2C|CEP55|BIRC5|CENPF|KIF2C|NUF2|CDC20|UBE2T|MKI67|TYMS|CCNE1|MLPH|CDC6|MAPT|PHGDH|MYBL2|ORC6|BLVRA|MDM2|BAG1|FOXC1|CXXC5,1359.0967878999982,49
CCNE1,ok,46,23,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|MIA|NUF2|CXXC5|CDC6|FGFR4|GRB7|MYC|ERBB2,1236.985081499999,49
CDC20,ok,42,21,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|MLPH|SLC39A6|BCL2|GPR160|NUF2|RRM2|FOXC1|PGR|CXXC5|ORC6|KRT5|KRT17,1437.6681764000023,49
CDC6,ok,33,16,EXO1|GRB7|CEP55|ERBB2|MELK|PTTG1|CCNB1|BIRC5|CCNE1|ANLN|RRM2|NUF2|PHGDH|MLPH|SLC39A6|FOXA1,1733.7368618,49
