stage,imputer,missing_rate,replicate,fold,rmse,mae,n_masked_test_values,n_eligible_cells,n_artificially_masked_cells,n_legacy_imputed_cells_in_cohort,n_legacy_imputed_cells_in_metric_target,target_cell_policy,n_train,n_test,degenerate_constant_preds,seed
imputation,RFECA_SVR(k=20),0.0,9,2,,,0,80400,0,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=20),0.0,9,3,,,0,80400,0,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=20),0.0,9,4,,,0,80400,0,0,0,originally_observed_only,1287,321,False,1051
imputation,RFECA_SVR(k=20),0.0,9,5,,,0,80400,0,0,0,originally_observed_only,1287,321,False,1051
imputation,SimpleMean,0.05,0,1,1.04505267818648,0.7625715194596406,783,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,SimpleMean,0.05,0,2,1.084437665934908,0.754849848348638,768,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,SimpleMean,0.05,0,3,1.0770537711987291,0.7489736249639763,862,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,SimpleMean,0.05,0,4,1.0835376854865595,0.7623552571316878,814,80400,4020,0,0,originally_observed_only,1287,321,False,1047
imputation,SimpleMean,0.05,0,5,1.0473512765331425,0.7399901071043797,793,80400,4020,0,0,originally_observed_only,1287,321,False,1047
imputation,"KNN(k=5,dist)",0.05,0,1,0.6838948932183309,0.47809884084215587,783,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,"KNN(k=5,dist)",0.05,0,2,0.6348829985330952,0.4459149637616712,768,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,"KNN(k=5,dist)",0.05,0,3,0.6593667824337174,0.4572791585957349,862,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,"KNN(k=5,dist)",0.05,0,4,0.6611439467173353,0.45091568387638786,814,80400,4020,0,0,originally_observed_only,1287,321,False,1047
imputation,"KNN(k=5,dist)",0.05,0,5,0.6362225888059039,0.43226170554728444,793,80400,4020,0,0,originally_observed_only,1287,321,False,1047
imputation,RFECA_SVR(k=5),0.05,0,1,0.6488677329711627,0.45066291580569406,783,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,RFECA_SVR(k=5),0.05,0,2,0.6473292660227892,0.44385062820084936,768,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,RFECA_SVR(k=5),0.05,0,3,0.7044434189305101,0.47502829903935473,862,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,RFECA_SVR(k=5),0.05,0,4,0.6960424448740844,0.45866311071831695,814,80400,4020,0,0,originally_observed_only,1287,321,False,1047
imputation,RFECA_SVR(k=5),0.05,0,5,0.6795085165033757,0.44269110160100456,793,80400,4020,0,0,originally_observed_only,1287,321,False,1047
imputation,RFECA_SVR(k=10),0.05,0,1,0.6403562533995867,0.4405173463917011,783,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,RFECA_SVR(k=10),0.05,0,2,0.6119058956802473,0.4202030137051979,768,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,RFECA_SVR(k=10),0.05,0,3,0.6797084625006279,0.4583057180456533,862,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,RFECA_SVR(k=10),0.05,0,4,0.6608861744305594,0.44140561133392275,814,80400,4020,0,0,originally_observed_only,1287,321,False,1047
imputation,RFECA_SVR(k=10),0.05,0,5,0.67301429012644,0.43497162161203984,793,80400,4020,0,0,originally_observed_only,1287,321,False,1047
imputation,RFECA_SVR(k=20),0.05,0,1,0.6537971404553604,0.44676912951411357,783,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,RFECA_SVR(k=20),0.05,0,2,0.6249567827300186,0.425847132081511,768,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,RFECA_SVR(k=20),0.05,0,3,0.6727293989382627,0.4543750494198792,862,80400,4020,0,0,originally_observed_only,1286,322,False,1047
imputation,RFECA_SVR(k=20),0.05,0,4,0.6579966401637452,0.441012864102311,814,80400,4020,0,0,originally_observed_only,1287,321,False,1047
imputation,RFECA_SVR(k=20),0.05,0,5,0.6642674805535216,0.4417346930162413,793,80400,4020,0,0,originally_observed_only,1287,321,False,1047
imputation,SimpleMean,0.05,1,1,1.0905130496091067,0.7736646482929957,810,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,SimpleMean,0.05,1,2,1.0299911653918146,0.7164600566328437,838,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,SimpleMean,0.05,1,3,1.0585589595190459,0.741810715321497,839,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,SimpleMean,0.05,1,4,1.031075352601515,0.7133055295434093,759,80400,4020,0,0,originally_observed_only,1287,321,False,1048
imputation,SimpleMean,0.05,1,5,1.0629427948665513,0.7439115556448814,774,80400,4020,0,0,originally_observed_only,1287,321,False,1048
imputation,"KNN(k=5,dist)",0.05,1,1,0.7278624850917168,0.49726717014099964,810,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,"KNN(k=5,dist)",0.05,1,2,0.6465877416033744,0.43872106384052334,838,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,"KNN(k=5,dist)",0.05,1,3,0.6344109047794176,0.4310313764313595,839,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,"KNN(k=5,dist)",0.05,1,4,0.6840711989469835,0.4676389875622772,759,80400,4020,0,0,originally_observed_only,1287,321,False,1048
imputation,"KNN(k=5,dist)",0.05,1,5,0.7239181179514753,0.47357775849353745,774,80400,4020,0,0,originally_observed_only,1287,321,False,1048
imputation,RFECA_SVR(k=5),0.05,1,1,0.7689800422295506,0.5049547774464282,810,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,RFECA_SVR(k=5),0.05,1,2,0.6466821447924875,0.4228917913499282,838,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,RFECA_SVR(k=5),0.05,1,3,0.6454894445245394,0.4279538900662567,839,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,RFECA_SVR(k=5),0.05,1,4,0.6453625844106436,0.44349782642513075,759,80400,4020,0,0,originally_observed_only,1287,321,False,1048
imputation,RFECA_SVR(k=5),0.05,1,5,0.7190322808263722,0.4613441145283753,774,80400,4020,0,0,originally_observed_only,1287,321,False,1048
imputation,RFECA_SVR(k=10),0.05,1,1,0.7406394811881692,0.4898238049398446,810,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,RFECA_SVR(k=10),0.05,1,2,0.6222782467492621,0.40070836784238323,838,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,RFECA_SVR(k=10),0.05,1,3,0.6332180861004278,0.42591996019123596,839,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,RFECA_SVR(k=10),0.05,1,4,0.6517386669781233,0.445444033688056,759,80400,4020,0,0,originally_observed_only,1287,321,False,1048
imputation,RFECA_SVR(k=10),0.05,1,5,0.7093993543751819,0.4508200712056189,774,80400,4020,0,0,originally_observed_only,1287,321,False,1048
imputation,RFECA_SVR(k=20),0.05,1,1,0.7268668751917606,0.485655584788647,810,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,RFECA_SVR(k=20),0.05,1,2,0.6241157430170504,0.40381642697314185,838,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,RFECA_SVR(k=20),0.05,1,3,0.618506977981281,0.4191131728227362,839,80400,4020,0,0,originally_observed_only,1286,322,False,1048
imputation,RFECA_SVR(k=20),0.05,1,4,0.6533355037764014,0.4437281132370386,759,80400,4020,0,0,originally_observed_only,1287,321,False,1048
imputation,RFECA_SVR(k=20),0.05,1,5,0.712994036304135,0.45839802987068906,774,80400,4020,0,0,originally_observed_only,1287,321,False,1048
imputation,SimpleMean,0.05,2,1,1.1335844575829943,0.7742993594082216,805,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,SimpleMean,0.05,2,2,1.0926930716942163,0.7487453426470846,799,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,SimpleMean,0.05,2,3,0.9904124025250644,0.7128010454828893,812,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,SimpleMean,0.05,2,4,1.1221840765899005,0.7911807928310574,817,80400,4020,0,0,originally_observed_only,1287,321,False,1049
imputation,SimpleMean,0.05,2,5,1.067147577763327,0.7491409186722922,787,80400,4020,0,0,originally_observed_only,1287,321,False,1049
imputation,"KNN(k=5,dist)",0.05,2,1,0.7313477903024111,0.5025049658222258,805,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,"KNN(k=5,dist)",0.05,2,2,0.6562838467474449,0.447728864035775,799,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,"KNN(k=5,dist)",0.05,2,3,0.6532931785178363,0.4519822038652039,812,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,"KNN(k=5,dist)",0.05,2,4,0.7227051334859288,0.4918099135480094,817,80400,4020,0,0,originally_observed_only,1287,321,False,1049
imputation,"KNN(k=5,dist)",0.05,2,5,0.6918886124641026,0.4667861205858621,787,80400,4020,0,0,originally_observed_only,1287,321,False,1049
imputation,RFECA_SVR(k=5),0.05,2,1,0.7634970266708001,0.5090983852711098,805,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,RFECA_SVR(k=5),0.05,2,2,0.6691284723884966,0.44906984606141453,799,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,RFECA_SVR(k=5),0.05,2,3,0.6451500333378195,0.44696906480514453,812,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,RFECA_SVR(k=5),0.05,2,4,0.7134223588043115,0.46659528070570533,817,80400,4020,0,0,originally_observed_only,1287,321,False,1049
imputation,RFECA_SVR(k=5),0.05,2,5,0.6439809553686521,0.440357133710832,787,80400,4020,0,0,originally_observed_only,1287,321,False,1049
imputation,RFECA_SVR(k=10),0.05,2,1,0.7472863396498436,0.5011282928763903,805,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,RFECA_SVR(k=10),0.05,2,2,0.655769956944813,0.43743221453949543,799,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,RFECA_SVR(k=10),0.05,2,3,0.6221952946748973,0.4275741838119807,812,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,RFECA_SVR(k=10),0.05,2,4,0.6984146265823765,0.4612110556295333,817,80400,4020,0,0,originally_observed_only,1287,321,False,1049
imputation,RFECA_SVR(k=10),0.05,2,5,0.6344780133332535,0.43805930301618956,787,80400,4020,0,0,originally_observed_only,1287,321,False,1049
imputation,RFECA_SVR(k=20),0.05,2,1,0.7541263227424005,0.502773963977184,805,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,RFECA_SVR(k=20),0.05,2,2,0.6571008757123883,0.44252413342333435,799,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,RFECA_SVR(k=20),0.05,2,3,0.623266377032299,0.43134618529088087,812,80400,4020,0,0,originally_observed_only,1286,322,False,1049
imputation,RFECA_SVR(k=20),0.05,2,4,0.6882969221331503,0.45405184713540625,817,80400,4020,0,0,originally_observed_only,1287,321,False,1049
imputation,RFECA_SVR(k=20),0.05,2,5,0.6550429718698488,0.453770273519337,787,80400,4020,0,0,originally_observed_only,1287,321,False,1049
imputation,SimpleMean,0.05,3,1,1.1074487930314754,0.767662173886705,779,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,SimpleMean,0.05,3,2,1.08235067044947,0.7497447796380619,784,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,SimpleMean,0.05,3,3,1.0565426042115604,0.7619382296650001,818,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,SimpleMean,0.05,3,4,1.1174137371305037,0.7748602007896814,833,80400,4020,0,0,originally_observed_only,1287,321,False,1050
imputation,SimpleMean,0.05,3,5,1.0762450485197113,0.7516587748582011,806,80400,4020,0,0,originally_observed_only,1287,321,False,1050
imputation,"KNN(k=5,dist)",0.05,3,1,0.6916380924172795,0.4881504280207054,779,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,"KNN(k=5,dist)",0.05,3,2,0.6560839808885429,0.4470265251808523,784,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,"KNN(k=5,dist)",0.05,3,3,0.6995140560760448,0.47413759356787566,818,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,"KNN(k=5,dist)",0.05,3,4,0.6645526574870787,0.4656022156227752,833,80400,4020,0,0,originally_observed_only,1287,321,False,1050
imputation,"KNN(k=5,dist)",0.05,3,5,0.6778482248732265,0.4430500960449795,806,80400,4020,0,0,originally_observed_only,1287,321,False,1050
imputation,RFECA_SVR(k=5),0.05,3,1,0.7397169118014726,0.49183173329913193,779,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,RFECA_SVR(k=5),0.05,3,2,0.6985011902197787,0.45698446807006493,784,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,RFECA_SVR(k=5),0.05,3,3,0.7036922206420595,0.4678638450507479,818,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,RFECA_SVR(k=5),0.05,3,4,0.6917172788301469,0.46380701219610654,833,80400,4020,0,0,originally_observed_only,1287,321,False,1050
imputation,RFECA_SVR(k=5),0.05,3,5,0.6459409494976843,0.42934784343084326,806,80400,4020,0,0,originally_observed_only,1287,321,False,1050
imputation,RFECA_SVR(k=10),0.05,3,1,0.7274432303313068,0.4783200803855293,779,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,RFECA_SVR(k=10),0.05,3,2,0.680479911268148,0.4434574476295085,784,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,RFECA_SVR(k=10),0.05,3,3,0.7040786770793604,0.4639242953662269,818,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,RFECA_SVR(k=10),0.05,3,4,0.7041548705119015,0.4648253086043155,833,80400,4020,0,0,originally_observed_only,1287,321,False,1050
imputation,RFECA_SVR(k=10),0.05,3,5,0.6211248604876294,0.4126723670521703,806,80400,4020,0,0,originally_observed_only,1287,321,False,1050
imputation,RFECA_SVR(k=20),0.05,3,1,0.7239327922547205,0.4723029548207763,779,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,RFECA_SVR(k=20),0.05,3,2,0.6850702274214481,0.4488340435358819,784,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,RFECA_SVR(k=20),0.05,3,3,0.6686070227708341,0.44705981960171903,818,80400,4020,0,0,originally_observed_only,1286,322,False,1050
imputation,RFECA_SVR(k=20),0.05,3,4,0.7105130039648857,0.46523510868375956,833,80400,4020,0,0,originally_observed_only,1287,321,False,1050
imputation,RFECA_SVR(k=20),0.05,3,5,0.6200345436326141,0.4047299490997013,806,80400,4020,0,0,originally_observed_only,1287,321,False,1050
imputation,SimpleMean,0.05,4,1,1.02355413930146,0.7263797728365117,786,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,SimpleMean,0.05,4,2,1.1205631721945848,0.7887275968194807,828,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,SimpleMean,0.05,4,3,1.1082433218237389,0.7671587078899481,813,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,SimpleMean,0.05,4,4,1.0367859404080617,0.7377364717202286,803,80400,4020,0,0,originally_observed_only,1287,321,False,1051
imputation,SimpleMean,0.05,4,5,1.0386847082203245,0.7422702253496859,790,80400,4020,0,0,originally_observed_only,1287,321,False,1051
imputation,"KNN(k=5,dist)",0.05,4,1,0.6945111264662426,0.4662330507171354,786,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,"KNN(k=5,dist)",0.05,4,2,0.6751519581242237,0.4832527980176453,828,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,"KNN(k=5,dist)",0.05,4,3,0.6520370486889183,0.4432638680630612,813,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,"KNN(k=5,dist)",0.05,4,4,0.6935058486912303,0.4740105464564389,803,80400,4020,0,0,originally_observed_only,1287,321,False,1051
imputation,"KNN(k=5,dist)",0.05,4,5,0.6585662410570786,0.4539958860277119,790,80400,4020,0,0,originally_observed_only,1287,321,False,1051
imputation,RFECA_SVR(k=5),0.05,4,1,0.6514840823570078,0.447682501281702,786,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=5),0.05,4,2,0.6803328072193451,0.4641497777107919,828,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=5),0.05,4,3,0.7112118294626243,0.46472628222349965,813,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=5),0.05,4,4,0.6704475270349062,0.46736653747785817,803,80400,4020,0,0,originally_observed_only,1287,321,False,1051
imputation,RFECA_SVR(k=5),0.05,4,5,0.6488951444657947,0.445104302762685,790,80400,4020,0,0,originally_observed_only,1287,321,False,1051
imputation,RFECA_SVR(k=10),0.05,4,1,0.638584911000126,0.43137271680106704,786,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=10),0.05,4,2,0.6612614214721212,0.44869230637631824,828,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=10),0.05,4,3,0.6852881439317434,0.4455370039696084,813,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=10),0.05,4,4,0.6692779663104492,0.46766021304182825,803,80400,4020,0,0,originally_observed_only,1287,321,False,1051
imputation,RFECA_SVR(k=10),0.05,4,5,0.6417615948244589,0.43878616627768696,790,80400,4020,0,0,originally_observed_only,1287,321,False,1051
imputation,RFECA_SVR(k=20),0.05,4,1,0.6446297324831439,0.42689396887803777,786,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=20),0.05,4,2,0.6569161122959873,0.44745182366726943,828,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=20),0.05,4,3,0.6775721649162689,0.4358899828160131,813,80400,4020,0,0,originally_observed_only,1286,322,False,1051
imputation,RFECA_SVR(k=20),0.05,4,4,0.6726388428811333,0.4638347923448625,803,80400,4020,0,0,originally_observed_only,1287,321,False,1051
imputation,RFECA_SVR(k=20),0.05,4,5,0.6392420991367468,0.4331212807066533,790,80400,4020,0,0,originally_observed_only,1287,321,False,1051
imputation,SimpleMean,0.05,5,1,1.0907925356845523,0.768446799754911,808,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,SimpleMean,0.05,5,2,1.1209829146311094,0.7693595126219975,843,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,SimpleMean,0.05,5,3,1.1055082336885804,0.7584685931660252,798,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,SimpleMean,0.05,5,4,1.1380182626516313,0.8082994581780628,796,80400,4020,0,0,originally_observed_only,1287,321,False,1052
imputation,SimpleMean,0.05,5,5,1.0194806238257197,0.7324664887680085,775,80400,4020,0,0,originally_observed_only,1287,321,False,1052
imputation,"KNN(k=5,dist)",0.05,5,1,0.676861442983989,0.4779565351908853,808,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,"KNN(k=5,dist)",0.05,5,2,0.7517130649192251,0.485576047471207,843,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,"KNN(k=5,dist)",0.05,5,3,0.6930138827073696,0.4655516521673313,798,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,"KNN(k=5,dist)",0.05,5,4,0.7351588918712871,0.5027479761675347,796,80400,4020,0,0,originally_observed_only,1287,321,False,1052
imputation,"KNN(k=5,dist)",0.05,5,5,0.6327907293829397,0.41455793460848084,775,80400,4020,0,0,originally_observed_only,1287,321,False,1052
imputation,RFECA_SVR(k=5),0.05,5,1,0.7285256055304637,0.4771081909109659,808,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,RFECA_SVR(k=5),0.05,5,2,0.7847728962479767,0.4898738173082737,843,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,RFECA_SVR(k=5),0.05,5,3,0.6877388512368154,0.4543446483426478,798,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,RFECA_SVR(k=5),0.05,5,4,0.7338183783600156,0.48901694951099195,796,80400,4020,0,0,originally_observed_only,1287,321,False,1052
imputation,RFECA_SVR(k=5),0.05,5,5,0.6406989198575815,0.42736111971303914,775,80400,4020,0,0,originally_observed_only,1287,321,False,1052
imputation,RFECA_SVR(k=10),0.05,5,1,0.7274604514823919,0.47316623867211244,808,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,RFECA_SVR(k=10),0.05,5,2,0.7387225087820538,0.4670778996203283,843,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,RFECA_SVR(k=10),0.05,5,3,0.6573263013459151,0.4393143376561513,798,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,RFECA_SVR(k=10),0.05,5,4,0.7187977576512948,0.47927550947266623,796,80400,4020,0,0,originally_observed_only,1287,321,False,1052
imputation,RFECA_SVR(k=10),0.05,5,5,0.6291625378327621,0.41380055891274026,775,80400,4020,0,0,originally_observed_only,1287,321,False,1052
imputation,RFECA_SVR(k=20),0.05,5,1,0.7271175326718639,0.4726209978379098,808,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,RFECA_SVR(k=20),0.05,5,2,0.7387018028890098,0.465628996560739,843,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,RFECA_SVR(k=20),0.05,5,3,0.6433872956096032,0.4350231273317835,798,80400,4020,0,0,originally_observed_only,1286,322,False,1052
imputation,RFECA_SVR(k=20),0.05,5,4,0.6946428314182075,0.4671469246554764,796,80400,4020,0,0,originally_observed_only,1287,321,False,1052
imputation,RFECA_SVR(k=20),0.05,5,5,0.6316386778151571,0.4127038325748792,775,80400,4020,0,0,originally_observed_only,1287,321,False,1052
imputation,SimpleMean,0.05,6,1,1.0989813819289,0.7740423317155091,843,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,SimpleMean,0.05,6,2,1.0683345760242624,0.7661314102770183,829,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,SimpleMean,0.05,6,3,1.1100469160368684,0.7755531317512139,785,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,SimpleMean,0.05,6,4,1.0928431735125572,0.7680840956671586,800,80400,4020,0,0,originally_observed_only,1287,321,False,1053
imputation,SimpleMean,0.05,6,5,0.9363797054148606,0.6626101244312212,763,80400,4020,0,0,originally_observed_only,1287,321,False,1053
imputation,"KNN(k=5,dist)",0.05,6,1,0.7303177315522138,0.4715258483313785,843,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,"KNN(k=5,dist)",0.05,6,2,0.7305599782621519,0.49703443393059155,829,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,"KNN(k=5,dist)",0.05,6,3,0.7171596973624127,0.47497761491691703,785,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,"KNN(k=5,dist)",0.05,6,4,0.6561405137691363,0.45370135748257345,800,80400,4020,0,0,originally_observed_only,1287,321,False,1053
imputation,"KNN(k=5,dist)",0.05,6,5,0.6846322596404825,0.4466933644449599,763,80400,4020,0,0,originally_observed_only,1287,321,False,1053
imputation,RFECA_SVR(k=5),0.05,6,1,0.7459511228360898,0.4740977633557515,843,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,RFECA_SVR(k=5),0.05,6,2,0.7459659084205003,0.48979873390027495,829,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,RFECA_SVR(k=5),0.05,6,3,0.7571851196800814,0.4984643089963059,785,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,RFECA_SVR(k=5),0.05,6,4,0.6952773040885137,0.4529261580997954,800,80400,4020,0,0,originally_observed_only,1287,321,False,1053
imputation,RFECA_SVR(k=5),0.05,6,5,0.6930901740386286,0.4531774267104433,763,80400,4020,0,0,originally_observed_only,1287,321,False,1053
imputation,RFECA_SVR(k=10),0.05,6,1,0.7365883856792346,0.4678879525669159,843,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,RFECA_SVR(k=10),0.05,6,2,0.7214534499904203,0.4717473438937766,829,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,RFECA_SVR(k=10),0.05,6,3,0.7245848867547722,0.48167304337700767,785,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,RFECA_SVR(k=10),0.05,6,4,0.6847689554744495,0.4477891287715022,800,80400,4020,0,0,originally_observed_only,1287,321,False,1053
imputation,RFECA_SVR(k=10),0.05,6,5,0.6884164761219245,0.4464884615508205,763,80400,4020,0,0,originally_observed_only,1287,321,False,1053
imputation,RFECA_SVR(k=20),0.05,6,1,0.7074182771828255,0.4578900466339004,843,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,RFECA_SVR(k=20),0.05,6,2,0.7001049003576755,0.4652297724841519,829,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,RFECA_SVR(k=20),0.05,6,3,0.7039174737310696,0.4736472031749453,785,80400,4020,0,0,originally_observed_only,1286,322,False,1053
imputation,RFECA_SVR(k=20),0.05,6,4,0.6718324633738211,0.43948544709620074,800,80400,4020,0,0,originally_observed_only,1287,321,False,1053
imputation,RFECA_SVR(k=20),0.05,6,5,0.6674058991188632,0.43769722497987656,763,80400,4020,0,0,originally_observed_only,1287,321,False,1053
imputation,SimpleMean,0.05,7,1,1.0040654234787985,0.7202797382544864,830,80400,4020,0,0,originally_observed_only,1286,322,False,1054
imputation,SimpleMean,0.05,7,2,1.0381179621853724,0.7493118794460176,800,80400,4020,0,0,originally_observed_only,1286,322,False,1054
imputation,SimpleMean,0.05,7,3,1.027389257201161,0.7376106023958419,832,80400,4020,0,0,originally_observed_only,1286,322,False,1054
imputation,SimpleMean,0.05,7,4,1.075809686939563,0.7543012600503899,786,80400,4020,0,0,originally_observed_only,1287,321,False,1054
imputation,SimpleMean,0.05,7,5,1.0863512520862149,0.7773666042521764,772,80400,4020,0,0,originally_observed_only,1287,321,False,1054
imputation,"KNN(k=5,dist)",0.05,7,1,0.6969440075870523,0.4843501747987398,830,80400,4020,0,0,originally_observed_only,1286,322,False,1054
imputation,"KNN(k=5,dist)",0.05,7,2,0.7025197839501814,0.4762073646555398,800,80400,4020,0,0,originally_observed_only,1286,322,False,1054
imputation,"KNN(k=5,dist)",0.05,7,3,0.655760360890358,0.44676299455721574,832,80400,4020,0,0,originally_observed_only,1286,322,False,1054
imputation,"KNN(k=5,dist)",0.05,7,4,0.6634450300565071,0.45941732160532656,786,80400,4020,0,0,originally_observed_only,1287,321,False,1054
imputation,"KNN(k=5,dist)",0.05,7,5,0.683320757528461,0.4685225348705586,772,80400,4020,0,0,originally_observed_only,1287,321,False,1054
imputation,RFECA_SVR(k=5),0.05,7,1,0.661565090371382,0.4563999627260088,830,80400,4020,0,0,originally_observed_only,1286,322,False,1054
imputation,RFECA_SVR(k=5),0.05,7,2,0.7413933508725462,0.48463734297610517,800,80400,4020,0,0,originally_observed_only,1286,322,False,1054
imputation,RFECA_SVR(k=5),0.05,7,3,0.672299338831761,0.4508806949744772,832,80400,4020,0,0,originally_observed_only,1286,322,False,1054
imputation,RFECA_SVR(k=5),0.05,7,4,0.6945901455664437,0.4568093597473413,786,80400,4020,0,0,originally_observed_only,1287,321,False,1054
imputation,RFECA_SVR(k=5),0.05,7,5,0.6931527596394547,0.4661523903679048,772,80400,4020,0,0,originally_observed_only,1287,321,False,1054
