stage,imputer,missing_rate,replicate,fold,n_train,n_test,train_test_overlap,imputer_object_id,correlation_source,has_corr_csv_path
imputation,RFECA_SVR(k=5),0.0,2,3,1286,322,0,2482842180688,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,2,4,1287,321,0,2482842180912,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,2,5,1287,321,0,2482842181136,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,2,1,1286,322,0,2482842181360,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,2,2,1286,322,0,2482842181584,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,2,3,1286,322,0,2482842181808,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,2,4,1287,321,0,2482842182032,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,2,5,1287,321,0,2482842182256,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,2,1,1286,322,0,2482842182480,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,2,2,1286,322,0,2482842182704,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,2,3,1286,322,0,2482842182928,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,2,4,1287,321,0,2482842183152,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,2,5,1287,321,0,2482842183376,training_fold_X.corr(),False
classification,SimpleMean,0.0,2,1,1286,322,0,2482517745824,n/a,False
classification,SimpleMean,0.0,2,2,1286,322,0,2482517743712,n/a,False
classification,SimpleMean,0.0,2,3,1286,322,0,2482517742656,n/a,False
classification,SimpleMean,0.0,2,4,1287,321,0,2482517746704,n/a,False
classification,SimpleMean,0.0,2,5,1287,321,0,2482517746176,n/a,False
classification,"KNN(k=5,dist)",0.0,2,1,1286,322,0,2482774230224,n/a,False
classification,"KNN(k=5,dist)",0.0,2,2,1286,322,0,2482687789968,n/a,False
classification,"KNN(k=5,dist)",0.0,2,3,1286,322,0,2482688042064,n/a,False
classification,"KNN(k=5,dist)",0.0,2,4,1287,321,0,2482808372496,n/a,False
classification,"KNN(k=5,dist)",0.0,2,5,1287,321,0,2482807789072,n/a,False
classification,RFECA_SVR(k=5),0.0,2,1,1286,322,0,2482739897616,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,2,2,1286,322,0,2482619484208,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,2,3,1286,322,0,2482619755760,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,2,4,1287,321,0,2482653319856,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,2,5,1287,321,0,2482654017392,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,2,1,1286,322,0,2482842115824,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,2,2,1286,322,0,2482842912144,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,2,3,1286,322,0,2482774056912,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,2,4,1287,321,0,2482774590640,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,2,5,1287,321,0,2482705241424,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,2,1,1286,322,0,2482706091824,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,2,2,1286,322,0,2482975699952,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,2,3,1286,322,0,2482976364976,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,2,4,1287,321,0,2482976652912,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,2,5,1287,321,0,2483093087280,training_fold_X.corr(),False
imputation,SimpleMean,0.0,3,1,1286,322,0,2482517740896,n/a,False
imputation,SimpleMean,0.0,3,2,1286,322,0,2482517740368,n/a,False
imputation,SimpleMean,0.0,3,3,1286,322,0,2482517743536,n/a,False
imputation,SimpleMean,0.0,3,4,1287,321,0,2482517741600,n/a,False
imputation,SimpleMean,0.0,3,5,1287,321,0,2482517742128,n/a,False
imputation,"KNN(k=5,dist)",0.0,3,1,1286,322,0,2482842255440,n/a,False
imputation,"KNN(k=5,dist)",0.0,3,2,1286,322,0,2482842255632,n/a,False
imputation,"KNN(k=5,dist)",0.0,3,3,1286,322,0,2482842255824,n/a,False
imputation,"KNN(k=5,dist)",0.0,3,4,1287,321,0,2482842256016,n/a,False
imputation,"KNN(k=5,dist)",0.0,3,5,1287,321,0,2482842256208,n/a,False
imputation,RFECA_SVR(k=5),0.0,3,1,1286,322,0,2482842283920,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,3,2,1286,322,0,2482842283696,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,3,3,1286,322,0,2482842283472,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,3,4,1287,321,0,2482842283248,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,3,5,1287,321,0,2482842283024,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,3,1,1286,322,0,2482842282800,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,3,2,1286,322,0,2482842282576,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,3,3,1286,322,0,2482842282352,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,3,4,1287,321,0,2482842282128,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,3,5,1287,321,0,2482842281904,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,3,1,1286,322,0,2482842281680,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,3,2,1286,322,0,2482842281456,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,3,3,1286,322,0,2482842281232,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,3,4,1287,321,0,2482842281008,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,3,5,1287,321,0,2482842280784,training_fold_X.corr(),False
classification,SimpleMean,0.0,3,1,1286,322,0,2482517742480,n/a,False
classification,SimpleMean,0.0,3,2,1286,322,0,2482517744768,n/a,False
classification,SimpleMean,0.0,3,3,1286,322,0,2482517738432,n/a,False
classification,SimpleMean,0.0,3,4,1287,321,0,2482517743184,n/a,False
classification,SimpleMean,0.0,3,5,1287,321,0,2482517747760,n/a,False
classification,"KNN(k=5,dist)",0.0,3,1,1286,322,0,2482842256592,n/a,False
classification,"KNN(k=5,dist)",0.0,3,2,1286,322,0,2482619141008,n/a,False
classification,"KNN(k=5,dist)",0.0,3,3,1286,322,0,2482653635664,n/a,False
classification,"KNN(k=5,dist)",0.0,3,4,1287,321,0,2482654002448,n/a,False
classification,"KNN(k=5,dist)",0.0,3,5,1287,321,0,2482739402256,n/a,False
classification,RFECA_SVR(k=5),0.0,3,1,1286,322,0,2482842228944,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,3,2,1286,322,0,2482774604304,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,3,3,1286,322,0,2482774036720,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,3,4,1287,321,0,2482688158512,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,3,5,1287,321,0,2482687752272,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,3,1,1286,322,0,2482808151568,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,3,2,1286,322,0,2482808289808,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,3,3,1286,322,0,2482705456880,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,3,4,1287,321,0,2482705974672,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,3,5,1287,321,0,2482976298096,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,3,1,1286,322,0,2482976690192,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,3,2,1286,322,0,2483093342704,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,3,3,1286,322,0,2483093609104,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,3,4,1287,321,0,2483226524848,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,3,5,1287,321,0,2483226797328,training_fold_X.corr(),False
imputation,SimpleMean,0.0,4,1,1286,322,0,2482517740896,n/a,False
imputation,SimpleMean,0.0,4,2,1286,322,0,2482517740368,n/a,False
imputation,SimpleMean,0.0,4,3,1286,322,0,2482517743536,n/a,False
imputation,SimpleMean,0.0,4,4,1287,321,0,2482517741600,n/a,False
imputation,SimpleMean,0.0,4,5,1287,321,0,2482517742128,n/a,False
imputation,"KNN(k=5,dist)",0.0,4,1,1286,322,0,2482517689360,n/a,False
imputation,"KNN(k=5,dist)",0.0,4,2,1286,322,0,2482517690512,n/a,False
imputation,"KNN(k=5,dist)",0.0,4,3,1286,322,0,2482517690704,n/a,False
imputation,"KNN(k=5,dist)",0.0,4,4,1287,321,0,2482517692240,n/a,False
imputation,"KNN(k=5,dist)",0.0,4,5,1287,321,0,2482517692432,n/a,False
imputation,RFECA_SVR(k=5),0.0,4,1,1286,322,0,2482654017840,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,4,2,1286,322,0,2482654018064,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,4,3,1286,322,0,2482654018288,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,4,4,1287,321,0,2482654018512,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,4,5,1287,321,0,2482654018736,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,4,1,1286,322,0,2482654018960,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,4,2,1286,322,0,2482654019184,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,4,3,1286,322,0,2482654016720,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,4,4,1287,321,0,2482654016944,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,4,5,1287,321,0,2482654017392,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,4,1,1286,322,0,2482654003280,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,4,2,1286,322,0,2482654003504,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,4,3,1286,322,0,2482654003728,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,4,4,1287,321,0,2482654003952,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,4,5,1287,321,0,2482654004176,training_fold_X.corr(),False
classification,SimpleMean,0.0,4,1,1286,322,0,2482517743712,n/a,False
classification,SimpleMean,0.0,4,2,1286,322,0,2482517744064,n/a,False
classification,SimpleMean,0.0,4,3,1286,322,0,2482517743360,n/a,False
classification,SimpleMean,0.0,4,4,1287,321,0,2482517742832,n/a,False
classification,SimpleMean,0.0,4,5,1287,321,0,2482517749168,n/a,False
