stage,imputer,model,missing_rate,replicate,fold,f1_macro,bal_acc,n_train,n_test,train_class_distribution,test_class_distribution,n_unique_predictions,degenerate_single_class_preds,f1_LumA,precision_LumA,recall_LumA,f1_LumB,precision_LumB,recall_LumB,f1_Her2,precision_Her2,recall_Her2,f1_Basal,precision_Basal,recall_Basal,seed,protocol,imputer_display,mechanism
classification,OriginalRFECA,EnsembleSoft,0.1,3,1,0.8593274069609095,0.8569757727652465,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9003690036900369,0.9312977099236641,0.8714285714285714,0.8712871287128713,0.822429906542056,0.9263157894736842,0.8085106382978723,0.7755102040816326,0.8444444444444444,0.8571428571428571,0.9428571428571428,0.7857142857142857,3117051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,3,2,0.9031580781791042,0.8930242272347536,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9379310344827586,0.9066666666666666,0.9714285714285714,0.8972972972972973,0.9222222222222223,0.8736842105263158,0.8505747126436781,0.8809523809523809,0.8222222222222222,0.926829268292683,0.95,0.9047619047619048,3117051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,3,3,0.8651255478267863,0.8617167919799498,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9263157894736842,0.9103448275862069,0.9428571428571428,0.8556149732620321,0.8695652173913043,0.8421052631578947,0.75,0.7674418604651163,0.7333333333333333,0.9285714285714286,0.9285714285714286,0.9285714285714286,3117051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,3,4,0.8800686784827669,0.8734992970230455,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9187279151943463,0.9090909090909091,0.9285714285714286,0.8958333333333334,0.8865979381443299,0.9052631578947369,0.7674418604651163,0.8048780487804879,0.7333333333333333,0.9382716049382716,0.95,0.926829268292683,3117051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,3,5,0.872086014683223,0.8526600592390066,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9220338983050848,0.8774193548387097,0.9714285714285714,0.8663101604278075,0.8804347826086957,0.8526315789473684,0.75,0.8333333333333334,0.6818181818181818,0.95,1.0,0.9047619047619048,3117051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,3,1,0.8459613043681821,0.8457706766917293,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.8981132075471698,0.952,0.85,0.8653846153846154,0.7964601769911505,0.9473684210526315,0.7741935483870968,0.75,0.8,0.8461538461538461,0.9166666666666666,0.7857142857142857,3117051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,3,2,0.9005350046219087,0.8903926482873852,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9347079037800687,0.9006622516556292,0.9714285714285714,0.8913043478260869,0.9213483146067416,0.8631578947368421,0.8604651162790697,0.9024390243902439,0.8222222222222222,0.9156626506024096,0.926829268292683,0.9047619047619048,3117051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,3,3,0.8732517671525845,0.8671783625730994,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9148936170212766,0.9084507042253521,0.9214285714285714,0.8541666666666666,0.845360824742268,0.8631578947368421,0.7727272727272727,0.7906976744186046,0.7555555555555555,0.9512195121951219,0.975,0.9285714285714286,3117051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,3,4,0.8791053630754628,0.8717135827373311,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9214285714285714,0.9214285714285714,0.9214285714285714,0.8775510204081632,0.8514851485148515,0.9052631578947369,0.7674418604651163,0.8048780487804879,0.7333333333333333,0.95,0.9743589743589743,0.926829268292683,3117051,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,3,5,0.878430316091954,0.8600336067441331,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9241379310344827,0.8933333333333333,0.9571428571428572,0.8645833333333334,0.8556701030927835,0.8736842105263158,0.775,0.8611111111111112,0.7045454545454546,0.95,1.0,0.9047619047619048,3117051,post_target_wise_impute,RFECA,mar
