gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
NUF2,ok,38,19,NDC80|UBE2T|CEP55|CCNB1|ANLN|EXO1|UBE2C|MELK|PTTG1|KIF2C|TYMS|CDC20|CCNE1|RRM2|MIA|MYBL2|TMEM45B|FOXC1|EGFR,1703.7747097000101,49
CDH3,ok,49,24,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|KIF2C|ANLN|MELK|EXO1|CEP55|ACTR3B|UBE2C|BIRC5|PTTG1|CENPF|NDC80|BAG1|NUF2|CDC6|MMP11|CCNB1|TMEM45B,1169.3820641000057,49
CENPF,ok,49,24,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|TYMS|PHGDH|MLPH|SLC39A6|RRM2|FOXC1|GRB7|KRT14|BLVRA|ERBB2|BAG1|MYBL2|KRT5|TMEM45B|MYC|MDM2,1471.8203981999977,49
CEP55,ok,43,21,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|UBE2T|MKI67|NDC80|CCNB1|MLPH|NUF2|BCL2|CDC6|KRT5|MYBL2|KRT14|TMEM45B|ORC6,1788.165820299997,49
CXXC5,ok,48,24,ESR1|MLPH|FOXC1|MAPT|ACTR3B|PHGDH|MIA|ANLN|CCNE1|NDC80|KIF2C|GPR160|MYC|CEP55|CDC20|TYMS|UBE2T|RRM2|PTTG1|MDM2|UBE2C|TMEM45B|CCNB1|CDC6,1551.6259573999996,49
EGFR,ok,45,22,ESR1|CDH3|FOXA1|FOXC1|KRT5|CXXC5|SFRP1|CCNE1|PHGDH|ANLN|MIA|CDC20|KIF2C|EXO1|CEP55|NDC80|PTTG1|KRT14|BLVRA|CENPF|NUF2|CDC6,1861.3132599999954,49
ERBB2,ok,42,21,GRB7|FGFR4|CDC6|MYC|ESR1|PGR|NAT1|FOXA1|MIA|MAPT|TYMS|ACTR3B|CCNE1|CENPF|CDC20|MELK|MDM2|GPR160|BAG1|KIF2C|MKI67,1511.1657750999875,49
ESR1,ok,44,22,BCL2|FOXA1|SLC39A6|MLPH|MAPT|EGFR|CCNE1|CXXC5|MELK|KIF2C|MIA|FGFR4|UBE2C|GRB7|PTTG1|RRM2|MKI67|UBE2T|NUF2|MDM2|BLVRA|MYC,1145.1682327000017,49
EXO1,ok,41,20,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|CCNE1|NDC80|TYMS|PHGDH|BCL2|NUF2|CDH3|ACTR3B|CDC6|MIA|KRT5|ORC6,1742.0294916999992,49
FGFR4,ok,48,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|UBE2C|BIRC5|MKI67|ANLN|CDC6|MELK|PTTG1|CENPF|CCNB1|UBE2T|BAG1|BLVRA|NDC80|MDM2|MYBL2|MLPH|FOXA1,1298.9732666000054,49
FOXA1,ok,46,23,MLPH|FOXC1|ESR1|MIA|CCNE1|ACTR3B|GPR160|KIF2C|MELK|ANLN|EXO1|CEP55|NDC80|KRT17|BCL2|UBE2C|MKI67|PTTG1|UBE2T|ERBB2|RRM2|BAG1|CDC6,1640.2249292000051,49
FOXC1,ok,44,22,FOXA1|SFRP1|KRT5|KRT17|CXXC5|CCNE1|CDC20|KIF2C|EXO1|MKI67|PGR|ANLN|CEP55|NDC80|CENPF|UBE2C|PTTG1|ERBB2|UBE2T|RRM2|ORC6|MDM2,1217.8041787999973,49
GPR160,ok,46,23,FOXA1|CCNE1|CDC20|NAT1|CDH3|KIF2C|BIRC5|EGFR|BLVRA|MKI67|CEP55|MELK|ANLN|MYC|NDC80|BCL2|PGR|NUF2|ORC6|CCNB1|UBE2T|MMP11|MDM2,1371.8410440000007,49
GRB7,ok,46,23,ERBB2|CDC6|NAT1|MAPT|TMEM45B|MELK|CDC20|CCNE1|ANLN|UBE2T|KIF2C|CENPF|PTTG1|MKI67|BIRC5|MYC|MDM2|NDC80|BAG1|NUF2|KRT17|KRT5|BLVRA,1408.4393723999965,49
KIF2C,ok,48,24,CDC20|UBE2C|CEP55|EXO1|BIRC5|CENPF|CCNE1|MKI67|NDC80|UBE2T|CCNB1|PHGDH|NUF2|BCL2|PGR|RRM2|CXXC5|MIA|CDC6|GRB7|ORC6|MYBL2|BAG1|ERBB2,1712.457981700005,49
NDC80,ok,48,24,CEP55|ANLN|PTTG1|CCNB1|NUF2|UBE2C|UBE2T|EXO1|TYMS|MLPH|CCNE1|CENPF|MKI67|RRM2|PHGDH|CXXC5|CDH3|MYC|MMP11|MYBL2|KRT17|FGFR4|MDM2|KRT14,1792.3119557000027,49
KRT14,ok,48,24,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|CXXC5|EGFR|ACTR3B|GPR160|BIRC5|PTTG1|UBE2T|MKI67|CEP55|MYBL2|CDC6|NUF2|ERBB2|KIF2C|NDC80|GRB7|ORC6,1598.3165709000023,49
KRT17,ok,8,4,KRT5|KRT14|FOXC1|CDH3,1406.7544745999912,49
KRT5,ok,49,24,KRT17|KRT14|SFRP1|FOXC1|CDH3|MIA|EGFR|MLPH|CXXC5|ACTR3B|PHGDH|SLC39A6|BCL2|MDM2|CEP55|MKI67|ERBB2|NUF2|CCNB1|CENPF|ORC6|GRB7|CDC6|UBE2T,1735.317982499997,49
MAPT,ok,47,23,ESR1|MLPH|NAT1|FOXA1|PGR|EXO1|BCL2|KIF2C|CDC20|UBE2C|CXXC5|PTTG1|NDC80|MKI67|GRB7|TYMS|CCNB1|BAG1|ERBB2|BLVRA|MMP11|MYC|MYBL2,1099.9614447000058,49
MDM2,ok,37,18,SLC39A6|SFRP1|KRT5|RRM2|TYMS|BAG1|MLPH|GRB7|FOXC1|FOXA1|MYC|ERBB2|CCNB1|CDC6|MIA|UBE2T|CEP55|NDC80,2215.5549647000007,49
MELK,ok,47,23,CEP55|UBE2C|EXO1|KIF2C|ANLN|CDC20|UBE2T|CCNE1|TYMS|CENPF|MKI67|RRM2|CCNB1|ESR1|BCL2|EGFR|GPR160|MYC|FGFR4|BLVRA|TMEM45B|MYBL2|BAG1,1617.6229045000073,49
MIA,ok,48,24,FOXA1|FOXC1|SFRP1|ACTR3B|KRT5|KRT14|CXXC5|CCNE1|ANLN|NDC80|TYMS|KIF2C|MYC|BIRC5|CDC20|CEP55|EXO1|NUF2|BCL2|ERBB2|MKI67|MYBL2|GRB7|ORC6,1673.0775798999966,49
MKI67,ok,48,24,CEP55|KIF2C|EXO1|BIRC5|CENPF|MELK|PTTG1|CCNE1|NDC80|CCNB1|TYMS|MLPH|GPR160|ACTR3B|FOXC1|BCL2|RRM2|ORC6|MIA|KRT14|MMP11|TMEM45B|MYC|MDM2,1739.9431331000087,49
MLPH,ok,40,20,FOXA1|CCNE1|ANLN|NDC80|CXXC5|CEP55|KIF2C|GPR160|EXO1|CDC20|KRT5|PTTG1|BIRC5|SLC39A6|UBE2T|MKI67|MYC|CENPF|TMEM45B|KRT14,1219.3070125999948,49
MMP11,ok,46,23,BAG1|SFRP1|NUF2|ERBB2|CXXC5|NDC80|MIA|BCL2|GRB7|KRT14|UBE2T|MKI67|MDM2|GPR160|KIF2C|RRM2|TYMS|CCNE1|ANLN|CENPF|MELK|PTTG1|KRT17,863.7625796000066,49
MYBL2,ok,28,14,NUF2|UBE2C|CCNB1|CEP55|RRM2|KIF2C|NDC80|MIA|KRT14|PTTG1|EXO1|UBE2T|CENPF|MKI67,1764.047312900002,49
MYC,ok,49,24,TYMS|ACTR3B|TMEM45B|SFRP1|FOXC1|RRM2|MELK|GPR160|MIA|UBE2T|CXXC5|ERBB2|PTTG1|NDC80|NAT1|ORC6|GRB7|MAPT|MKI67|PHGDH|CDC6|CENPF|PGR|BCL2,1106.2901095999987,49
NAT1,ok,49,24,ESR1|SLC39A6|CDC20|CCNE1|MAPT|UBE2C|CEP55|BIRC5|PGR|MELK|GPR160|MKI67|GRB7|FGFR4|CENPF|UBE2T|CDC6|BLVRA|MYC|ERBB2|NUF2|ORC6|TMEM45B|BAG1,910.5026974000066,49
ORC6,ok,49,24,CDC20|SLC39A6|MKI67|TMEM45B|MYC|KIF2C|GPR160|UBE2C|CCNB1|CCNE1|EXO1|FOXC1|UBE2T|CEP55|BAG1|MLPH|KRT5|PTTG1|MIA|MYBL2|BCL2|ANLN|CDC6|EGFR,1449.8383825999917,49
PGR,ok,49,24,MAPT|NAT1|CCNE1|KIF2C|UBE2C|CDC20|EXO1|PTTG1|FGFR4|ANLN|MKI67|NDC80|RRM2|BLVRA|ERBB2|KRT5|CDC6|MIA|BAG1|ORC6|MYBL2|MYC|MDM2|TMEM45B,1141.165612900004,49
PHGDH,ok,49,24,EXO1|ESR1|FOXA1|KIF2C|BCL2|MLPH|EGFR|CXXC5|ACTR3B|MKI67|PTTG1|KRT5|CENPF|SFRP1|RRM2|BAG1|TYMS|CCNB1|MDM2|CDC6|MMP11|TMEM45B|MYBL2|MYC,921.6688022000017,49
PTTG1,ok,47,23,UBE2C|CEP55|CDC20|EXO1|UBE2T|NDC80|TYMS|CCNB1|CCNE1|MLPH|NUF2|RRM2|FOXA1|PHGDH|PGR|CDC6|ACTR3B|MYC|GRB7|CXXC5|MYBL2|ORC6|ERBB2,1407.0649494999961,49
RRM2,ok,49,24,TYMS|MELK|UBE2T|ANLN|UBE2C|BCL2|BIRC5|CDC20|NDC80|ESR1|NUF2|MKI67|ACTR3B|CENPF|TMEM45B|FOXA1|ORC6|MDM2|MYBL2|MIA|SLC39A6|BAG1|BLVRA|GPR160,1334.6352621999977,49
SFRP1,ok,40,20,KRT5|FOXC1|KRT14|KRT17|MIA|FOXA1|EGFR|ESR1|MYC|CCNE1|TMEM45B|MDM2|ANLN|MMP11|MELK|BAG1|EXO1|CDC20|CEP55|NUF2,1105.1176043000014,49
SLC39A6,ok,48,24,ESR1|BCL2|NAT1|CDC20|EGFR|MLPH|FGFR4|MELK|GPR160|UBE2C|PTTG1|BAG1|BLVRA|NDC80|KRT5|ACTR3B|TMEM45B|MDM2|ORC6|CCNB1|UBE2T|MYC|MYBL2|RRM2,913.9822301999957,49
TMEM45B,ok,49,24,MYC|FGFR4|GRB7|MLPH|UBE2T|SLC39A6|RRM2|ORC6|MELK|KRT5|PTTG1|UBE2C|EXO1|MKI67|CEP55|CDC6|CXXC5|CCNB1|CDC20|CDH3|MDM2|MYBL2|PGR|CENPF,1213.3812129000144,49
TYMS,ok,46,23,MELK|PTTG1|UBE2T|NDC80|CEP55|UBE2C|ANLN|EXO1|RRM2|MKI67|MYC|CCNB1|CCNE1|NUF2|CENPF|MIA|CDC6|BCL2|ERBB2|MDM2|ORC6|MMP11|SLC39A6,1083.026397900001,49
UBE2C,ok,49,24,PTTG1|KIF2C|CEP55|CDC20|MELK|BIRC5|EXO1|CENPF|UBE2T|CCNE1|CCNB1|NDC80|TYMS|NUF2|RRM2|BCL2|ESR1|PGR|GRB7|ORC6|MYBL2|CXXC5|TMEM45B|BLVRA,1063.139307000005,49
UBE2T,ok,44,22,EXO1|PTTG1|MELK|CEP55|ANLN|UBE2C|NDC80|CENPF|NUF2|CDC20|CCNB1|RRM2|MKI67|CCNE1|CDC6|ESR1|CXXC5|TMEM45B|GRB7|FOXC1|ORC6|MYBL2,1015.720499899995,49
