imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.3,EnsembleSoft,LumA,f1,0.9186295540764066,0.015534270756568018,5,mcar
OriginalRFECA,0.3,EnsembleSoft,LumA,precision,0.9101407916123181,0.0265319353181538,5,mcar
OriginalRFECA,0.3,EnsembleSoft,LumA,recall,0.9285714285714286,0.03462628469583092,5,mcar
OriginalRFECA,0.3,EnsembleSoft,LumB,f1,0.8615314839826291,0.02770315047437316,5,mcar
OriginalRFECA,0.3,EnsembleSoft,LumB,precision,0.8536556780964306,0.041081251634617,5,mcar
OriginalRFECA,0.3,EnsembleSoft,LumB,recall,0.8715789473684211,0.04551947012724137,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Her2,f1,0.7669410031890758,0.04556048865508419,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Her2,precision,0.7904927536231883,0.034511869018202954,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Her2,recall,0.7494949494949494,0.08490858862087884,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Basal,f1,0.9177525417272616,0.03013283107422137,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Basal,precision,0.9547579219366245,0.03500214579259721,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Basal,recall,0.8851335656213706,0.048883043016197614,5,mcar
OriginalRFECA,0.3,SVC,LumA,f1,0.9144615166030963,0.016530593039677362,5,mcar
OriginalRFECA,0.3,SVC,LumA,precision,0.9042793790157975,0.0298694727353295,5,mcar
OriginalRFECA,0.3,SVC,LumA,recall,0.9271428571428573,0.046125383688465554,5,mcar
OriginalRFECA,0.3,SVC,LumB,f1,0.8592532097550574,0.028723612843557407,5,mcar
OriginalRFECA,0.3,SVC,LumB,precision,0.8478893630619598,0.04674033107041402,5,mcar
OriginalRFECA,0.3,SVC,LumB,recall,0.873684210526316,0.04880851839734582,5,mcar
OriginalRFECA,0.3,SVC,Her2,f1,0.7870572834114097,0.05728777157999688,5,mcar
OriginalRFECA,0.3,SVC,Her2,precision,0.8066813651464815,0.057342144073548575,5,mcar
OriginalRFECA,0.3,SVC,Her2,recall,0.7719191919191919,0.08111809220621001,5,mcar
OriginalRFECA,0.3,SVC,Basal,f1,0.9124198193491185,0.03614150071068879,5,mcar
OriginalRFECA,0.3,SVC,Basal,precision,0.9781285831285832,0.01237335489640115,5,mcar
OriginalRFECA,0.3,SVC,Basal,recall,0.8565621370499418,0.060431173769587454,5,mcar
OriginalRFECA,0.3,LogReg,LumA,f1,0.9096753546292617,0.02026737265621659,5,mcar
OriginalRFECA,0.3,LogReg,LumA,precision,0.9029114439816576,0.022340150800630138,5,mcar
OriginalRFECA,0.3,LogReg,LumA,recall,0.9185714285714285,0.05015282766154844,5,mcar
OriginalRFECA,0.3,LogReg,LumB,f1,0.8564179760142343,0.03131472598151895,5,mcar
OriginalRFECA,0.3,LogReg,LumB,precision,0.8626299400013957,0.05060896681647089,5,mcar
OriginalRFECA,0.3,LogReg,LumB,recall,0.8526315789473685,0.042758096866505044,5,mcar
OriginalRFECA,0.3,LogReg,Her2,f1,0.7655206144758078,0.03192296988925806,5,mcar
OriginalRFECA,0.3,LogReg,Her2,precision,0.7709369234137036,0.014754616012166263,5,mcar
OriginalRFECA,0.3,LogReg,Her2,recall,0.763030303030303,0.06799112877788224,5,mcar
OriginalRFECA,0.3,LogReg,Basal,f1,0.9054503732776791,0.03847187787137366,5,mcar
