gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,49,24,FOXA1|MLPH|MIA|PHGDH|CCNE1|MELK|ANLN|TYMS|EXO1|CEP55|BLVRA|NDC80|CDH3|MYC|NAT1|MKI67|NUF2|PTTG1|RRM2|ERBB2|MYBL2|BAG1|CDC6|GRB7,1103.9574439999997,49
ANLN,ok,46,23,MELK|CEP55|UBE2C|NDC80|UBE2T|BIRC5|MLPH|CENPF|NUF2|FOXA1|RRM2|BCL2|EGFR|MIA|GPR160|FOXC1|CDC6|FGFR4|SFRP1|TMEM45B|BLVRA|BAG1|MDM2,1132.8355452000105,49
BAG1,ok,46,23,SLC39A6|BCL2|PHGDH|MMP11|CDC20|MLPH|KIF2C|FOXA1|PTTG1|SFRP1|ERBB2|GRB7|CEP55|RRM2|ORC6|BIRC5|MDM2|KRT5|MKI67|ANLN|CCNB1|CDC6|MELK,1416.4015250999946,49
BCL2,ok,48,24,ESR1|SLC39A6|EXO1|CDH3|EGFR|ANLN|PHGDH|CDC20|KIF2C|FOXA1|UBE2C|CEP55|FGFR4|RRM2|PTTG1|UBE2T|BAG1|MKI67|KRT5|GPR160|TYMS|MMP11|BLVRA|MYC,879.385094199999,49
BIRC5,ok,23,11,CDC20|KIF2C|UBE2C|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|ESR1|GPR160,1026.0254589999968,49
BLVRA,ok,47,23,GPR160|FOXA1|ACTR3B|MLPH|SLC39A6|PGR|MYC|ESR1|MKI67|CDC20|MELK|CENPF|TYMS|UBE2C|MAPT|ANLN|CCNB1|BCL2|PTTG1|FGFR4|NDC80|RRM2|TMEM45B,1061.5133462000085,49
CCNB1,ok,49,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|MLPH|MAPT|KRT14|ORC6|MYBL2|BLVRA|KRT17|CXXC5|TMEM45B|MDM2|FOXC1|EGFR,1048.9737626999995,49
CCNE1,ok,48,24,MELK|KIF2C|EXO1|UBE2C|BIRC5|FOXA1|PTTG1|MKI67|NDC80|CDH3|FOXC1|EGFR|GPR160|UBE2T|TYMS|CCNB1|NUF2|RRM2|CDC6|FGFR4|GRB7|ERBB2|MYBL2|KRT14,962.6203534000088,49
CDC20,ok,44,22,KIF2C|UBE2C|CEP55|PTTG1|EXO1|BIRC5|MELK|CENPF|CCNE1|NDC80|UBE2T|BCL2|SLC39A6|GPR160|NUF2|PGR|GRB7|ORC6|KRT5|BAG1|KRT14|ERBB2,1162.4813022000017,49
CDC6,ok,48,24,GRB7|EXO1|ERBB2|UBE2C|MELK|PTTG1|BIRC5|CDC20|CCNB1|RRM2|NAT1|NDC80|TYMS|NUF2|SLC39A6|CDH3|MYBL2|TMEM45B|MDM2|MYC|ACTR3B|BLVRA|ORC6|MIA,1359.976087899995,49
NUF2,ok,47,23,NDC80|UBE2T|CEP55|ANLN|CCNB1|MELK|UBE2C|EXO1|PTTG1|TYMS|KIF2C|CDC20|MLPH|MKI67|CCNE1|MIA|CDC6|BCL2|MYBL2|GPR160|CDH3|SLC39A6|ORC6,1168.644723400008,49
CDH3,ok,49,24,KRT17|KRT5|EGFR|MLPH|CCNE1|BCL2|MIA|KIF2C|ANLN|EXO1|CXXC5|KRT14|ACTR3B|UBE2C|BIRC5|MKI67|GRB7|RRM2|BAG1|NUF2|MDM2|CCNB1|CDC6|TMEM45B,826.2747223999904,49
CENPF,ok,48,24,UBE2C|EXO1|CEP55|CDC20|MKI67|UBE2T|CCNB1|TYMS|MLPH|CDC6|MAPT|BCL2|RRM2|FOXC1|GRB7|BLVRA|ERBB2|KRT14|KRT5|BAG1|MYBL2|MDM2|MYC|TMEM45B,1030.3748309999937,49
CEP55,ok,47,23,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|CENPF|MKI67|UBE2T|NDC80|TYMS|CCNB1|MLPH|NUF2|BCL2|CDC6|FOXC1|KRT5|MYBL2|TMEM45B|KRT14|ORC6|MDM2,1197.4587995000038,49
CXXC5,ok,45,22,ESR1|MLPH|EGFR|FOXC1|ACTR3B|MAPT|PHGDH|ANLN|MIA|CCNE1|EXO1|NDC80|GPR160|CEP55|CDC20|UBE2T|TYMS|BLVRA|PTTG1|MDM2|UBE2C|GRB7,1131.7418972000014,49
EGFR,ok,31,15,ESR1|CDH3|FOXC1|CXXC5|KRT5|SFRP1|CCNE1|PHGDH|ANLN|GPR160|MIA|EXO1|KIF2C|KRT14|MKI67,1253.9150779000047,49
ERBB2,ok,48,24,GRB7|FGFR4|CDC6|MYC|PGR|FOXA1|MIA|NAT1|ACTR3B|TYMS|CCNE1|MAPT|NDC80|EXO1|NUF2|BLVRA|CENPF|MDM2|CDC20|GPR160|KIF2C|PTTG1|MKI67|ANLN,1002.743138100006,49
ESR1,ok,42,21,BCL2|SLC39A6|FOXA1|MLPH|EGFR|CXXC5|MELK|CEP55|ACTR3B|UBE2C|FGFR4|NDC80|PTTG1|GRB7|MKI67|RRM2|UBE2T|BAG1|NUF2|MDM2|BLVRA,806.2246839,49
EXO1,ok,44,22,CEP55|MELK|KIF2C|UBE2C|CDC20|PTTG1|CENPF|UBE2T|BIRC5|CCNE1|MKI67|NDC80|TYMS|NUF2|PHGDH|FOXA1|BCL2|RRM2|CDH3|CDC6|KRT17|ORC6,1227.1693913999916,49
FGFR4,ok,48,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CDC20|CCNE1|UBE2C|EXO1|MYC|CEP55|MKI67|MELK|PTTG1|CENPF|CCNB1|RRM2|BAG1|BLVRA|MDM2|GPR160|FOXA1|MLPH,917.9145445000031,49
FOXA1,ok,49,24,MLPH|FOXC1|MIA|ESR1|CCNE1|ACTR3B|GPR160|SFRP1|EXO1|BIRC5|MELK|NDC80|CEP55|ANLN|UBE2C|BCL2|MKI67|UBE2T|KRT14|RRM2|TMEM45B|ERBB2|BAG1|FGFR4,1058.9915151000023,49
FOXC1,ok,48,24,FOXA1|SFRP1|KRT17|GPR160|CXXC5|CCNE1|CDC20|KIF2C|EXO1|MKI67|PGR|CEP55|ANLN|NDC80|CENPF|PTTG1|ERBB2|UBE2T|MDM2|RRM2|ORC6|GRB7|MYBL2|CDC6,852.6593687999994,49
GPR160,ok,47,23,FOXA1|CCNE1|CDC20|NAT1|KIF2C|EGFR|BLVRA|MKI67|MELK|ANLN|CEP55|CXXC5|MYC|NDC80|BCL2|PGR|ORC6|NUF2|UBE2T|CCNB1|BAG1|MMP11|CDC6,884.3333221999928,49
GRB7,ok,40,20,ERBB2|CDC6|NAT1|MAPT|TMEM45B|SLC39A6|MELK|CDC20|CCNE1|KIF2C|CENPF|UBE2T|ANLN|PTTG1|CCNB1|MKI67|EGFR|MDM2|MYC|BAG1,906.7010658999934,49
KIF2C,ok,12,6,CDC20|CEP55|BIRC5|CCNE1|MKI67|NDC80,1195.707874700005,49
NDC80,ok,49,24,ANLN|CEP55|CCNB1|PTTG1|NUF2|UBE2T|UBE2C|TYMS|EXO1|MLPH|CCNE1|MKI67|MAPT|RRM2|CXXC5|CDH3|PGR|MYC|MMP11|MYBL2|KRT17|MDM2|KRT14|BAG1,1271.4691668000014,49
KRT14,ok,34,17,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|CXXC5|EGFR|ACTR3B|GPR160|BIRC5|UBE2T|CEP55|CDC6|MYBL2|NUF2,1177.1109556999872,49
KRT17,ok,32,16,KRT5|KRT14|SFRP1|CDH3|FOXC1|EGFR|PHGDH|BCL2|MDM2|ANLN|KIF2C|EXO1|BIRC5|NDC80|TYMS|CEP55,959.6622501999955,49
KRT5,ok,47,23,KRT17|KRT14|FOXC1|FOXA1|CDH3|MIA|EGFR|CXXC5|ACTR3B|SLC39A6|BLVRA|CDC20|MELK|KIF2C|CEP55|MKI67|TMEM45B|MDM2|CENPF|RRM2|NUF2|ORC6|UBE2T,1085.968928400005,49
MAPT,ok,45,22,ESR1|MLPH|FOXA1|PGR|BCL2|EXO1|CEP55|KIF2C|UBE2C|BIRC5|PTTG1|CXXC5|NDC80|MKI67|GRB7|TYMS|CCNB1|ERBB2|BAG1|MMP11|BLVRA|MYBL2,742.080409599992,49
MDM2,ok,38,19,SLC39A6|SFRP1|RRM2|KRT5|EGFR|TYMS|BAG1|UBE2C|MLPH|GRB7|CDC6|MMP11|CDC20|FOXA1|MYC|MKI67|UBE2T|FOXC1|NDC80,1468.7689663999918,49
MELK,ok,49,24,CEP55|UBE2C|EXO1|KIF2C|ANLN|CDC20|UBE2T|TYMS|CCNE1|RRM2|FOXA1|NUF2|BCL2|ACTR3B|FOXC1|CXXC5|EGFR|GPR160|MYC|TMEM45B|KRT17|KRT14|MDM2|BAG1,1078.082653999998,49
MIA,ok,49,24,FOXA1|SFRP1|KRT5|KRT17|ACTR3B|KRT14|CDH3|CCNE1|CXXC5|ANLN|EGFR|TYMS|BIRC5|EXO1|BCL2|PTTG1|MKI67|ERBB2|MMP11|MYBL2|BAG1|GRB7|ORC6|CDC6,1159.37995029999,49
MKI67,ok,46,23,CEP55|KIF2C|EXO1|CENPF|BIRC5|MELK|PTTG1|ANLN|UBE2T|CCNB1|NDC80|PHGDH|MLPH|ACTR3B|BCL2|FOXC1|RRM2|ORC6|FGFR4|MIA|KRT5|TMEM45B|KRT17,1165.1221035000053,49
MLPH,ok,39,19,FOXA1|ACTR3B|ANLN|CXXC5|NDC80|MELK|CEP55|GPR160|EXO1|CDC20|PTTG1|BIRC5|UBE2C|SLC39A6|UBE2T|MYC|MKI67|CENPF|TMEM45B,879.8249715999991,49
MMP11,ok,44,22,BAG1|SFRP1|ACTR3B|NUF2|BCL2|MIA|NDC80|MKI67|GPR160|MDM2|KIF2C|UBE2T|RRM2|TYMS|CENPF|ORC6|EXO1|UBE2C|CCNE1|FGFR4|MELK|ANLN,608.002576400002,49
MYBL2,ok,21,10,NUF2|CCNB1|UBE2C|CEP55|NDC80|RRM2|MIA|KRT14|PTTG1|EXO1,1189.5338298999995,49
MYC,ok,49,24,TYMS|TMEM45B|ACTR3B|FOXC1|MELK|GPR160|KRT5|ERBB2|CXXC5|UBE2T|MIA|NAT1|NDC80|FGFR4|ORC6|CCNE1|GRB7|MKI67|MAPT|CDC6|BCL2|PHGDH|CENPF|PGR,725.7582401999971,49
