gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,48,24,FOXA1|FOXC1|MIA|CCNE1|CXXC5|MELK|EXO1|KRT5|KIF2C|CEP55|ANLN|BLVRA|NDC80|MKI67|PTTG1|SLC39A6|NUF2|TMEM45B|ERBB2|KRT14|MYBL2|BAG1|CDC6|GRB7,1590.7416060999967,49
ANLN,ok,33,16,MELK|CEP55|UBE2C|UBE2T|NDC80|CDC20|NUF2|MKI67|BCL2|RRM2|EGFR|ACTR3B|CXXC5|MIA|GPR160|FOXC1,1498.4449099999983,49
BAG1,ok,48,24,SLC39A6|BCL2|PHGDH|MMP11|CDC20|CCNE1|MLPH|KIF2C|FOXA1|NAT1|SFRP1|PTTG1|UBE2C|ORC6|KRT5|NUF2|CEP55|RRM2|MKI67|MELK|ANLN|CCNB1|BLVRA|TYMS,2043.3076653000026,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|CDH3|ANLN|EGFR|CDC20|KIF2C|FOXA1|UBE2C|CEP55|PTTG1|RRM2|FGFR4|UBE2T|MKI67|BAG1|GPR160|MIA|TYMS|CDC6|MYBL2|MYC|ORC6,1261.1699372000003,49
BIRC5,ok,46,23,KIF2C|CDC20|UBE2C|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|NDC80|NAT1|MLPH|GPR160|PGR|CDH3|CDC6|MIA|GRB7|BLVRA|KRT14|KRT17|BAG1|MDM2,1402.7499565000035,49
BLVRA,ok,40,20,ACTR3B|GPR160|MLPH|SLC39A6|PGR|MYC|ESR1|MELK|MKI67|CENPF|TYMS|BIRC5|MAPT|UBE2C|ANLN|CCNB1|NDC80|BCL2|PTTG1|FGFR4,1427.2452377000009,49
CCNB1,ok,49,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|NUF2|MELK|MKI67|TYMS|CCNE1|MLPH|MAPT|BCL2|MYBL2|ORC6|BLVRA|MDM2|TMEM45B|ERBB2|CXXC5|BAG1|EGFR|FOXC1,1582.7064372000023,49
CCNE1,ok,46,23,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|PTTG1|MKI67|NDC80|GPR160|EGFR|UBE2T|CXXC5|MIA|CCNB1|NUF2|RRM2|CDC6|FGFR4|GRB7|MYC|ERBB2,1433.341787199999,49
CDC20,ok,47,23,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|CCNB1|BCL2|SLC39A6|GPR160|NUF2|RRM2|PGR|ORC6|GRB7|MIA|KRT5|KRT17|ERBB2|MYBL2,1597.9170515000005,49
CDC6,ok,22,11,EXO1|UBE2C|CEP55|ERBB2|MELK|BIRC5|KIF2C|CCNB1|ANLN|RRM2|BCL2,1968.4388006000008,49
NUF2,ok,38,19,NDC80|UBE2T|CCNB1|CEP55|ANLN|UBE2C|EXO1|MELK|PTTG1|KIF2C|TYMS|CDC20|MKI67|CCNE1|RRM2|MIA|MYBL2|TMEM45B|FOXC1,1630.0541713999992,49
CDH3,ok,49,24,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|KIF2C|CDC20|EXO1|ANLN|CXXC5|ACTR3B|PTTG1|NDC80|GRB7|RRM2|BAG1|NUF2|MDM2|CCNB1|CDC6|MMP11|TMEM45B,1189.5213799999983,49
CENPF,ok,47,23,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|ANLN|TYMS|MLPH|BCL2|RRM2|FOXC1|GRB7|EGFR|BLVRA|ERBB2|BAG1|KRT17|MYBL2|TMEM45B|MYC,1420.517483800002,49
CEP55,ok,46,23,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|NUF2|MLPH|BCL2|GPR160|CDC6|FOXC1|KRT5|MYBL2|ORC6|KRT14|TMEM45B,1727.2553306000045,49
CXXC5,ok,44,22,ESR1|MLPH|FOXC1|EGFR|MAPT|ACTR3B|PHGDH|CCNE1|MIA|ANLN|NDC80|GPR160|KIF2C|TYMS|CDC20|CEP55|BLVRA|UBE2T|RRM2|PTTG1|UBE2C|TMEM45B,1492.3100309000001,49
EGFR,ok,41,20,ESR1|CDH3|FOXC1|BCL2|KRT5|CXXC5|SFRP1|CCNE1|PHGDH|ANLN|MIA|CDC20|EXO1|BIRC5|NDC80|PTTG1|KRT14|BLVRA|CENPF|NUF2,1798.703227399994,49
ERBB2,ok,49,24,GRB7|FGFR4|CDC6|MYC|FOXA1|MIA|ACTR3B|TYMS|MAPT|NDC80|EXO1|CCNE1|CENPF|BLVRA|CDC20|GPR160|MDM2|BAG1|RRM2|KIF2C|UBE2T|PTTG1|ANLN|MKI67,1470.8661968000015,49
ESR1,ok,42,21,BCL2|FOXA1|SLC39A6|MLPH|MAPT|EGFR|CCNE1|CXXC5|MELK|KIF2C|SFRP1|UBE2C|PTTG1|FGFR4|GRB7|MKI67|RRM2|UBE2T|NUF2|MDM2|BLVRA,1143.5506307999967,49
EXO1,ok,30,15,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|PHGDH|BCL2|CDC6,1714.8744725999932,49
FGFR4,ok,49,24,GRB7|ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|EXO1|UBE2C|BIRC5|CEP55|MELK|PTTG1|CENPF|CCNB1|BAG1|BLVRA|NDC80|MDM2|MYBL2|MLPH|FOXA1|GPR160,1279.5708027999935,49
FOXA1,ok,45,22,MLPH|FOXC1|ESR1|MIA|CCNE1|ACTR3B|GPR160|MELK|CEP55|ANLN|EXO1|NDC80|KRT17|UBE2C|BCL2|PTTG1|MKI67|UBE2T|RRM2|ERBB2|BAG1|CDC6,1552.9984574000046,49
FOXC1,ok,48,24,FOXA1|SFRP1|KRT17|ACTR3B|EGFR|CCNE1|CDC20|KIF2C|EXO1|MKI67|ANLN|CEP55|PGR|NDC80|CENPF|PTTG1|BAG1|UBE2T|ORC6|RRM2|MDM2|FGFR4|MYBL2|CCNB1,1219.1278785000031,49
GPR160,ok,49,24,FOXA1|CCNE1|CDC20|NAT1|KIF2C|BIRC5|EGFR|MKI67|BLVRA|CEP55|MELK|ANLN|CXXC5|MYC|BCL2|PGR|ORC6|CCNB1|UBE2T|ERBB2|CDC6|MMP11|MYBL2|FGFR4,1312.2169678999999,49
GRB7,ok,34,17,ERBB2|CDC6|NAT1|MAPT|TMEM45B|MELK|CDC20|CEP55|CCNE1|CENPF|ANLN|KIF2C|UBE2T|PTTG1|BIRC5|MKI67|MYC,1370.9876775000012,49
KIF2C,ok,48,24,CDC20|UBE2C|CEP55|EXO1|BIRC5|CENPF|MKI67|NDC80|UBE2T|CCNB1|PHGDH|BCL2|NUF2|CDH3|RRM2|PGR|FOXC1|CXXC5|CDC6|GRB7|ORC6|MYBL2|BAG1|ERBB2,1712.1045809999996,49
NDC80,ok,47,23,ANLN|CEP55|PTTG1|CCNB1|NUF2|UBE2T|UBE2C|TYMS|EXO1|MLPH|CCNE1|FOXA1|MKI67|MAPT|RRM2|CXXC5|FOXC1|CDH3|MYC|MMP11|MYBL2|MDM2|FGFR4,1789.5746457999994,49
KRT14,ok,37,18,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|EGFR|ACTR3B|GPR160|MDM2|CDC6|PTTG1|BIRC5|MYBL2|ERBB2|CEP55|GRB7,1607.9264958999993,49
KRT17,ok,8,4,KRT5|KRT14|FOXC1|CDH3,1409.5829717000015,49
KRT5,ok,46,23,KRT17|KRT14|SFRP1|FOXC1|FOXA1|CDH3|MIA|EGFR|CXXC5|ACTR3B|BLVRA|SLC39A6|BCL2|KIF2C|ANLN|CDC20|CEP55|TMEM45B|MDM2|MKI67|NUF2|CENPF|UBE2T,1674.2122267000013,49
MAPT,ok,48,24,ESR1|MLPH|NAT1|PGR|EXO1|ANLN|KIF2C|CXXC5|UBE2C|FOXC1|PTTG1|NDC80|MKI67|GRB7|TYMS|RRM2|CCNB1|BAG1|ERBB2|BLVRA|MMP11|MDM2|MYC|ORC6,1045.4970226000005,49
MDM2,ok,47,23,SLC39A6|SFRP1|KRT5|RRM2|EGFR|TYMS|GRB7|PHGDH|FOXC1|MLPH|FOXA1|CCNB1|BCL2|UBE2T|CDC6|MMP11|MIA|BLVRA|CEP55|MYBL2|CDC20|NDC80|MKI67,2191.481999699994,49
MELK,ok,48,24,CEP55|UBE2C|EXO1|PTTG1|KIF2C|ANLN|CDC20|UBE2T|CCNE1|TYMS|CENPF|NDC80|MKI67|RRM2|FOXA1|CCNB1|BCL2|ACTR3B|EGFR|GPR160|MYC|TMEM45B|SFRP1|BAG1,1526.3248290999982,49
MIA,ok,48,24,FOXA1|SFRP1|KRT5|ACTR3B|KRT14|CCNE1|EGFR|CXXC5|ANLN|NDC80|TYMS|BIRC5|CEP55|EXO1|NUF2|BCL2|PTTG1|ERBB2|MKI67|MMP11|MYBL2|GRB7|BAG1|ORC6,1624.4523193999994,49
