cohort,mechanism,missing_rate,metric,higher_is_better,wilcoxon_stat,p_value,n_pairs,note,p_holm,method_a,method_b,mean_a,mean_b,delta_a_minus_b,rank_biserial_r,p_holm_primary_family
metabric,mcar,0.1,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.6236001728353093,1.0632839529894023,-0.43968378015409293,-1.0,0.015625
metabric,mcar,0.1,rmse,False,1.0,0.00390625,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",0.7057575081677976,0.6914800654508626,0.014277442716934985,0.9636363636363636,0.015625
metabric,mcar,0.1,rmse,False,16.0,0.275390625,10,,0.275390625,RFECA_SVR(k=10),"KNN(k=5,dist)",0.6890601949888076,0.6914800654508626,-0.0024198704620550515,-0.4181818181818182,0.275390625
metabric,mcar,0.1,rmse,False,12.0,0.130859375,10,,0.26171875,RFECA_SVR(k=20),"KNN(k=5,dist)",0.6858574707692758,0.6914800654508626,-0.005622594681586768,-0.5636363636363637,0.26171875
metabric,mcar,0.1,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",0.6236001728353093,0.6914800654508626,-0.06787989261555327,-1.0,0.015625
metabric,mcar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.7231464675236974,1.0675325388276042,-0.34438607130390686,-1.0,0.015625
metabric,mcar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.7059020033174648,1.0675325388276042,-0.36163053551013946,-1.0,0.015625
metabric,mcar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.7059426056470143,1.0675325388276042,-0.36158993318058996,-1.0,0.015625
metabric,mcar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.6371393598958995,1.0675325388276042,-0.4303931789317047,-1.0,0.015625
metabric,mcar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",0.7231464675236974,0.7095707550674925,0.013575712456204925,1.0,0.015625
metabric,mcar,0.2,rmse,False,12.0,0.130859375,10,,0.392578125,RFECA_SVR(k=10),"KNN(k=5,dist)",0.7059020033174648,0.7095707550674925,-0.0036687517500276767,-0.5636363636363637,0.26171875
metabric,mcar,0.2,rmse,False,12.0,0.130859375,10,,0.392578125,RFECA_SVR(k=20),"KNN(k=5,dist)",0.7059426056470143,0.7095707550674925,-0.0036281494204781772,-0.5636363636363637,0.26171875
metabric,mcar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",0.6371393598958995,0.7095707550674925,-0.07243139517159292,-1.0,0.015625
metabric,mcar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.7433308152272196,1.068808469877248,-0.3254776546500284,-1.0,0.015625
metabric,mcar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.7293349315575418,1.068808469877248,-0.33947353831970617,-1.0,0.015625
metabric,mcar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.7360615266759072,1.068808469877248,-0.3327469432013408,-1.0,0.015625
metabric,mcar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.6532032377531888,1.068808469877248,-0.4156052321240592,-1.0,0.015625
metabric,mcar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",0.7433308152272196,0.7335889223533446,0.009741892873874947,1.0,0.015625
metabric,mcar,0.3,rmse,False,6.0,0.02734375,10,,0.0546875,RFECA_SVR(k=10),"KNN(k=5,dist)",0.7293349315575418,0.7335889223533446,-0.004253990795802798,-0.7818181818181819,0.0546875
metabric,mcar,0.3,rmse,False,11.0,0.10546875,10,,0.10546875,RFECA_SVR(k=20),"KNN(k=5,dist)",0.7360615266759072,0.7335889223533446,0.002472604322562577,0.6000000000000001,0.10546875
metabric,mcar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",0.6532032377531888,0.7335889223533446,-0.08038568460015583,-1.0,0.015625
metabric,mcar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9993813614743445,0.9985714920820682,0.0008098693922763411,1.0,0.015625
metabric,mcar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.9994263158697695,0.9985714920820682,0.0008548237877012976,1.0,0.015625
metabric,mcar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.9994486358123824,0.9985714920820682,0.0008771437303142227,1.0,0.015625
metabric,mcar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.9995316108810928,0.9985714920820682,0.0009601187990245785,1.0,0.015625
metabric,mcar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",0.9993813614743445,0.9994371221355808,-5.576066123624823e-05,-1.0,0.015625
metabric,mcar,0.05,corr_rv,True,13.0,0.16015625,10,,0.3203125,RFECA_SVR(k=10),"KNN(k=5,dist)",0.9994263158697695,0.9994371221355808,-1.0806265811291738e-05,-0.5272727272727273,0.3203125
metabric,mcar,0.05,corr_rv,True,16.0,0.275390625,10,,0.3203125,RFECA_SVR(k=20),"KNN(k=5,dist)",0.9994486358123824,0.9994371221355808,1.1513676801633288e-05,0.4181818181818182,0.3203125
metabric,mcar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",0.9995316108810928,0.9994371221355808,9.448874551198916e-05,1.0,0.015625
metabric,mcar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9985293604097596,0.9966124942973279,0.0019168661124316921,1.0,0.015625
metabric,mcar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.9986628614222303,0.9966124942973279,0.0020503671249023636,1.0,0.015625
metabric,mcar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.9987456566432924,0.9966124942973279,0.002133162345964501,1.0,0.015625
metabric,mcar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.9989516647384129,0.9966124942973279,0.0023391704410850034,1.0,0.015625
metabric,mcar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",0.9985293604097596,0.9987166407340518,-0.00018728032429216057,-1.0,0.015625
metabric,mcar,0.1,corr_rv,True,8.0,0.048828125,10,,0.09765625,RFECA_SVR(k=10),"KNN(k=5,dist)",0.9986628614222303,0.9987166407340518,-5.3779311821489095e-05,-0.7090909090909091,0.09765625
metabric,mcar,0.1,corr_rv,True,16.0,0.275390625,10,,0.275390625,RFECA_SVR(k=20),"KNN(k=5,dist)",0.9987456566432924,0.9987166407340518,2.901590924064834e-05,0.4181818181818182,0.275390625
metabric,mcar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",0.9989516647384129,0.9987166407340518,0.00023502400436115067,1.0,0.015625
metabric,mcar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9962548502595416,0.9903330879887285,0.005921762270813091,1.0,0.015625
metabric,mcar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.9965909314014978,0.9903330879887285,0.006257843412769248,1.0,0.015625
metabric,mcar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.9968489212066768,0.9903330879887285,0.0065158332179482414,1.0,0.015625
metabric,mcar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.9976544752451604,0.9903330879887285,0.007321387256431833,1.0,0.015625
metabric,mcar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",0.9962548502595416,0.9969743661175772,-0.0007195158580355354,-1.0,0.015625
metabric,mcar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),"KNN(k=5,dist)",0.9965909314014978,0.9969743661175772,-0.0003834347160793783,-1.0,0.015625
metabric,mcar,0.2,corr_rv,True,5.0,0.01953125,10,,0.029296875,RFECA_SVR(k=20),"KNN(k=5,dist)",0.9968489212066768,0.9969743661175772,-0.00012544491090038523,-0.8181818181818181,0.01953125
metabric,mcar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",0.9976544752451604,0.9969743661175772,0.0006801091275832061,1.0,0.015625
metabric,mcar,0.3,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9930525068504293,0.9795621827478052,0.013490324102624185,1.0,0.015625
metabric,mcar,0.3,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.9936388041852793,0.9795621827478052,0.014076621437474124,1.0,0.015625
metabric,mcar,0.3,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.9941441473759676,0.9795621827478052,0.014581964628162414,1.0,0.015625
metabric,mcar,0.3,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.9958367736412237,0.9795621827478052,0.01627459089341854,1.0,0.015625
metabric,mcar,0.3,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",0.9930525068504293,0.9945285305584186,-0.0014760237079892713,-1.0,0.015625
metabric,mcar,0.3,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),"KNN(k=5,dist)",0.9936388041852793,0.9945285305584186,-0.0008897263731393323,-1.0,0.015625
metabric,mcar,0.3,corr_rv,True,2.0,0.005859375,10,,0.029296875,RFECA_SVR(k=20),"KNN(k=5,dist)",0.9941441473759676,0.9945285305584186,-0.0003843831824510424,-0.9272727272727272,0.015625
metabric,mcar,0.3,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",0.9958367736412237,0.9945285305584186,0.0013082430828050828,1.0,0.015625
discovery,mar,0.05,f1_macro,True,18.0,0.65234375,10,,1.0,RFECA_SVR(k=5),SimpleMean,0.9190361160578551,0.9220299644799645,-0.0029938484221094797,-0.19999999999999996,1.0
discovery,mar,0.05,f1_macro,True,16.0,0.49609375,10,,1.0,RFECA_SVR(k=10),SimpleMean,0.9268685867272823,0.9220299644799645,0.004838622247317792,0.288888888888889,1.0
discovery,mar,0.05,f1_macro,True,25.0,0.845703125,10,,1.0,RFECA_SVR(k=20),SimpleMean,0.9232721252177776,0.9220299644799645,0.001242160737813025,0.09090909090909083,1.0
discovery,mar,0.05,f1_macro,True,16.0,0.275390625,10,,1.0,MissForest,SimpleMean,0.928858846467542,0.9220299644799645,0.006828881987577473,0.4181818181818182,1.0
discovery,mar,0.05,f1_macro,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",0.9190361160578551,0.9341653399740357,-0.015129223916180656,-1.0,0.015625
discovery,mar,0.05,f1_macro,True,6.0,0.0546875,10,,0.7109375,RFECA_SVR(k=10),"KNN(k=5,dist)",0.9268685867272823,0.9341653399740357,-0.007296753246753385,-0.7333333333333334,0.3828125
discovery,mar,0.05,f1_macro,True,6.0,0.0546875,10,,0.7109375,RFECA_SVR(k=20),"KNN(k=5,dist)",0.9232721252177776,0.9341653399740357,-0.010893214756258152,-0.7333333333333334,0.3828125
discovery,mar,0.05,f1_macro,True,7.0,0.1484375,10,,1.0,MissForest,"KNN(k=5,dist)",0.928858846467542,0.9341653399740357,-0.0053064935064937035,-0.6111111111111112,0.7421875
discovery,mar,0.1,f1_macro,True,11.0,0.203125,10,,1.0,RFECA_SVR(k=5),SimpleMean,0.919097001307871,0.9116729847447239,0.007424016563147062,0.5111111111111111,1.0
discovery,mar,0.1,f1_macro,True,14.0,0.359375,10,,1.0,RFECA_SVR(k=10),SimpleMean,0.9177577077511859,0.9116729847447239,0.006084723006462012,0.37777777777777777,1.0
discovery,mar,0.1,f1_macro,True,20.0,0.4921875,10,,1.0,RFECA_SVR(k=20),SimpleMean,0.9192542916021177,0.9116729847447239,0.007581306857393777,0.2727272727272727,1.0
discovery,mar,0.1,f1_macro,True,11.0,0.10546875,10,,1.0,MissForest,SimpleMean,0.9260019545671719,0.9116729847447239,0.014328969822448023,0.6000000000000001,0.84375
discovery,mar,0.1,f1_macro,True,20.5,0.5078125,10,,1.0,RFECA_SVR(k=5),"KNN(k=5,dist)",0.919097001307871,0.9241778115604202,-0.0050808102525492504,-0.2727272727272727,1.0
discovery,mar,0.1,f1_macro,True,19.0,0.431640625,10,,1.0,RFECA_SVR(k=10),"KNN(k=5,dist)",0.9177577077511859,0.9241778115604202,-0.006420103809234301,-0.3090909090909091,1.0
discovery,mar,0.1,f1_macro,True,16.0,0.49609375,10,,1.0,RFECA_SVR(k=20),"KNN(k=5,dist)",0.9192542916021177,0.9241778115604202,-0.004923519958302536,-0.28888888888888886,1.0
discovery,mar,0.1,f1_macro,True,24.0,0.76953125,10,,1.0,MissForest,"KNN(k=5,dist)",0.9260019545671719,0.9241778115604202,0.0018241430067517106,0.1272727272727272,1.0
discovery,mar,0.2,f1_macro,True,20.0,0.4921875,10,,1.0,RFECA_SVR(k=5),SimpleMean,0.904445165945166,0.8978391977587629,0.006605968186403133,0.2727272727272727,1.0
discovery,mar,0.2,f1_macro,True,16.0,0.275390625,10,,1.0,RFECA_SVR(k=10),SimpleMean,0.9092047734873823,0.8978391977587629,0.011365575728619404,0.4181818181818182,1.0
discovery,mar,0.2,f1_macro,True,23.0,0.6953125,10,,1.0,RFECA_SVR(k=20),SimpleMean,0.8932843813191639,0.8978391977587629,-0.004554816439598985,-0.1636363636363637,1.0
discovery,mar,0.2,f1_macro,True,1.0,0.00390625,10,,0.0546875,MissForest,SimpleMean,0.926764894525764,0.8978391977587629,0.028925696767001186,0.9636363636363636,0.03125
discovery,mar,0.2,f1_macro,True,7.0,0.037109375,10,,0.333984375,RFECA_SVR(k=5),"KNN(k=5,dist)",0.904445165945166,0.9283549399875486,-0.023909774042382592,-0.7454545454545455,0.185546875
discovery,mar,0.2,f1_macro,True,6.0,0.02734375,10,,0.30078125,RFECA_SVR(k=10),"KNN(k=5,dist)",0.9092047734873823,0.9283549399875486,-0.01915016650016632,-0.7818181818181819,0.1640625
discovery,mar,0.2,f1_macro,True,5.0,0.01953125,10,,0.234375,RFECA_SVR(k=20),"KNN(k=5,dist)",0.8932843813191639,0.9283549399875486,-0.03507055866838471,-0.8181818181818181,0.13671875
discovery,mar,0.2,f1_macro,True,25.0,0.845703125,10,,1.0,MissForest,"KNN(k=5,dist)",0.926764894525764,0.9283549399875486,-0.0015900454617845394,-0.09090909090909094,1.0
discovery,mar,0.3,f1_macro,True,12.0,0.130859375,10,,1.0,RFECA_SVR(k=5),SimpleMean,0.8902480753545972,0.8735600879796532,0.016687987374943924,0.5636363636363637,0.78515625
discovery,mar,0.3,f1_macro,True,23.0,0.6953125,10,,1.0,RFECA_SVR(k=10),SimpleMean,0.8802132140806054,0.8735600879796532,0.006653126100952145,0.16363636363636358,1.0
discovery,mar,0.3,f1_macro,True,27.0,1.0,10,,1.0,RFECA_SVR(k=20),SimpleMean,0.8738902317489273,0.8735600879796532,0.00033014376927409383,-0.018181818181818188,1.0
discovery,mar,0.3,f1_macro,True,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.8960713607648392,0.8735600879796532,0.022511272785185943,1.0,0.015625
discovery,mar,0.3,f1_macro,True,27.0,1.0,10,,1.0,RFECA_SVR(k=5),"KNN(k=5,dist)",0.8902480753545972,0.8891159432355085,0.0011321321190886913,-0.018181818181818188,1.0
discovery,mar,0.3,f1_macro,True,13.0,0.16015625,10,,1.0,RFECA_SVR(k=10),"KNN(k=5,dist)",0.8802132140806054,0.8891159432355085,-0.008902729154903088,-0.5272727272727273,0.80078125
discovery,mar,0.3,f1_macro,True,10.0,0.083984375,10,,0.923828125,RFECA_SVR(k=20),"KNN(k=5,dist)",0.8738902317489273,0.8891159432355085,-0.01522571148658114,-0.6363636363636364,0.587890625
discovery,mar,0.3,f1_macro,True,20.0,0.4921875,10,,1.0,MissForest,"KNN(k=5,dist)",0.8960713607648392,0.8891159432355085,0.00695541752933071,0.2727272727272727,1.0
discovery,mar,0.05,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,2.100681616263148,3.0330386728537237,-0.9323570565905759,-1.0,0.015625
discovery,mar,0.05,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,2.2021118067837158,3.0330386728537237,-0.830926866070008,-1.0,0.015625
discovery,mar,0.05,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,2.4614301454742744,3.0330386728537237,-0.5716085273794493,-1.0,0.015625
discovery,mar,0.05,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,1.9185008004476796,3.0330386728537237,-1.1145378724060442,-1.0,0.015625
discovery,mar,0.05,rmse,False,27.0,1.0,10,,1.0,RFECA_SVR(k=5),"KNN(k=5,dist)",2.100681616263148,2.1041907285185983,-0.003509112255450475,-0.018181818181818188,1.0
discovery,mar,0.05,rmse,False,8.0,0.048828125,10,,0.09765625,RFECA_SVR(k=10),"KNN(k=5,dist)",2.2021118067837158,2.1041907285185983,0.09792107826511742,0.709090909090909,0.09765625
discovery,mar,0.05,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),"KNN(k=5,dist)",2.4614301454742744,2.1041907285185983,0.35723941695567607,1.0,0.015625
discovery,mar,0.05,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",1.9185008004476796,2.1041907285185983,-0.18568992807091877,-1.0,0.015625
discovery,mar,0.1,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,2.299340362759831,2.9893512602003467,-0.6900108974405157,-1.0,0.015625
discovery,mar,0.1,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,2.4673704994704417,2.9893512602003467,-0.521980760729905,-1.0,0.015625
discovery,mar,0.1,rmse,False,1.0,0.00390625,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,2.7391707486616017,2.9893512602003467,-0.250180511538745,-0.9636363636363636,0.015625
discovery,mar,0.1,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,2.018421128757418,2.9893512602003467,-0.9709301314429286,-1.0,0.015625
discovery,mar,0.1,rmse,False,9.0,0.064453125,10,,0.064453125,RFECA_SVR(k=5),"KNN(k=5,dist)",2.299340362759831,2.1978076836959892,0.10153267906384178,0.6727272727272726,0.064453125
discovery,mar,0.1,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),"KNN(k=5,dist)",2.4673704994704417,2.1978076836959892,0.2695628157744525,1.0,0.015625
discovery,mar,0.1,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),"KNN(k=5,dist)",2.7391707486616017,2.1978076836959892,0.5413630649656125,1.0,0.015625
discovery,mar,0.1,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",2.018421128757418,2.1978076836959892,-0.17938655493857114,-1.0,0.015625
discovery,mar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,2.4281262483168207,2.944471595191907,-0.5163453468750863,-1.0,0.015625
discovery,mar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,2.532989989419828,2.944471595191907,-0.41148160577207893,-1.0,0.015625
discovery,mar,0.2,rmse,False,9.0,0.064453125,10,,0.064453125,RFECA_SVR(k=20),SimpleMean,2.875325803708043,2.944471595191907,-0.06914579148386402,-0.6727272727272727,0.064453125
discovery,mar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,2.1148904888293627,2.944471595191907,-0.8295811063625442,-1.0,0.015625
discovery,mar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",2.4281262483168207,2.202264428425988,0.22586181989083265,1.0,0.015625
discovery,mar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),"KNN(k=5,dist)",2.532989989419828,2.202264428425988,0.33072556099384,1.0,0.015625
discovery,mar,0.2,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),"KNN(k=5,dist)",2.875325803708043,2.202264428425988,0.6730613752820549,1.0,0.015625
discovery,mar,0.2,rmse,False,2.0,0.005859375,10,,0.029296875,MissForest,"KNN(k=5,dist)",2.1148904888293627,2.202264428425988,-0.08737393959662532,-0.9272727272727272,0.015625
discovery,mar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,2.5556382894695586,2.93204585025975,-0.37640756079019155,-1.0,0.015625
discovery,mar,0.3,rmse,False,7.0,0.037109375,10,,0.037109375,RFECA_SVR(k=10),SimpleMean,2.8020246525021455,2.93204585025975,-0.13002119775760468,-0.7454545454545455,0.037109375
discovery,mar,0.3,rmse,False,1.0,0.00390625,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,3.0672129711786233,2.93204585025975,0.13516712091887317,0.9636363636363636,0.015625
discovery,mar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,2.152384195473986,2.93204585025975,-0.7796616547857642,-1.0,0.015625
discovery,mar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",2.5556382894695586,2.284470673693334,0.27116761577622484,1.0,0.015625
discovery,mar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),"KNN(k=5,dist)",2.8020246525021455,2.284470673693334,0.5175539788088117,1.0,0.015625
discovery,mar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),"KNN(k=5,dist)",3.0672129711786233,2.284470673693334,0.7827422974852896,1.0,0.015625
discovery,mar,0.3,rmse,False,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",2.152384195473986,2.284470673693334,-0.13208647821934782,-1.0,0.015625
discovery,mar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9936628057456757,0.9878405996994146,0.005822206046261047,1.0,0.015625
discovery,mar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.9922723901812829,0.9878405996994146,0.0044317904818682585,1.0,0.015625
discovery,mar,0.05,corr_rv,True,2.0,0.005859375,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.9899348508292555,0.9878405996994146,0.0020942511298408517,0.9272727272727272,0.015625
discovery,mar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.9953590366828836,0.9878405996994146,0.00751843698346899,1.0,0.015625
discovery,mar,0.05,corr_rv,True,12.0,0.130859375,10,,0.130859375,RFECA_SVR(k=5),"KNN(k=5,dist)",0.9936628057456757,0.9943017860791958,-0.0006389803335201671,-0.5636363636363637,0.130859375
discovery,mar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),"KNN(k=5,dist)",0.9922723901812829,0.9943017860791958,-0.0020293958979129556,-1.0,0.015625
discovery,mar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),"KNN(k=5,dist)",0.9899348508292555,0.9943017860791958,-0.004366935249940362,-1.0,0.015625
discovery,mar,0.05,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",0.9953590366828836,0.9943017860791958,0.001057250603687776,1.0,0.015625
discovery,mar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9867367373314815,0.9767277308923916,0.010009006439089863,1.0,0.015625
discovery,mar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.984118505000293,0.9767277308923916,0.007390774107901343,1.0,0.015625
discovery,mar,0.1,corr_rv,True,1.0,0.00390625,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.9794746924902071,0.9767277308923916,0.0027469615978155115,0.9636363636363636,0.015625
discovery,mar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.9902940253436092,0.9767277308923916,0.013566294451217598,1.0,0.015625
discovery,mar,0.1,corr_rv,True,2.0,0.005859375,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",0.9867367373314815,0.9881625295888018,-0.001425792257320313,-0.9272727272727272,0.015625
discovery,mar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),"KNN(k=5,dist)",0.984118505000293,0.9881625295888018,-0.004044024588508832,-1.0,0.015625
discovery,mar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),"KNN(k=5,dist)",0.9794746924902071,0.9881625295888018,-0.008687837098594664,-1.0,0.015625
discovery,mar,0.1,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",0.9902940253436092,0.9881625295888018,0.002131495754807422,1.0,0.015625
discovery,mar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9718248027986197,0.948716014990462,0.023108787808157727,1.0,0.015625
discovery,mar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.9663473544422615,0.948716014990462,0.01763133945179951,1.0,0.015625
discovery,mar,0.2,corr_rv,True,4.0,0.013671875,10,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.9533145528376433,0.948716014990462,0.004598537847181339,0.8545454545454545,0.015625
discovery,mar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,SimpleMean,0.9819462641031208,0.948716014990462,0.033230249112658816,1.0,0.015625
discovery,mar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),"KNN(k=5,dist)",0.9718248027986197,0.9767158685511621,-0.0048910657525423895,-1.0,0.015625
discovery,mar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=10),"KNN(k=5,dist)",0.9663473544422615,0.9767158685511621,-0.010368514108900606,-1.0,0.015625
discovery,mar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=20),"KNN(k=5,dist)",0.9533145528376433,0.9767158685511621,-0.023401315713518778,-1.0,0.015625
discovery,mar,0.2,corr_rv,True,0.0,0.001953125,10,,0.029296875,MissForest,"KNN(k=5,dist)",0.9819462641031208,0.9767158685511621,0.0052303955519587,1.0,0.015625
discovery,mar,0.3,corr_rv,True,0.0,0.001953125,10,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9463820415615005,0.9116598357490139,0.03472220581248664,1.0,0.015625
