gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.6152802504365404,0.3604433801585352,0.3542518589037854,0.6102440685882679,0.40847542971192297,1450,158,36,18,FOXA1|FOXC1|MIA|CCNE1|CXXC5|MELK|EXO1|ANLN|KIF2C|CEP55|BLVRA|CDH3|MKI67|MYC|UBE2T|CENPF|PTTG1|SLC39A6,0.5193939004805319,1592.8052456000005,14.369403800003056,ok,49,0,1100045,b40385df825614ac,mcar,0.1,1,4955.4133449,1
ANLN,0.2850722976564566,0.20800947282462764,0.7348040164347084,0.8589372160086965,0.8584318906899552,1453,155,49,24,MELK|CEP55|NDC80|UBE2T|MLPH|CENPF|NUF2|RRM2|BCL2|CDH3|EGFR|CXXC5|MIA|FOXC1|CDC6|GRB7|KRT5|FGFR4|MYBL2|BLVRA|BAG1|ORC6|MDM2|ERBB2,0.3015318009092138,1547.2994154999978,29.070360199999413,ok,49,0,1100045,b40385df825614ac,mcar,0.1,1,4955.4133449,1
BAG1,0.2896735547375181,0.19775348904429493,0.22739733628294578,0.48215270109026,0.5378898160867692,1456,152,42,21,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|FOXA1|SFRP1|MDM2|KIF2C|KRT5|ORC6|BIRC5|NUF2|CEP55|RRM2|GRB7|ANLN|ACTR3B|MKI67|BLVRA,0.3058632114356321,2072.1152520999967,24.075487100002647,ok,49,0,1100045,b40385df825614ac,mcar,0.1,1,4955.4133449,1
BCL2,0.7328279329632525,0.5851831363021902,0.5579665528916076,0.7502035082642813,0.7205318516392265,1456,152,49,24,ESR1|SLC39A6|EXO1|CDH3|EGFR|PHGDH|ANLN|MELK|KIF2C|UBE2C|CEP55|RRM2|PTTG1|NDC80|BAG1|MKI67|MIA|CCNB1|TYMS|CDC6|MYBL2|BLVRA|MYC|ORC6,0.6506768057624542,1253.1635860000024,19.90503080000053,ok,49,0,1100045,b40385df825614ac,mcar,0.1,1,4955.4133449,1
BIRC5,0.4921910619619286,0.3616582327976888,0.7454580205435679,0.8635550320755427,0.8887538286682978,1424,184,42,21,KIF2C|CDC20|UBE2C|CEP55|EXO1|CENPF|CCNE1|MKI67|ANLN|CCNB1|NDC80|NAT1|MLPH|GPR160|PGR|CDC6|MIA|GRB7|KRT14|BLVRA|TMEM45B,0.4912140226718271,1403.3973527999988,17.06185969999933,ok,49,0,1100045,b40385df825614ac,mcar,0.1,1,4955.4133449,1
BLVRA,0.6361012157848216,0.44793102964662046,0.18300606603820246,0.47598818437009194,0.51897176716626,1457,151,43,21,ACTR3B|GPR160|MLPH|SLC39A6|PGR|MYC|ESR1|MELK|MKI67|CENPF|MAPT|CEP55|TYMS|UBE2C|CCNB1|ANLN|BCL2|MDM2|FGFR4|PTTG1|NDC80,0.6201085997762723,1483.2402978000027,18.07131020000088,ok,49,0,1100045,b40385df825614ac,mcar,0.1,1,4955.4133449,1
CCNB1,0.35083077007080815,0.2706029446075208,0.6325746786172152,0.7986675398013044,0.7683932409839982,1449,159,49,24,NDC80|PTTG1|UBE2C|CENPF|CEP55|BIRC5|KIF2C|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|MLPH|MAPT|ORC6|MYBL2|FGFR4|BLVRA|MDM2|ERBB2|TMEM45B|CXXC5|FOXC1,0.34913238919385275,1566.262902100003,26.983852400000615,ok,49,0,1100045,b40385df825614ac,mcar,0.1,1,4955.4133449,1
CCNE1,0.4242138586693976,0.2933437304645105,0.7276492857124613,0.8545178364170819,0.8484783247561833,1456,152,48,24,KIF2C|CDC20|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|MKI67|NDC80|CDH3|FOXC1|GPR160|UBE2T|TYMS|CCNB1|NUF2|RRM2|CDC6|FGFR4|GRB7|MYC|ERBB2|KRT14,0.48328243234683843,1457.2922001999978,25.823619900002086,ok,49,0,1100045,b40385df825614ac,mcar,0.1,1,4955.4133449,1
CDC20,0.3333690488829162,0.2643291155894249,0.9093369183121703,0.953880344919269,0.9565425874682537,1423,185,48,24,KIF2C|UBE2C|BIRC5|PTTG1|EXO1|MELK|CENPF|NDC80|UBE2T|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|CDC6|ORC6|GRB7|KRT5|BAG1|KRT17|ERBB2|MYBL2|MDM2,0.3762270324281537,1587.7831393000015,24.738333900000725,ok,49,0,1100045,b40385df825614ac,mcar,0.1,1,4955.4133449,1
CDC6,0.18601679721157743,0.131337168844706,0.15685777805785062,0.40821567852971835,0.38577458392327635,1443,165,37,18,EXO1|GRB7|CEP55|ERBB2|PTTG1|BIRC5|CCNB1|KIF2C|CCNE1|ANLN|RRM2|NDC80|TYMS|NUF2|BCL2|PHGDH|MDM2|TMEM45B,0.20654018825344744,1868.8697159999938,18.211191199996392,ok,49,0,1100045,b40385df825614ac,mcar,0.1,1,4955.4133449,1
