gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
CDH3,ok,49,24,KRT17|EGFR|KRT5|MLPH|CCNE1|FOXC1|BCL2|MIA|KIF2C|ANLN|EXO1|KRT14|ACTR3B|UBE2C|PTTG1|NDC80|MKI67|GRB7|RRM2|BAG1|NUF2|CDC6|CCNB1|TMEM45B,1183.5201718000026,49
CENPF,ok,38,19,UBE2C|EXO1|CEP55|KIF2C|CDC20|PTTG1|MKI67|UBE2T|CCNB1|CCNE1|TYMS|MLPH|NAT1|ACTR3B|RRM2|FOXC1|ORC6|EGFR|BLVRA,1503.6043070000014,49
CEP55,ok,49,24,UBE2C|MELK|KIF2C|EXO1|PTTG1|ANLN|BIRC5|CENPF|UBE2T|MKI67|NDC80|CCNB1|MLPH|NUF2|BCL2|GPR160|CDC6|FOXC1|CXXC5|KRT5|MYBL2|ORC6|TMEM45B|KRT14,1730.1677737999998,49
CXXC5,ok,49,24,ESR1|MLPH|FOXC1|EGFR|MAPT|PHGDH|ACTR3B|CCNE1|ANLN|MIA|NDC80|KIF2C|GPR160|CDC20|CEP55|TYMS|MYC|UBE2T|PTTG1|UBE2C|TMEM45B|CCNB1|MYBL2|CDC6,1476.810912199995,49
EGFR,ok,40,20,ESR1|CDH3|FOXA1|FOXC1|KRT5|CXXC5|BCL2|SFRP1|CCNE1|PHGDH|ANLN|MIA|CDC20|KIF2C|EXO1|PTTG1|KRT14|BLVRA|MDM2|CENPF,1837.8651548999987,49
ERBB2,ok,48,24,GRB7|FGFR4|CDC6|MYC|PGR|FOXA1|MIA|NAT1|ACTR3B|TYMS|MAPT|CENPF|EXO1|CCNE1|NDC80|BLVRA|CDC20|GPR160|RRM2|KIF2C|MKI67|UBE2T|ANLN|PTTG1,1494.5374680999957,49
ESR1,ok,49,24,BCL2|FOXA1|SLC39A6|MLPH|MAPT|CCNE1|EGFR|CXXC5|CDC20|KIF2C|MELK|NDC80|UBE2C|FGFR4|GRB7|RRM2|UBE2T|BLVRA|NUF2|MDM2|MYC|CCNB1|TMEM45B|ORC6,1144.8332739000034,49
EXO1,ok,44,22,CEP55|MELK|KIF2C|UBE2C|PTTG1|CENPF|BIRC5|UBE2T|CCNE1|NDC80|TYMS|PHGDH|BCL2|ESR1|NUF2|ACTR3B|CDH3|CDC6|GPR160|ORC6|BAG1|SFRP1,1722.494382500001,49
FGFR4,ok,49,24,GRB7|ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|EXO1|UBE2C|BIRC5|CEP55|MELK|CENPF|PTTG1|CCNB1|BAG1|BLVRA|MDM2|MYBL2|NDC80|FOXA1|MLPH|GPR160,1283.5986228999973,49
FOXA1,ok,42,21,MLPH|FOXC1|ESR1|MIA|CCNE1|ACTR3B|GPR160|MELK|ANLN|CEP55|EXO1|NDC80|KRT17|UBE2C|BCL2|PTTG1|MKI67|NUF2|UBE2T|RRM2|ERBB2,1564.0204144000018,49
FOXC1,ok,49,24,FOXA1|SFRP1|KRT5|KRT17|ACTR3B|GPR160|CCNE1|CXXC5|CDC20|KIF2C|EXO1|MKI67|ANLN|PGR|CEP55|CENPF|PTTG1|BAG1|UBE2T|RRM2|MDM2|ORC6|FGFR4|CCNB1,1187.0500794000036,49
GPR160,ok,48,24,FOXA1|CCNE1|CDC20|NAT1|KIF2C|ACTR3B|CDH3|BIRC5|MKI67|EGFR|CEP55|BLVRA|MELK|ANLN|NDC80|CXXC5|MYC|BCL2|PGR|ORC6|UBE2T|MDM2|MMP11|FGFR4,1353.9297275000063,49
GRB7,ok,30,15,ERBB2|CDC6|NAT1|MAPT|TMEM45B|MELK|CCNE1|CDC20|CEP55|KIF2C|UBE2T|ANLN|MKI67|BIRC5|MYC,1394.919394299999,49
KIF2C,ok,48,24,CDC20|UBE2C|CEP55|EXO1|BIRC5|CCNE1|MKI67|NDC80|UBE2T|CCNB1|PHGDH|BCL2|CDH3|RRM2|FOXC1|CXXC5|CDC6|KRT5|GRB7|ORC6|MYBL2|BAG1|ERBB2|KRT14,1672.5833663000012,49
NDC80,ok,47,23,ANLN|CEP55|PTTG1|CCNB1|NUF2|UBE2T|UBE2C|KIF2C|EXO1|TYMS|CDC20|MLPH|CCNE1|FOXA1|MKI67|RRM2|CXXC5|GPR160|CDH3|MYC|MMP11|MYBL2|MDM2,1725.3357185999994,49
KRT14,ok,47,23,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|CXXC5|EGFR|ACTR3B|GPR160|BIRC5|UBE2T|CEP55|CDC6|RRM2|NUF2|MYBL2|KIF2C|ERBB2|NDC80|GRB7|ORC6,1542.6814191000012,49
KRT17,ok,8,4,KRT5|KRT14|FOXC1|CDH3,1438.375360099999,49
KRT5,ok,48,24,KRT17|KRT14|SFRP1|FOXC1|CDH3|FOXA1|MIA|EGFR|CXXC5|ACTR3B|PHGDH|BLVRA|SLC39A6|BCL2|MDM2|NDC80|TMEM45B|CEP55|MKI67|NUF2|CENPF|ORC6|UBE2T|CDC6,1667.4840942999945,49
MAPT,ok,45,22,ESR1|MLPH|CCNE1|EXO1|BCL2|PGR|SLC39A6|CEP55|KIF2C|CDC20|CXXC5|PTTG1|NDC80|MKI67|GRB7|MIA|TYMS|CCNB1|BAG1|ERBB2|BLVRA|MMP11,1044.2670380000054,49
MDM2,ok,36,18,SLC39A6|SFRP1|KRT5|RRM2|TYMS|MLPH|PHGDH|GRB7|FOXA1|FOXC1|UBE2C|ERBB2|PTTG1|MMP11|MIA|CDC6|UBE2T|NDC80,2266.521585399998,49
MELK,ok,28,14,CEP55|UBE2C|EXO1|KIF2C|ANLN|CDC20|UBE2T|CCNE1|TYMS|NDC80|RRM2|CCNB1|ACTR3B|PGR,1573.3556102000002,49
MIA,ok,46,23,FOXA1|SFRP1|KRT5|ACTR3B|KRT14|EGFR|CCNE1|CXXC5|ANLN|NDC80|TYMS|KIF2C|CEP55|BIRC5|CDC20|EXO1|NUF2|ERBB2|MKI67|UBE2T|MMP11|MYBL2|GRB7,1632.8773118000026,49
MKI67,ok,46,23,CEP55|KIF2C|EXO1|CENPF|MELK|PTTG1|UBE2T|NDC80|CCNB1|MLPH|GPR160|ACTR3B|FOXC1|RRM2|BCL2|ORC6|MIA|FGFR4|KRT5|TMEM45B|MYBL2|MYC|KRT17,1666.7810119999995,49
MLPH,ok,46,23,FOXA1|ANLN|NDC80|MELK|CXXC5|CEP55|KIF2C|MAPT|CDH3|GPR160|CDC20|EXO1|PTTG1|TYMS|UBE2T|MKI67|MYC|CENPF|BLVRA|TMEM45B|BAG1|MDM2|MYBL2,1235.5689736999993,49
MMP11,ok,48,24,BAG1|NUF2|CXXC5|MIA|SFRP1|NDC80|BCL2|MYC|CDH3|KRT5|MDM2|UBE2T|MKI67|MLPH|GPR160|KIF2C|TYMS|RRM2|MYBL2|CCNE1|ANLN|MELK|PTTG1|KRT17,852.9540934999968,49
MYBL2,ok,28,14,NUF2|UBE2C|CEP55|CCNB1|KIF2C|MIA|NDC80|RRM2|CDC20|PTTG1|KRT14|EXO1|UBE2T|CENPF,1684.3809303999951,49
MYC,ok,48,24,TYMS|MLPH|TMEM45B|ACTR3B|SFRP1|FOXC1|RRM2|MIA|GPR160|MELK|ERBB2|CXXC5|UBE2T|NDC80|NAT1|ORC6|CCNE1|GRB7|MAPT|MKI67|CDC6|PHGDH|CENPF|BCL2,1077.647030799999,49
NAT1,ok,46,23,ESR1|SLC39A6|CDC20|MAPT|UBE2C|BIRC5|CEP55|MELK|PGR|EXO1|GPR160|CENPF|GRB7|FGFR4|UBE2T|BLVRA|CDC6|MYC|NUF2|ERBB2|ORC6|BAG1|TMEM45B,916.9380717000022,49
ORC6,ok,49,24,CDC20|SLC39A6|MKI67|KIF2C|TMEM45B|GPR160|UBE2C|CCNB1|CCNE1|EXO1|FOXC1|CEP55|ERBB2|PTTG1|BAG1|KRT5|UBE2T|KRT14|ANLN|EGFR|MIA|MLPH|CDC6|BCL2,1409.706047199994,49
PGR,ok,49,24,MAPT|NAT1|KIF2C|BCL2|UBE2C|CDC20|EXO1|PTTG1|ANLN|FGFR4|FOXC1|MKI67|NDC80|BLVRA|RRM2|GPR160|ERBB2|ACTR3B|MIA|ORC6|MYBL2|MYC|MDM2|TMEM45B,1058.3654821999953,49
PHGDH,ok,49,24,FOXA1|EXO1|KIF2C|BCL2|MLPH|FOXC1|EGFR|ACTR3B|CXXC5|PTTG1|MKI67|KRT5|CENPF|BAG1|RRM2|TYMS|CCNB1|CDC6|MMP11|MDM2|TMEM45B|MYBL2|ORC6|MYC,923.8847376000049,49
PTTG1,ok,49,24,UBE2C|CEP55|CDC20|EXO1|UBE2T|NDC80|TYMS|CCNB1|MKI67|CCNE1|RRM2|MLPH|NUF2|FOXA1|PHGDH|PGR|ACTR3B|MYC|CXXC5|GRB7|TMEM45B|MYBL2|ORC6|ERBB2,1425.9941413000051,49
RRM2,ok,48,24,TYMS|MELK|UBE2T|PTTG1|UBE2C|BCL2|CDC20|NDC80|NUF2|ESR1|MKI67|CENPF|ACTR3B|CDC6|FOXA1|TMEM45B|MDM2|ORC6|MYBL2|SLC39A6|MMP11|GPR160|BLVRA|BAG1,1307.6866819999996,49
SFRP1,ok,39,19,KRT5|KRT14|KRT17|FOXC1|MIA|FOXA1|EGFR|ESR1|MYC|CCNE1|MDM2|TMEM45B|MMP11|MELK|BAG1|KIF2C|EXO1|CDC20|MYBL2,1108.7422540000043,49
SLC39A6,ok,48,24,ESR1|BCL2|NAT1|CCNE1|CDC20|MLPH|FGFR4|MELK|UBE2C|BAG1|PTTG1|BLVRA|CENPF|KRT5|ACTR3B|TMEM45B|MDM2|ORC6|ERBB2|CCNB1|UBE2T|CDC6|RRM2|TYMS,878.0125933000018,49
TMEM45B,ok,48,24,MYC|FGFR4|GRB7|TYMS|MLPH|UBE2T|SLC39A6|FOXA1|RRM2|NUF2|ORC6|MELK|KRT5|UBE2C|EXO1|CEP55|MKI67|KIF2C|MDM2|CXXC5|CDH3|CENPF|PGR|MYBL2,1146.1464934999967,49
TYMS,ok,49,24,MELK|PTTG1|UBE2T|NDC80|CEP55|ANLN|UBE2C|EXO1|RRM2|MLPH|MKI67|NUF2|CCNB1|CCNE1|MYC|CENPF|MIA|CXXC5|BCL2|ERBB2|MDM2|SLC39A6|MMP11|BAG1,1033.756906100003,49
UBE2C,ok,48,24,PTTG1|CEP55|KIF2C|CDC20|MELK|EXO1|BIRC5|CENPF|UBE2T|CCNE1|CCNB1|NDC80|TYMS|NAT1|NUF2|RRM2|BCL2|ESR1|CDC6|GRB7|ORC6|MYBL2|CXXC5|TMEM45B,1030.660901299998,49
UBE2T,ok,34,17,EXO1|PTTG1|MELK|CEP55|UBE2C|ANLN|NDC80|CENPF|NUF2|CDC20|RRM2|MKI67|CCNE1|ACTR3B|FOXA1|CXXC5|TMEM45B,934.7686057999963,49
