stage,imputer,model,missing_rate,replicate,fold,f1_macro,bal_acc,n_train,n_test,train_class_distribution,test_class_distribution,n_unique_predictions,degenerate_single_class_preds,f1_LumA,precision_LumA,recall_LumA,f1_LumB,precision_LumB,recall_LumB,f1_Her2,precision_Her2,recall_Her2,f1_Basal,precision_Basal,recall_Basal,seed,protocol,imputer_display,mechanism
classification,OriginalRFECA,EnsembleSoft,0.05,2,1,0.8655252189475828,0.8594089390142021,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9124087591240876,0.9328358208955224,0.8928571428571429,0.8855721393034826,0.839622641509434,0.9368421052631579,0.7956989247311828,0.7708333333333334,0.8222222222222222,0.868421052631579,0.9705882352941176,0.7857142857142857,2050048,post_target_wise_impute,RFECA,mcar
classification,OriginalRFECA,EnsembleSoft,0.05,2,2,0.8968268542055702,0.8859753550543025,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9246575342465754,0.8881578947368421,0.9642857142857143,0.8852459016393442,0.9204545454545454,0.8526315789473684,0.8505747126436781,0.8809523809523809,0.8222222222222222,0.926829268292683,0.95,0.9047619047619048,2050048,post_target_wise_impute,RFECA,mcar
classification,OriginalRFECA,EnsembleSoft,0.05,2,3,0.8864610886848774,0.8851817042606517,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9290780141843972,0.9225352112676056,0.9357142857142857,0.8617021276595744,0.8709677419354839,0.8526315789473684,0.7912087912087912,0.782608695652174,0.8,0.963855421686747,0.975609756097561,0.9523809523809523,2050048,post_target_wise_impute,RFECA,mcar
classification,OriginalRFECA,EnsembleSoft,0.05,2,4,0.8874129427336694,0.8828246938484423,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9247311827956989,0.9280575539568345,0.9214285714285714,0.882051282051282,0.86,0.9052631578947369,0.8045977011494253,0.8333333333333334,0.7777777777777778,0.9382716049382716,0.95,0.926829268292683,2050048,post_target_wise_impute,RFECA,mcar
classification,OriginalRFECA,EnsembleSoft,0.05,2,5,0.8737642025497742,0.8519708361813625,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9251700680272109,0.8831168831168831,0.9714285714285714,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.759493670886076,0.8571428571428571,0.6818181818181818,0.9367088607594937,1.0,0.8809523809523809,2050048,post_target_wise_impute,RFECA,mcar
classification,OriginalRFECA,SVC,0.05,2,1,0.8588784606564288,0.8552005012531328,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.8973384030418251,0.959349593495935,0.8428571428571429,0.863849765258216,0.7796610169491526,0.968421052631579,0.7912087912087912,0.782608695652174,0.8,0.8831168831168831,0.9714285714285714,0.8095238095238095,2050048,post_target_wise_impute,RFECA,mcar
classification,OriginalRFECA,SVC,0.05,2,2,0.9114156594079648,0.9003654970760234,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9415807560137457,0.9072847682119205,0.9785714285714285,0.9021739130434783,0.9325842696629213,0.8736842105263158,0.8636363636363636,0.8837209302325582,0.8444444444444444,0.9382716049382716,0.9743589743589743,0.9047619047619048,2050048,post_target_wise_impute,RFECA,mcar
classification,OriginalRFECA,SVC,0.05,2,3,0.8834059401502385,0.8760129490392649,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9257950530035336,0.916083916083916,0.9357142857142857,0.875,0.865979381443299,0.8842105263157894,0.7816091954022989,0.8095238095238095,0.7555555555555555,0.9512195121951219,0.975,0.9285714285714286,2050048,post_target_wise_impute,RFECA,mcar
classification,OriginalRFECA,SVC,0.05,2,4,0.8746872533232295,0.8696354707907981,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.927536231884058,0.9411764705882353,0.9142857142857143,0.88,0.8380952380952381,0.9263157894736842,0.7529411764705882,0.8,0.7111111111111111,0.9382716049382716,0.95,0.926829268292683,2050048,post_target_wise_impute,RFECA,mcar
classification,OriginalRFECA,SVC,0.05,2,5,0.8912680367391734,0.8713972431077694,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9209621993127147,0.8874172185430463,0.9571428571428572,0.8691099476439791,0.8645833333333334,0.8736842105263158,0.825,0.9166666666666666,0.75,0.95,1.0,0.9047619047619048,2050048,post_target_wise_impute,RFECA,mcar
