gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.5832770522136933,0.3797284334902915,0.5840591505662777,0.7769879807259867,0.4096443812233286,1533,75,42,21,FOXA1|MLPH|FOXC1|MIA|CXXC5|CCNE1|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|NDC80|MKI67|MYC|UBE2T|SLC39A6|PTTG1|CENPF|KRT14|ERBB2,0.5241104758478302,1972.6018678000255,30.93891439997242,ok,49,0,2050048,0bb3ab831c43a39d,mcar,0.05,2,5972.223493700003,1
ANLN,0.34039666353120557,0.24097922416851195,0.6740195147786351,0.8271337453268268,0.8344449853943525,1529,79,44,22,MELK|CEP55|EXO1|NDC80|UBE2C|UBE2T|KIF2C|MLPH|NUF2|FOXA1|RRM2|BCL2|CDH3|EGFR|CXXC5|GPR160|MIA|FOXC1|CDC6|FGFR4|BLVRA|ORC6,0.2964603606690139,1913.9333565999987,25.50173360001645,ok,49,0,2050048,0bb3ab831c43a39d,mcar,0.05,2,5972.223493700003,1
BAG1,0.351070556368467,0.2572732121633749,0.1276721913517067,0.4689196450222597,0.4049241897343163,1530,78,49,24,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CCNE1|CDC20|FOXA1|SFRP1|MDM2|KIF2C|NAT1|KRT5|PTTG1|CEP55|ORC6|RRM2|NUF2|MELK|ANLN|MKI67|BLVRA|CCNB1|TYMS,0.2999718109074393,2551.554983499984,35.43760380000458,ok,49,0,2050048,0bb3ab831c43a39d,mcar,0.05,2,5972.223493700003,1
BCL2,0.6902200599448166,0.5531012221075785,0.6261095918567277,0.7970583506310006,0.7727190605239387,1527,81,49,24,ESR1|SLC39A6|CDH3|EXO1|EGFR|ANLN|MELK|CDC20|KIF2C|FOXA1|UBE2C|MLPH|CEP55|RRM2|UBE2T|BAG1|MKI67|GPR160|MIA|TYMS|CDC6|MYBL2|MYC|ORC6,0.6524994937544114,1545.2893683000002,22.707803299999796,ok,49,0,2050048,0bb3ab831c43a39d,mcar,0.05,2,5972.223493700003,1
BIRC5,0.5819743949003171,0.41964458742287714,0.6783021495525489,0.8365505198306742,0.864102564102564,1544,64,38,19,KIF2C|CDC20|UBE2C|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|NDC80|FOXA1|MLPH|GPR160|SLC39A6|PGR|CDH3|CDC6|MIA|GRB7,0.4947881703955447,1744.900121899991,17.039018300012685,ok,49,0,2050048,0bb3ab831c43a39d,mcar,0.05,2,5972.223493700003,1
BLVRA,0.6273279838646305,0.4510955444790839,0.389919594362218,0.6331128793113141,0.5601761534345804,1518,90,43,21,ACTR3B|GPR160|MLPH|MIA|SLC39A6|PGR|MYC|ESR1|KIF2C|CDC20|MELK|MKI67|CENPF|MAPT|TYMS|UBE2C|CCNB1|ANLN|MDM2|FGFR4|NDC80,0.6182323341204574,1760.536542900023,22.766213099996094,ok,49,0,2050048,0bb3ab831c43a39d,mcar,0.05,2,5972.223493700003,1
CCNB1,0.3328068305270952,0.25276950240729923,0.7091246353777825,0.8432802218015651,0.867322657405621,1536,72,49,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|KRT14|ORC6|MYBL2|BLVRA|KRT17|MDM2|TMEM45B|EGFR|CXXC5|BAG1|FOXC1,0.3482494235060857,2012.4146056000027,34.13191789999837,ok,49,0,2050048,0bb3ab831c43a39d,mcar,0.05,2,5972.223493700003,1
CCNE1,0.57828484440224,0.3476336829355258,0.6265864842230959,0.8109809890784216,0.8380633858894728,1517,91,44,22,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|MIA|NUF2|CDC6|FGFR4|GRB7|MYC|ERBB2,0.4719129871403793,1712.6558584999875,28.553709400002845,ok,49,0,2050048,0bb3ab831c43a39d,mcar,0.05,2,5972.223493700003,1
CDC20,0.34462153794214867,0.25430814282599745,0.9110939586376519,0.9550219685186292,0.9499706859487981,1523,85,45,22,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|ANLN|NDC80|UBE2T|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|ORC6|GRB7|KRT5|KRT17|MYBL2|ERBB2,0.3726669211089916,1875.4644224000222,26.41350130000501,ok,49,0,2050048,0bb3ab831c43a39d,mcar,0.05,2,5972.223493700003,1
CDC6,0.1542992512705448,0.11316187885366183,0.23598761318890815,0.5031213810305274,0.4950907071455016,1534,74,29,14,EXO1|CEP55|ERBB2|PTTG1|BIRC5|CCNB1|KIF2C|MKI67|ANLN|RRM2|NAT1|TYMS|PHGDH|SLC39A6,0.20520165890938832,2328.9885017000197,13.593014000012772,ok,49,0,2050048,0bb3ab831c43a39d,mcar,0.05,2,5972.223493700003,1
