gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,46,23,FOXA1|MLPH|FOXC1|MIA|CXXC5|PHGDH|MELK|EXO1|KRT5|ANLN|KIF2C|BLVRA|CEP55|TYMS|NDC80|CDH3|MKI67|UBE2T|PTTG1|KRT14|MYBL2|BAG1|FGFR4,1105.0991939000087,49
ANLN,ok,37,18,MELK|CEP55|PTTG1|EXO1|UBE2T|NDC80|UBE2C|MLPH|CENPF|NUF2|MKI67|BCL2|RRM2|EGFR|GPR160|MIA|FOXC1|FGFR4,1054.625102399994,49
BAG1,ok,45,22,PHGDH|BCL2|SLC39A6|MMP11|CDC20|MLPH|SFRP1|FOXA1|KRT5|PTTG1|MDM2|NAT1|CDC6|ORC6|MIA|ERBB2|GRB7|CCNB1|RRM2|MELK|BLVRA|ANLN,1387.6469976999942,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|EGFR|ANLN|MELK|CDC20|FOXA1|KIF2C|UBE2C|CEP55|RRM2|PTTG1|UBE2T|BAG1|NDC80|MKI67|GPR160|MIA|CCNB1|TYMS|MYBL2|MYC|ORC6,847.0953038000007,49
BIRC5,ok,26,13,KIF2C|CDC20|UBE2C|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|FOXA1|MLPH|ESR1|GPR160,971.7658546000021,49
BLVRA,ok,46,23,GPR160|ACTR3B|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|KIF2C|MELK|MKI67|CENPF|TYMS|CCNB1|BIRC5|UBE2C|FGFR4|PTTG1|ANLN|BCL2|NUF2|RRM2,990.8972293000115,49
CCNB1,ok,42,21,NDC80|PTTG1|UBE2C|BIRC5|CENPF|CEP55|KIF2C|CDC20|NUF2|EXO1|MELK|TYMS|MAPT|GRB7|FOXC1|BLVRA|MYBL2|CXXC5|MDM2|EGFR|PHGDH,1033.9756250000064,49
CCNE1,ok,42,21,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|ANLN|MKI67|NDC80|FOXC1|UBE2T|EGFR|TYMS|CCNB1|NUF2|FGFR4|CDC6|GRB7|SFRP1|BAG1|ERBB2,968.3356108000007,49
CDC20,ok,46,23,KIF2C|UBE2C|BIRC5|PTTG1|MELK|CENPF|MKI67|ANLN|NDC80|UBE2T|TYMS|BCL2|GPR160|NUF2|PGR|RRM2|EGFR|CXXC5|ORC6|GRB7|MIA|MYBL2|ERBB2,1039.3969399999914,49
CDC6,ok,22,11,GRB7|EXO1|UBE2C|CEP55|ERBB2|BIRC5|KIF2C|CCNB1|ANLN|MKI67|BCL2,1339.8526912000088,49
NUF2,ok,49,24,NDC80|CCNB1|UBE2T|ANLN|CEP55|UBE2C|EXO1|PTTG1|TYMS|KIF2C|MLPH|MKI67|RRM2|MIA|TMEM45B|MYBL2|ERBB2|GPR160|EGFR|CDH3|BLVRA|ORC6|MDM2|GRB7,1167.8001584000012,49
CDH3,ok,47,23,EGFR|KRT17|KRT5|MLPH|CCNE1|BCL2|GPR160|MIA|KIF2C|EXO1|ANLN|ACTR3B|CEP55|MKI67|GRB7|PTTG1|NDC80|TYMS|BAG1|RRM2|TMEM45B|CDC6|NUF2,792.4573082999996,49
CENPF,ok,42,21,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|MELK|UBE2T|CCNB1|ANLN|TYMS|MLPH|RRM2|ACTR3B|GRB7|FOXC1|FGFR4|BLVRA|EGFR|KRT17|ERBB2,1034.295293800009,49
CEP55,ok,45,22,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|NDC80|CCNB1|MLPH|NUF2|FOXA1|BCL2|ACTR3B|CDC6|FOXC1|MYBL2|BAG1|TMEM45B|ORC6,1137.4544883999915,49
CXXC5,ok,47,23,ESR1|MLPH|EGFR|FOXC1|MAPT|ACTR3B|PHGDH|MIA|ANLN|CCNE1|NDC80|KIF2C|GPR160|TYMS|CEP55|UBE2T|BLVRA|PTTG1|MKI67|UBE2C|BAG1|CCNB1|TMEM45B,972.2386540000007,49
EGFR,ok,46,23,ESR1|CDH3|FOXA1|KRT5|FOXC1|BCL2|SFRP1|CCNE1|PHGDH|ANLN|MIA|CDC20|EXO1|BIRC5|UBE2C|MKI67|PTTG1|KRT14|MYC|MDM2|CENPF|NUF2|CDC6,1318.0334981999913,49
ERBB2,ok,45,22,GRB7|FGFR4|CDC6|ESR1|MYC|NAT1|MAPT|FOXA1|MIA|CENPF|FOXC1|TYMS|CDC20|CCNE1|ACTR3B|KIF2C|MDM2|BLVRA|CCNB1|GPR160|ANLN|MKI67,1053.7903842000087,49
ESR1,ok,44,22,BCL2|FOXA1|SLC39A6|MLPH|EGFR|MAPT|CCNE1|CXXC5|KIF2C|CEP55|GRB7|FGFR4|NDC80|UBE2C|MKI67|ERBB2|RRM2|UBE2T|MDM2|NUF2|BLVRA|MYC,803.8201662999927,49
