stage,imputer,model,missing_rate,replicate,fold,f1_macro,bal_acc,n_train,n_test,train_class_distribution,test_class_distribution,n_unique_predictions,degenerate_single_class_preds,f1_LumA,precision_LumA,recall_LumA,f1_LumB,precision_LumB,recall_LumB,f1_Her2,precision_Her2,recall_Her2,f1_Basal,precision_Basal,recall_Basal,seed,protocol,imputer_display,mechanism
classification,OriginalRFECA,EnsembleSoft,0.2,2,1,0.8769124177543814,0.8766604010025063,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9057971014492754,0.9191176470588235,0.8928571428571429,0.8762886597938144,0.8585858585858586,0.8947368421052632,0.8571428571428571,0.7924528301886793,0.9333333333333333,0.868421052631579,0.9705882352941176,0.7857142857142857,2217048,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.2,2,2,0.9079670696461668,0.8970446950710109,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9448275862068966,0.9133333333333333,0.9785714285714285,0.9081081081081082,0.9333333333333333,0.8842105263157894,0.8539325842696629,0.8636363636363636,0.8444444444444444,0.925,0.9736842105263158,0.8809523809523809,2217048,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.2,2,3,0.8766659102325605,0.8735797827903091,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9175627240143369,0.920863309352518,0.9142857142857143,0.8601036269430051,0.8469387755102041,0.8736842105263158,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9512195121951219,0.975,0.9285714285714286,2217048,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.2,2,4,0.8809123880882193,0.8721114269413371,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9225352112676056,0.9097222222222222,0.9357142857142857,0.8854166666666666,0.8762886597938144,0.8947368421052632,0.7906976744186046,0.8292682926829268,0.7555555555555555,0.925,0.9487179487179487,0.9024390243902439,2217048,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.2,2,5,0.8806941726462274,0.8638755980861245,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9315068493150684,0.8947368421052632,0.9714285714285714,0.8783068783068783,0.8829787234042553,0.8736842105263158,0.75,0.8333333333333334,0.6818181818181818,0.9629629629629629,1.0,0.9285714285714286,2217048,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.2,2,1,0.8592612723979903,0.852360066833751,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9084249084249084,0.9323308270676691,0.8857142857142857,0.8613861386138614,0.8130841121495327,0.9157894736842105,0.7872340425531915,0.7551020408163265,0.8222222222222222,0.88,1.0,0.7857142857142857,2217048,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.2,2,2,0.8923059303681492,0.8829051796157059,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9448275862068966,0.9133333333333333,0.9785714285714285,0.9021739130434783,0.9325842696629213,0.8736842105263158,0.8222222222222222,0.8222222222222222,0.8222222222222222,0.9,0.9473684210526315,0.8571428571428571,2217048,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.2,2,3,0.8693151151619397,0.864797410192147,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9225352112676056,0.9097222222222222,0.9357142857142857,0.8723404255319149,0.8817204301075269,0.8631578947368421,0.7555555555555555,0.7555555555555555,0.7555555555555555,0.926829268292683,0.95,0.9047619047619048,2217048,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.2,2,4,0.8757350988413382,0.8751795647655725,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9247311827956989,0.9280575539568345,0.9214285714285714,0.8854166666666666,0.8762886597938144,0.8947368421052632,0.7415730337078652,0.75,0.7333333333333333,0.9512195121951219,0.9512195121951219,0.9512195121951219,2217048,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.2,2,5,0.8678081224076613,0.8525660742766006,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9204152249134948,0.8926174496644296,0.95,0.8691099476439791,0.8645833333333334,0.8736842105263158,0.7317073170731707,0.7894736842105263,0.6818181818181818,0.95,1.0,0.9047619047619048,2217048,post_target_wise_impute,RFECA,mar
