imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.2,EnsembleSoft,LumA,f1,0.9244458944506364,0.014697590519651723,5,mar
OriginalRFECA,0.2,EnsembleSoft,LumA,precision,0.911554670814432,0.010406851490678508,5,mar
OriginalRFECA,0.2,EnsembleSoft,LumA,recall,0.9385714285714286,0.03663108972845165,5,mar
OriginalRFECA,0.2,EnsembleSoft,LumB,f1,0.8816447879636945,0.017452691411242147,5,mar
OriginalRFECA,0.2,EnsembleSoft,LumB,precision,0.8796250701254932,0.033234012844167236,5,mar
OriginalRFECA,0.2,EnsembleSoft,LumB,recall,0.8842105263157896,0.010526315789473661,5,mar
OriginalRFECA,0.2,EnsembleSoft,Her2,f1,0.8059101787217806,0.04764383256926451,5,mar
OriginalRFECA,0.2,EnsembleSoft,Her2,precision,0.819293719523816,0.03430335155593544,5,mar
OriginalRFECA,0.2,EnsembleSoft,Her2,recall,0.7985858585858585,0.09510410794398765,5,mar
OriginalRFECA,0.2,EnsembleSoft,Basal,f1,0.9265207055579328,0.036463214117197475,5,mar
OriginalRFECA,0.2,EnsembleSoft,Basal,precision,0.9735980789076765,0.0182147898396193,5,mar
OriginalRFECA,0.2,EnsembleSoft,Basal,recall,0.8852497096399535,0.05910749287072546,5,mar
OriginalRFECA,0.2,SVC,LumA,f1,0.9241868227217209,0.01315036271233178,5,mar
OriginalRFECA,0.2,SVC,LumA,precision,0.9152122772488978,0.015829112811579383,5,mar
OriginalRFECA,0.2,SVC,LumA,recall,0.9342857142857142,0.034404555939406556,5,mar
OriginalRFECA,0.2,SVC,LumB,f1,0.87808541829998,0.016018994499177038,5,mar
OriginalRFECA,0.2,SVC,LumB,precision,0.8736521610094258,0.042707650662790836,5,mar
OriginalRFECA,0.2,SVC,LumB,recall,0.8842105263157896,0.021052631578947337,5,mar
OriginalRFECA,0.2,SVC,Her2,f1,0.7676584342224011,0.03701290997312881,5,mar
OriginalRFECA,0.2,SVC,Her2,precision,0.774470700560926,0.03097192364133272,5,mar
OriginalRFECA,0.2,SVC,Her2,recall,0.763030303030303,0.060292116163748216,5,mar
OriginalRFECA,0.2,SVC,Basal,f1,0.921609756097561,0.03125835997635926,5,mar
OriginalRFECA,0.2,SVC,Basal,precision,0.9697175866495507,0.027678946427463547,5,mar
OriginalRFECA,0.2,SVC,Basal,recall,0.8807200929152149,0.06266612921090803,5,mar
OriginalRFECA,0.2,LogReg,LumA,f1,0.9141370154648717,0.014828518442887278,5,mar
OriginalRFECA,0.2,LogReg,LumA,precision,0.9062678723592299,0.009727656307970792,5,mar
OriginalRFECA,0.2,LogReg,LumA,recall,0.9228571428571429,0.034031797855918845,5,mar
OriginalRFECA,0.2,LogReg,LumB,f1,0.865112118814306,0.02062737648299347,5,mar
OriginalRFECA,0.2,LogReg,LumB,precision,0.8675378580229838,0.030741387733523966,5,mar
OriginalRFECA,0.2,LogReg,LumB,recall,0.8631578947368421,0.01969293361459968,5,mar
OriginalRFECA,0.2,LogReg,Her2,f1,0.7884783211806498,0.05090724260651996,5,mar
OriginalRFECA,0.2,LogReg,Her2,precision,0.7910204948377664,0.03786456197334092,5,mar
OriginalRFECA,0.2,LogReg,Her2,recall,0.7897979797979798,0.08846922282584746,5,mar
OriginalRFECA,0.2,LogReg,Basal,f1,0.913961510530138,0.03608306841511983,5,mar
OriginalRFECA,0.2,LogReg,Basal,precision,0.9400998022785048,0.040720034098171286,5,mar
OriginalRFECA,0.2,LogReg,Basal,recall,0.8900116144018583,0.04307244422260267,5,mar
OriginalRFECA,0.2,RF,LumA,f1,0.9120499345493578,0.011958026720951892,5,mar
OriginalRFECA,0.2,RF,LumA,precision,0.8912963945889383,0.014291405022130346,5,mar
OriginalRFECA,0.2,RF,LumA,recall,0.9342857142857144,0.02545504240172209,5,mar
OriginalRFECA,0.2,RF,LumB,f1,0.8553243523257436,0.02022313677849215,5,mar
OriginalRFECA,0.2,RF,LumB,precision,0.8425134902445827,0.03764373741720893,5,mar
OriginalRFECA,0.2,RF,LumB,recall,0.8694736842105264,0.019122002236405214,5,mar
OriginalRFECA,0.2,RF,Her2,f1,0.7677595984458845,0.03677712296132938,5,mar
OriginalRFECA,0.2,RF,Her2,precision,0.8178262536376257,0.04099841511183263,5,mar
OriginalRFECA,0.2,RF,Her2,recall,0.7272727272727273,0.06635986951780544,5,mar
OriginalRFECA,0.2,RF,Basal,f1,0.9121905408362837,0.044141228416882304,5,mar
OriginalRFECA,0.2,RF,Basal,precision,0.9792099792099792,0.03349065216961954,5,mar
OriginalRFECA,0.2,RF,Basal,recall,0.8565621370499418,0.07119803595086575,5,mar
OriginalRFECA,0.2,GB,LumA,f1,0.914603188265902,0.01788123892179894,5,mar
OriginalRFECA,0.2,GB,LumA,precision,0.8956246915179575,0.022751697439462232,5,mar
OriginalRFECA,0.2,GB,LumA,recall,0.9357142857142857,0.03976974544878588,5,mar
OriginalRFECA,0.2,GB,LumB,f1,0.8666529129176347,0.015364661526092222,5,mar
OriginalRFECA,0.2,GB,LumB,precision,0.8604232736136144,0.033770446341911065,5,mar
OriginalRFECA,0.2,GB,LumB,recall,0.8736842105263157,0.007443229275647853,5,mar
OriginalRFECA,0.2,GB,Her2,f1,0.766313588372412,0.0531659745823328,5,mar
OriginalRFECA,0.2,GB,Her2,precision,0.7902849977200183,0.03386167895698305,5,mar
OriginalRFECA,0.2,GB,Her2,recall,0.7493939393939395,0.0951939149350909,5,mar
OriginalRFECA,0.2,GB,Basal,f1,0.8938463699867208,0.033239535604947384,5,mar
OriginalRFECA,0.2,GB,Basal,precision,0.9672529882398303,0.021395017064125076,5,mar
OriginalRFECA,0.2,GB,Basal,recall,0.8325203252032519,0.05586786861244515,5,mar
