stage,imputer,missing_rate,replicate,seed,fold,rmse,mae,n_masked_test_values,input_protocol,evaluation_protocol,svr_coverage,fallback_rate,fit_seconds,transform_seconds,n_rfe_fits_total,n_svr_fits_total,n_predictor_nans_at_impute,n_gene_workers
imputation,OriginalRFECA,0.2,2,2217048,0,0.6377847399602956,0.4177898944708718,16080,target_wise_complete_predictors,repeated_mask_holdout,1.0,0.0,4179.259130600003,0.25626480000209995,12300,12300,0,16
