gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,38,19,FOXA1|FOXC1|MIA|CXXC5|PHGDH|MELK|EXO1|ANLN|KIF2C|BLVRA|KRT5|CEP55|CDH3|MKI67|MYC|SLC39A6|PTTG1|CENPF|TMEM45B,1227.7782157999973,49
ANLN,ok,45,22,MELK|CEP55|NDC80|UBE2T|KIF2C|MLPH|CENPF|NUF2|BCL2|FOXA1|RRM2|EGFR|CDH3|CXXC5|GPR160|MIA|FOXC1|CDC6|FGFR4|MYBL2|BLVRA|BAG1,1297.926478399997,49
BAG1,ok,41,20,SLC39A6|PHGDH|BCL2|MLPH|MMP11|CDC20|FOXA1|MDM2|KIF2C|CENPF|PTTG1|CEP55|ORC6|CDC6|MKI67|RRM2|MELK|ANLN|BLVRA|CCNB1,1718.5311355999947,49
BCL2,ok,44,22,ESR1|SLC39A6|EGFR|EXO1|ANLN|PHGDH|FOXA1|MLPH|UBE2C|FGFR4|RRM2|CEP55|PTTG1|UBE2T|CENPF|BAG1|NDC80|MKI67|GPR160|TYMS|MMP11|MYBL2,1026.2465766000023,49
BIRC5,ok,40,20,KIF2C|UBE2C|CDC20|CEP55|EXO1|PTTG1|MKI67|CCNE1|ANLN|CCNB1|NDC80|FOXA1|MLPH|GPR160|PGR|CDC6|KRT14|MIA|GRB7|ORC6,1120.7025149000037,49
BLVRA,ok,38,19,GPR160|ACTR3B|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|CDC20|MKI67|MELK|CENPF|TYMS|UBE2C|MAPT|CCNB1|ANLN|FGFR4,1220.3836263999983,49
CCNB1,ok,47,23,NDC80|PTTG1|UBE2C|BIRC5|CEP55|CENPF|KIF2C|NUF2|MKI67|TYMS|CCNE1|KRT14|MAPT|MYBL2|FGFR4|KRT17|PHGDH|BLVRA|MDM2|BAG1|CXXC5|FOXC1|CDH3,1296.206194499995,49
CCNE1,ok,48,24,MELK|KIF2C|EXO1|BIRC5|UBE2C|FOXA1|MLPH|PTTG1|NDC80|GPR160|FOXC1|EGFR|UBE2T|CCNB1|NUF2|MIA|KRT5|CDC6|FGFR4|GRB7|ERBB2|MYC|ORC6|KRT14,1182.2290293999977,49
CDC20,ok,48,24,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|MLPH|ESR1|TYMS|BCL2|GPR160|PGR|RRM2|FOXC1|EGFR|ORC6|GRB7|BAG1|MYBL2|ERBB2|SFRP1,1350.5853706999987,49
CDC6,ok,14,7,EXO1|CEP55|UBE2C|MELK|ERBB2|BIRC5|CDC20,1666.6497436999998,49
NUF2,ok,46,23,NDC80|CCNB1|CEP55|UBE2T|ANLN|UBE2C|MELK|EXO1|PTTG1|KIF2C|TYMS|MLPH|CDC20|MKI67|CCNE1|MYBL2|MIA|TMEM45B|CDC6|EGFR|KRT5|ORC6|MDM2,1376.8280100999982,49
CDH3,ok,49,24,EGFR|KRT17|KRT5|MLPH|CCNE1|BCL2|MIA|CDC20|KIF2C|ANLN|EXO1|ACTR3B|UBE2C|BIRC5|PTTG1|MKI67|NDC80|BAG1|MDM2|CDC6|NUF2|MMP11|CCNB1|TMEM45B,933.9649491999953,49
CENPF,ok,48,24,UBE2C|EXO1|CEP55|CDC20|MELK|MKI67|UBE2T|CCNB1|TYMS|MAPT|MLPH|PHGDH|RRM2|GRB7|FOXC1|FGFR4|BLVRA|ERBB2|EGFR|MYBL2|BAG1|MYC|TMEM45B|MDM2,1205.4367962999968,49
CEP55,ok,44,22,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|MLPH|NUF2|FOXA1|RRM2|BCL2|CDC6|FOXC1|MYBL2|TMEM45B|ORC6,1396.9112697000019,49
CXXC5,ok,46,23,ESR1|MLPH|EGFR|FOXC1|MAPT|PHGDH|ACTR3B|MIA|CCNE1|ANLN|NDC80|GPR160|CEP55|CDC20|MYC|RRM2|UBE2T|TYMS|PTTG1|UBE2C|ORC6|CCNB1|TMEM45B,1171.7766218999968,49
EGFR,ok,48,24,ESR1|CDH3|KRT5|MLPH|FOXC1|BCL2|CCNE1|SFRP1|PHGDH|ANLN|MIA|CDC20|KIF2C|EXO1|NDC80|UBE2C|MKI67|PTTG1|KRT14|BLVRA|FGFR4|NUF2|CDC6|CCNB1,1543.3587725000034,49
ERBB2,ok,48,24,GRB7|FGFR4|CDC6|MYC|ESR1|SLC39A6|NAT1|MIA|MAPT|FOXA1|ACTR3B|TYMS|EXO1|CCNE1|UBE2C|CENPF|CDC20|BLVRA|BAG1|GPR160|KIF2C|UBE2T|MKI67|PTTG1,1288.7680674000003,49
ESR1,ok,44,22,BCL2|SLC39A6|FOXA1|MLPH|EGFR|MAPT|CCNE1|NAT1|CXXC5|MELK|KIF2C|FGFR4|GRB7|UBE2C|MKI67|RRM2|UBE2T|ERBB2|MDM2|NUF2|BLVRA|MYC,994.4968344000008,49
EXO1,ok,45,22,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|ANLN|CCNE1|MKI67|NDC80|TYMS|BCL2|PHGDH|CDH3|ACTR3B|CDC6|MIA|KRT5|ORC6|MYBL2,1472.2202449000033,49
FGFR4,ok,48,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|UBE2C|EXO1|MKI67|MELK|CENPF|ANLN|CDC6|CCNB1|BAG1|BLVRA|MDM2|NDC80|FOXC1|NUF2|MLPH|FOXA1|MMP11,1086.4627269999983,49
