cohort,mechanism,missing_rate,metric,higher_is_better,method_a,method_b,mean_a,mean_b,delta_a_minus_b,delta_ci95_low,delta_ci95_high,wilcoxon_stat,p_value,rank_biserial_r,n_pairs,n_boot,note,p_holm
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=10),MissForest,0.7059020033174648,0.6371393598958995,0.0687626434215654,0.0655022974616784,0.0720860604091173,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.2,rmse,False,RFECA_SVR(k=20),MissForest,0.7059426056470143,0.6371393598958995,0.0688032457511148,0.0652448978970278,0.0723820369457941,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.3,rmse,False,SimpleMean,RFECA_SVR(k=5),1.068808469877248,0.7433308152272196,0.3254776546500283,0.3227349020531822,0.3284451692148097,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.3,rmse,False,SimpleMean,RFECA_SVR(k=10),1.068808469877248,0.7293349315575418,0.339473538319706,0.336494755882143,0.3425706369845339,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.3,rmse,False,SimpleMean,RFECA_SVR(k=20),1.068808469877248,0.7360615266759072,0.3327469432013407,0.3291341233035614,0.3366329597513398,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.3,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=5),0.7335889223533446,0.7433308152272196,-0.009741892873875,-0.0139330282971573,-0.0062959444094447,0.0,0.001953125,-1.0,10,5000,,0.029296875
metabric,mcar,0.3,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=10),0.7335889223533446,0.7293349315575418,0.0042539907958027,0.0016715125106991,0.0067873851926157,6.0,0.02734375,0.7818181818181819,10,5000,,0.0546875
metabric,mcar,0.3,rmse,False,"KNN(k=5,dist)",RFECA_SVR(k=20),0.7335889223533446,0.7360615266759072,-0.0024726043225626,-0.0050058599814053,0.000171288901789,11.0,0.10546875,-0.6000000000000001,10,5000,,0.10546875
metabric,mcar,0.3,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=10),0.7433308152272196,0.7293349315575418,0.0139958836696778,0.0123885879481539,0.0158876459545292,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.3,rmse,False,RFECA_SVR(k=5),RFECA_SVR(k=20),0.7433308152272196,0.7360615266759072,0.0072692885513123,0.0049170195481172,0.0097193355783031,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.3,rmse,False,RFECA_SVR(k=5),MissForest,0.7433308152272196,0.6532032377531888,0.0901275774740308,0.0872808262679457,0.0931802128046683,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.3,rmse,False,RFECA_SVR(k=10),RFECA_SVR(k=20),0.7293349315575418,0.7360615266759072,-0.0067265951183654,-0.0080692923360927,-0.0054712097461916,0.0,0.001953125,-1.0,10,5000,,0.029296875
metabric,mcar,0.3,rmse,False,RFECA_SVR(k=10),MissForest,0.7293349315575418,0.6532032377531888,0.076131693804353,0.073395769471709,0.0794765490537367,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.3,rmse,False,RFECA_SVR(k=20),MissForest,0.7360615266759072,0.6532032377531888,0.0828582889227184,0.0798615657096514,0.0865713417213981,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.05,corr_rv,True,SimpleMean,RFECA_SVR(k=5),0.9985714920820682,0.9993813614743444,-0.0008098693922764,-0.0008525049582898,-0.0007665749831547,0.0,0.001953125,-1.0,10,5000,,0.029296875
