cohort,mechanism,missing_rate,metric,higher_is_better,wilcoxon_stat,p_value,n_pairs,n_boot,note,p_holm,method_a,method_b,mean_a,mean_b,delta_a_minus_b,delta_ci95_low,delta_ci95_high,rank_biserial_r,p_holm_primary_family
metabric,mar,0.05,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9992451360003856,0.997764744198776,0.0014803918016093,0.0013963644151188,0.0015686460560242,1.0,0.015625
metabric,mar,0.05,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.9992936555593148,0.997764744198776,0.0015289113605384,0.0014473935467083,0.0016124193963043,1.0,0.015625
metabric,mar,0.05,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.9993210733502712,0.997764744198776,0.0015563291514948,0.0014813486914418,0.0016301635351597,1.0,0.015625
metabric,mar,0.1,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9982069623234302,0.9942925728728254,0.0039143894506049,0.0037645910088088,0.004044466165736,1.0,0.015625
metabric,mar,0.1,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.9983846503651442,0.9942925728728254,0.0040920774923189,0.0039356913667394,0.0042194942197457,1.0,0.015625
metabric,mar,0.1,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.998448242547688,0.9942925728728254,0.0041556696748628,0.0039936040503228,0.004302810908361,1.0,0.015625
metabric,mar,0.2,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9953430321793106,0.9830501684053312,0.0122928637739792,0.0120283572146913,0.0125856798052036,1.0,0.015625
metabric,mar,0.2,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.9958903125169472,0.9830501684053312,0.012840144111616,0.0125530847234122,0.0131443005206667,1.0,0.015625
metabric,mar,0.2,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.9959980552093294,0.9830501684053312,0.0129478868039979,0.0126365602277844,0.0132838045566294,1.0,0.015625
metabric,mar,0.3,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=5),SimpleMean,0.9909994644331804,0.966421453522794,0.0245780109103864,0.023963916552456,0.0252109382170458,1.0,0.015625
metabric,mar,0.3,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=10),SimpleMean,0.9919643916604056,0.966421453522794,0.0255429381376115,0.0250095887480108,0.0260699049882942,1.0,0.015625
metabric,mar,0.3,corr_rv,True,0.0,0.001953125,10,5000,,0.029296875,RFECA_SVR(k=20),SimpleMean,0.9922312231768948,0.966421453522794,0.0258097696541009,0.0253096504364188,0.026282034158081,1.0,0.015625
