stage,imputer,model,missing_rate,replicate,fold,f1_macro,bal_acc,n_train,n_test,train_class_distribution,test_class_distribution,n_unique_predictions,degenerate_single_class_preds,f1_LumA,precision_LumA,recall_LumA,f1_LumB,precision_LumB,recall_LumB,f1_Her2,precision_Her2,recall_Her2,f1_Basal,precision_Basal,recall_Basal,seed,protocol,imputer_display,mechanism
classification,OriginalRFECA,EnsembleSoft,0.3,0,1,0.8528520488174567,0.8516186299081037,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.8913857677902621,0.937007874015748,0.85,0.8543689320388349,0.7927927927927928,0.9263157894736842,0.8085106382978723,0.7755102040816326,0.8444444444444444,0.8571428571428571,0.9428571428571428,0.7857142857142857,317042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.3,0,2,0.9021248264186117,0.8898391812865497,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9288135593220339,0.8838709677419355,0.9785714285714285,0.8777777777777778,0.9294117647058824,0.8315789473684211,0.8636363636363636,0.8837209302325582,0.8444444444444444,0.9382716049382716,0.9743589743589743,0.9047619047619048,317042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.3,0,3,0.8724245924557289,0.8694548872180451,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.900709219858156,0.8943661971830986,0.9071428571428571,0.8465608465608465,0.851063829787234,0.8421052631578947,0.7912087912087912,0.782608695652174,0.8,0.9512195121951219,0.975,0.9285714285714286,317042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.3,0,4,0.8767911511263871,0.8737916946838642,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9252669039145908,0.9219858156028369,0.9285714285714286,0.8795811518324608,0.875,0.8842105263157894,0.7640449438202247,0.7727272727272727,0.7555555555555555,0.9382716049382716,0.95,0.926829268292683,317042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.3,0,5,0.8749371149328486,0.8530872636135794,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9215017064846417,0.8823529411764706,0.9642857142857143,0.875,0.865979381443299,0.8842105263157894,0.7532467532467533,0.8787878787878788,0.6590909090909091,0.95,1.0,0.9047619047619048,317042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.3,0,1,0.857831626556372,0.8526629072681704,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.8996282527881041,0.937984496124031,0.8642857142857143,0.8599033816425121,0.7946428571428571,0.9368421052631579,0.8,0.8,0.8,0.8717948717948718,0.9444444444444444,0.8095238095238095,317042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.3,0,2,0.9095263431203127,0.8953947368421052,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9288135593220339,0.8838709677419355,0.9785714285714285,0.8729281767955801,0.9186046511627907,0.8315789473684211,0.8863636363636364,0.9069767441860465,0.8666666666666667,0.95,1.0,0.9047619047619048,317042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.3,0,3,0.8716134100473196,0.8670217209690894,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9090909090909091,0.8904109589041096,0.9285714285714286,0.8494623655913979,0.8681318681318682,0.8315789473684211,0.7640449438202247,0.7727272727272727,0.7555555555555555,0.963855421686747,0.975609756097561,0.9523809523809523,317042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.3,0,4,0.8759142647032334,0.872851845059804,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.920863309352518,0.927536231884058,0.9142857142857143,0.8717948717948718,0.85,0.8947368421052632,0.7727272727272727,0.7906976744186046,0.7555555555555555,0.9382716049382716,0.95,0.926829268292683,317042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.3,0,5,0.8565117397169839,0.8358367509683299,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.891156462585034,0.8506493506493507,0.9357142857142857,0.8253968253968254,0.8297872340425532,0.8210526315789474,0.759493670886076,0.8571428571428571,0.6818181818181818,0.95,1.0,0.9047619047619048,317042,post_target_wise_impute,RFECA,mar
