stage,imputer,missing_rate,replicate,seed,fold,rmse,mae,n_masked_test_values,input_protocol,evaluation_protocol,svr_coverage,fallback_rate,fit_seconds,transform_seconds,n_rfe_fits_total,n_svr_fits_total,n_predictor_nans_at_impute,n_gene_workers
imputation,OriginalRFECA,0.3,0,317042,0,0.6390872847560543,0.41726280636670654,24120,target_wise_complete_predictors,repeated_mask_holdout,1.0,0.0,3319.6624965999945,0.3278186000097776,12300,12300,0,16
