gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,41,20,FOXA1|FOXC1|MIA|CCNE1|PHGDH|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|CDH3|MKI67|MYC|UBE2T|NUF2|CENPF|PTTG1|SLC39A6|ERBB2,1393.5101149000002,49
ANLN,ok,43,21,MELK|CEP55|UBE2C|NDC80|UBE2T|CDC20|MLPH|NUF2|CCNB1|BCL2|CDH3|EGFR|ACTR3B|CXXC5|GPR160|MIA|FOXC1|CDC6|FGFR4|MYBL2|BLVRA,1399.8651315000025,49
BAG1,ok,38,19,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDH3|CDC20|FOXC1|SFRP1|MDM2|KIF2C|NAT1|BIRC5|ORC6|CEP55|NUF2|RRM2|ACTR3B|ANLN,1794.1887056999985,49
BCL2,ok,48,24,ESR1|SLC39A6|EXO1|CDH3|ANLN|PHGDH|EGFR|CDC20|KIF2C|FOXA1|UBE2C|MLPH|CEP55|RRM2|PTTG1|UBE2T|MKI67|BAG1|TYMS|MIA|GPR160|MYBL2|BLVRA|ORC6,1106.102049699999,49
BIRC5,ok,46,23,KIF2C|UBE2C|CDC20|EXO1|CEP55|MKI67|CCNE1|ANLN|CCNB1|NDC80|RRM2|GPR160|PGR|CDC6|MIA|GRB7|CXXC5|KRT14|BLVRA|MYBL2|BAG1|KRT17|MDM2,1224.2817489000008,49
BLVRA,ok,44,22,ACTR3B|GPR160|MLPH|SLC39A6|CCNE1|PGR|MYC|ESR1|MELK|MKI67|TYMS|CENPF|BIRC5|MAPT|UBE2C|ANLN|PTTG1|NDC80|FGFR4|CCNB1|BCL2|MDM2,1280.6487830000005,49
CCNB1,ok,49,24,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|KIF2C|NUF2|MELK|EXO1|MKI67|TYMS|CDC6|MAPT|BCL2|PHGDH|ORC6|MYBL2|BLVRA|ERBB2|MDM2|BAG1|CXXC5|FOXC1,1409.3663333999975,49
CCNE1,ok,46,23,KIF2C|MELK|EXO1|UBE2C|FOXA1|BIRC5|MLPH|PTTG1|NDC80|FOXC1|GPR160|UBE2T|EGFR|ACTR3B|NUF2|CCNB1|MIA|CXXC5|CDC6|FGFR4|GRB7|MYC|ERBB2,1213.4645253999988,49
CDC20,ok,35,17,KIF2C|UBE2C|CEP55|PTTG1|BIRC5|MELK|CENPF|NDC80|CCNB1|UBE2T|BCL2|GPR160|NUF2|PGR|CDC6|ORC6|MIA,1428.1662022000019,49
CDC6,ok,47,23,EXO1|CEP55|PTTG1|BIRC5|CENPF|CDC20|ERBB2|CCNE1|ANLN|RRM2|TYMS|NUF2|PHGDH|MLPH|SFRP1|FOXA1|MDM2|MYC|BAG1|MYBL2|ORC6|CXXC5|FOXC1,1720.3122724999994,49
NUF2,ok,49,24,NDC80|CCNB1|UBE2T|ANLN|CEP55|MELK|EXO1|UBE2C|PTTG1|CENPF|TYMS|KIF2C|MLPH|CDC20|MKI67|CCNE1|RRM2|MIA|TMEM45B|MYBL2|ERBB2|ORC6|MDM2|BLVRA,1441.6444994999983,49
CDH3,ok,49,24,KRT17|KRT5|EGFR|MLPH|CCNE1|BCL2|MIA|ANLN|KIF2C|CXXC5|EXO1|ACTR3B|UBE2C|BIRC5|PTTG1|NDC80|RRM2|BAG1|NUF2|MDM2|CCNB1|CDC6|MYBL2|TMEM45B,1021.1056437000007,49
