imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.2,EnsembleSoft,LumA,f1,0.9190031705758968,0.0071458950412882395,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumA,precision,0.9068675691877225,0.02557525699100989,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumA,recall,0.9328571428571429,0.03137983233784115,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,f1,0.8654054551113374,0.02375978378019019,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,precision,0.8568348785716292,0.025105451389673926,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,recall,0.8757894736842105,0.04846679761356352,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,f1,0.7726519515331347,0.055551824834094606,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,precision,0.8004581529581529,0.04647731091356544,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,recall,0.7494949494949494,0.07887847678931165,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,f1,0.92932679485525,0.04069577492051633,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,precision,0.9733150183150183,0.0202780008670567,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,recall,0.8901277584204413,0.05948824749987598,5,mcar
OriginalRFECA,0.2,SVC,LumA,f1,0.9127078223328008,0.016430414965705332,5,mcar
OriginalRFECA,0.2,SVC,LumA,precision,0.9071683772418119,0.030433554266961968,5,mcar
OriginalRFECA,0.2,SVC,LumA,recall,0.9199999999999999,0.03826598638851109,5,mcar
OriginalRFECA,0.2,SVC,LumB,f1,0.8637756484628888,0.027762753655572115,5,mcar
OriginalRFECA,0.2,SVC,LumB,precision,0.8448562670215937,0.047360606771271,5,mcar
OriginalRFECA,0.2,SVC,LumB,recall,0.8863157894736842,0.045519470127241356,5,mcar
OriginalRFECA,0.2,SVC,Her2,f1,0.7837373737373737,0.038226351561170435,5,mcar
OriginalRFECA,0.2,SVC,Her2,precision,0.8178036175710595,0.042532802091846234,5,mcar
OriginalRFECA,0.2,SVC,Her2,recall,0.7541414141414141,0.05210398274465515,5,mcar
OriginalRFECA,0.2,SVC,Basal,f1,0.9216938392898462,0.03262231261295214,5,mcar
OriginalRFECA,0.2,SVC,Basal,precision,0.9689769341132326,0.020734908898649287,5,mcar
OriginalRFECA,0.2,SVC,Basal,recall,0.8806039488966316,0.057969712454593536,5,mcar
OriginalRFECA,0.2,LogReg,LumA,f1,0.9147919880619364,0.01822545084640638,5,mcar
OriginalRFECA,0.2,LogReg,LumA,precision,0.9081199243623178,0.022445012413146805,5,mcar
OriginalRFECA,0.2,LogReg,LumA,recall,0.9228571428571428,0.039576843363414486,5,mcar
OriginalRFECA,0.2,LogReg,LumB,f1,0.8545833523431382,0.0325220197426229,5,mcar
OriginalRFECA,0.2,LogReg,LumB,precision,0.8669005506207469,0.03798599062705701,5,mcar
OriginalRFECA,0.2,LogReg,LumB,recall,0.8463157894736841,0.06682345367622686,5,mcar
OriginalRFECA,0.2,LogReg,Her2,f1,0.7300231773686673,0.04012812266252565,5,mcar
OriginalRFECA,0.2,LogReg,Her2,precision,0.7285247827108292,0.03521688616597142,5,mcar
OriginalRFECA,0.2,LogReg,Her2,recall,0.7319191919191919,0.04888095770043448,5,mcar
OriginalRFECA,0.2,LogReg,Basal,f1,0.9000527445150581,0.046912001685138316,5,mcar
OriginalRFECA,0.2,LogReg,Basal,precision,0.908037518037518,0.03362191813908195,5,mcar
OriginalRFECA,0.2,LogReg,Basal,recall,0.8948896631823461,0.07622711648367204,5,mcar
OriginalRFECA,0.2,RF,LumA,f1,0.8998855829301331,0.012575052469227459,5,mcar
OriginalRFECA,0.2,RF,LumA,precision,0.8719495248054148,0.030131301786153815,5,mcar
OriginalRFECA,0.2,RF,LumA,recall,0.9314285714285715,0.03592793239988368,5,mcar
OriginalRFECA,0.2,RF,LumB,f1,0.850203332341317,0.01881584133444625,5,mcar
OriginalRFECA,0.2,RF,LumB,precision,0.8487213306736561,0.043486626517469804,5,mcar
OriginalRFECA,0.2,RF,LumB,recall,0.8547368421052631,0.0467207179393098,5,mcar
OriginalRFECA,0.2,RF,Her2,f1,0.7709889716218641,0.045347120072575485,5,mcar
OriginalRFECA,0.2,RF,Her2,precision,0.8317413378587822,0.016901952566053865,5,mcar
OriginalRFECA,0.2,RF,Her2,recall,0.7227272727272728,0.08379425636799503,5,mcar
OriginalRFECA,0.2,RF,Basal,f1,0.9055447543869896,0.03311902799986159,5,mcar
OriginalRFECA,0.2,RF,Basal,precision,0.9693314366998578,0.04098834313273944,5,mcar
OriginalRFECA,0.2,RF,Basal,recall,0.8519163763066201,0.0537409305517272,5,mcar
OriginalRFECA,0.2,GB,LumA,f1,0.9122516408819304,0.01236799152457867,5,mcar
OriginalRFECA,0.2,GB,LumA,precision,0.8988673036629692,0.030898089448454763,5,mcar
OriginalRFECA,0.2,GB,LumA,recall,0.9271428571428573,0.02390457218668788,5,mcar
OriginalRFECA,0.2,GB,LumB,f1,0.8563107306293946,0.023844688286287385,5,mcar
OriginalRFECA,0.2,GB,LumB,precision,0.8471218715014885,0.030372737187363528,5,mcar
OriginalRFECA,0.2,GB,LumB,recall,0.8673684210526316,0.04564101766037645,5,mcar
OriginalRFECA,0.2,GB,Her2,f1,0.7575965884782374,0.0693000124666194,5,mcar
OriginalRFECA,0.2,GB,Her2,precision,0.7827024039789998,0.06752032429707978,5,mcar
OriginalRFECA,0.2,GB,Her2,recall,0.7404040404040403,0.09973436814543132,5,mcar
OriginalRFECA,0.2,GB,Basal,f1,0.9228969995636662,0.03381970817316448,5,mcar
OriginalRFECA,0.2,GB,Basal,precision,0.9843381843381843,0.014308408652289446,5,mcar
OriginalRFECA,0.2,GB,Basal,recall,0.8708478513356562,0.06198979588367232,5,mcar
