mechanism,missing_rate,method,metric,mean,std,ci95_low,ci95_high,n_replications
MCAR,0.1,RFECA-k5,rmse,2.0960004545578665,0.10626713941950118,2.019981522496379,2.172019386619354,10
MCAR,0.1,RFECA-k10,rmse,2.250653198847436,0.12810953296519018,2.1590091597201106,2.3422972379747615,10
MCAR,0.1,RFECA-k20,rmse,2.4792008052240244,0.1514385142023651,2.370868218259426,2.587533392188623,10
MCAR,0.1,MissForest,rmse,1.8333837943905078,0.12244785247441568,1.7457898775016574,1.9209777112793582,10
MCAR,0.2,Mean,rmse,2.7960689101501353,0.051950699767312945,2.758905618301579,2.8332322019986913,10
MCAR,0.2,KNN,rmse,2.0782866261679245,0.0684393669950665,2.029328052347743,2.127245199988106,10
MCAR,0.2,RFECA-k5,rmse,2.1743004675557405,0.09639749813375714,2.105341851547463,2.243259083564018,10
MCAR,0.2,RFECA-k10,rmse,2.3227051231032236,0.07282554879081402,2.270608863844611,2.374801382361836,10
MCAR,0.2,RFECA-k20,rmse,2.6260577692841762,0.12138776027428362,2.539222196671656,2.7128933418966965,10
MCAR,0.2,MissForest,rmse,1.8573458378272778,0.05092296742722417,1.8209177414056938,1.8937739342488618,10
MCAR,0.3,Mean,rmse,2.785821428510163,0.06502085802016538,2.739308308693299,2.8323345483270264,10
MCAR,0.3,KNN,rmse,2.1541714459240033,0.08054532937827494,2.0965527883095727,2.211790103538434,10
MCAR,0.3,RFECA-k5,rmse,2.320350083104958,0.06604842136650754,2.2731018887519663,2.3675982774579496,10
MCAR,0.3,RFECA-k10,rmse,2.5591873431285808,0.08342335439231574,2.4995098704447996,2.618864815812362,10
MCAR,0.3,RFECA-k20,rmse,2.825793539666974,0.08574679907143487,2.764453974786344,2.8871331045476043,10
MCAR,0.3,MissForest,rmse,1.925343403590792,0.08772870812679523,1.8625860663804041,1.9881007408011797,10
