dataset,mechanism,missing_rate,method,metric,n_replications,mean,std,median,iqr,ci95_low,ci95_high
CPTAC 2C,MAR,0.3,KNN,corr_mae_offdiag,10,0.10240558917202372,0.00351168602834385,0.10046735813934234,0.00379460578426892,0.09989348032004725,0.1049176980240002
CPTAC 2C,MAR,0.3,RFECA-k5,corr_mae_offdiag,10,0.11920531672637816,0.007454034708606886,0.11898822048142266,0.007928417496003232,0.1138730215202312,0.12453761193252512
CPTAC 2C,MAR,0.3,RFECA-k10,corr_mae_offdiag,10,0.13463577649290573,0.00666235921298685,0.13412757626330746,0.007625807767683318,0.1298698118198383,0.13940174116597315
CPTAC 2C,MAR,0.3,RFECA-k20,corr_mae_offdiag,10,0.15072690860469956,0.0069894064671092715,0.14861881522584014,0.009493419218455534,0.1457269884198169,0.15572682878958222
CPTAC 2C,MAR,0.3,MissForest,corr_mae_offdiag,10,0.08996595549399586,0.00303817514349595,0.09001741031109621,0.0016621726128241004,0.08779257592354761,0.0921393350644441
CPTAC 2C,MAR,0.05,Mean,corr_rv,10,0.9878405996994146,0.0009806288422509598,0.9876112926928791,0.0012843427564003251,0.9871391000849163,0.9885420993139129
CPTAC 2C,MAR,0.05,KNN,corr_rv,10,0.9943017860791958,0.0006072690677764203,0.99430405426996,0.0009433509233730542,0.9938673719577796,0.994736200200612
CPTAC 2C,MAR,0.05,RFECA-k5,corr_rv,10,0.9936628057456757,0.001268799622127964,0.9941062754632011,0.001188762653717701,0.9927551611736934,0.9945704503176579
CPTAC 2C,MAR,0.05,RFECA-k10,corr_rv,10,0.9922723901812829,0.0011674304113279653,0.9926241102999207,0.0017246563459526465,0.9914372607742993,0.9931075195882665
CPTAC 2C,MAR,0.05,RFECA-k20,corr_rv,10,0.9899348508292555,0.0020971811171869117,0.9906375737945562,0.003195091734140343,0.9884346178340045,0.9914350838245064
CPTAC 2C,MAR,0.05,MissForest,corr_rv,10,0.9953590366828836,0.0004821361548331581,0.9952249297097173,0.000451791136947044,0.9950141372549056,0.9957039361108616
CPTAC 2C,MAR,0.1,Mean,corr_rv,10,0.9767277308923916,0.0012155286077806437,0.9766477620876028,0.002115491421936677,0.9758581941084108,0.9775972676763725
CPTAC 2C,MAR,0.1,KNN,corr_rv,10,0.9881625295888018,0.000706483155142797,0.9881925213817284,0.0007125192809737113,0.9876571419848185,0.9886679171927851
CPTAC 2C,MAR,0.1,RFECA-k5,corr_rv,10,0.9867367373314815,0.001285020245733415,0.9866482812764855,0.0019695047553573986,0.985817489224384,0.987655985438579
CPTAC 2C,MAR,0.1,RFECA-k10,corr_rv,10,0.984118505000293,0.0015304697887395515,0.9840204609493126,0.002076283915665944,0.9830236728675387,0.9852133371330473
CPTAC 2C,MAR,0.1,RFECA-k20,corr_rv,10,0.9794746924902071,0.002680995364994831,0.9787920266698389,0.0039218084538936715,0.9775568239409828,0.9813925610394315
CPTAC 2C,MAR,0.1,MissForest,corr_rv,10,0.9902940253436092,0.0007926940387770645,0.9902293184967859,0.0006786431669850712,0.9897269661886483,0.9908610844985701
CPTAC 2C,MAR,0.2,Mean,corr_rv,10,0.948716014990462,0.0032540624173715066,0.9480094123620171,0.005470988623011097,0.9463881989677357,0.9510438310131882
CPTAC 2C,MAR,0.2,KNN,corr_rv,10,0.9767158685511621,0.002115113385258434,0.9767484539208645,0.0012265928289157957,0.9752028075841065,0.9782289295182177
CPTAC 2C,MAR,0.2,RFECA-k5,corr_rv,10,0.9718248027986197,0.003045499392272962,0.9723448985628234,0.0026006751296748787,0.9696461837762278,0.9740034218210116
CPTAC 2C,MAR,0.2,RFECA-k10,corr_rv,10,0.9663473544422615,0.0020918143154955316,0.9670737146300867,0.0027780921421002303,0.9648509606256634,0.9678437482588595
CPTAC 2C,MAR,0.2,RFECA-k20,corr_rv,10,0.9533145528376433,0.0028838056219242865,0.9528857946192241,0.004488442969186379,0.9512516025705228,0.9553775031047639
CPTAC 2C,MAR,0.2,MissForest,corr_rv,10,0.9819462641031208,0.001555081525750371,0.9816933016340472,0.0026686779339257782,0.9808338257943279,0.9830587024119137
CPTAC 2C,MAR,0.3,Mean,corr_rv,10,0.9116598357490139,0.0028909400515076643,0.9111688684153343,0.0036827627714504096,0.9095917818184207,0.913727889679607
CPTAC 2C,MAR,0.3,KNN,corr_rv,10,0.9633384089117574,0.002592476380226313,0.9638743769397056,0.0030108463222132675,0.9614838630295967,0.9651929547939181
CPTAC 2C,MAR,0.3,RFECA-k5,corr_rv,10,0.9463820415615005,0.009435153972602181,0.9489101579964943,0.006217170173158371,0.939632539008303,0.953131544114698
CPTAC 2C,MAR,0.3,RFECA-k10,corr_rv,10,0.9295804394756875,0.009823764798105301,0.9302216365566254,0.011250254009325,0.9225529414847313,0.9366079374666436
CPTAC 2C,MAR,0.3,RFECA-k20,corr_rv,10,0.9139264296406088,0.010440495317067163,0.9153263648210378,0.01464637550138026,0.9064577492137904,0.9213951100674271
CPTAC 2C,MAR,0.3,MissForest,corr_rv,10,0.9711386610011562,0.0021629447746959775,0.9713263498602394,0.0011409153681999351,0.9695913835193443,0.9726859384829681
CPTAC 2C,MAR,0.0,Mean,f1_macro,10,0.9062598753903103,0.0,0.9062598753903103,0.0,0.9062598753903103,0.9062598753903103
CPTAC 2C,MAR,0.0,KNN,f1_macro,10,0.9062598753903103,0.0,0.9062598753903103,0.0,0.9062598753903103,0.9062598753903103
CPTAC 2C,MAR,0.0,RFECA-k5,f1_macro,10,0.9062598753903103,0.0,0.9062598753903103,0.0,0.9062598753903103,0.9062598753903103
CPTAC 2C,MAR,0.0,RFECA-k10,f1_macro,10,0.9062598753903103,0.0,0.9062598753903103,0.0,0.9062598753903103,0.9062598753903103
CPTAC 2C,MAR,0.0,RFECA-k20,f1_macro,10,0.9062598753903103,0.0,0.9062598753903103,0.0,0.9062598753903103,0.9062598753903103
CPTAC 2C,MAR,0.0,MissForest,f1_macro,10,0.9062598753903103,0.0,0.9062598753903103,0.0,0.9062598753903103,0.9062598753903103
CPTAC 2C,MAR,0.05,Mean,f1_macro,10,0.9220299644799645,0.01861808347182112,0.9223240105305324,0.019737083568605263,0.908711389892459,0.9353485390674701
CPTAC 2C,MAR,0.05,KNN,f1_macro,10,0.9341653399740357,0.012679317930945582,0.9339578959687656,0.010050701110483784,0.9250951023291362,0.9432355776189353
CPTAC 2C,MAR,0.05,RFECA-k5,f1_macro,10,0.9190361160578551,0.010570284246157538,0.9200340299796823,0.008681065311499925,0.9114745902242933,0.9265976418914168
CPTAC 2C,MAR,0.05,RFECA-k10,f1_macro,10,0.9268685867272823,0.007574615030993056,0.9247908371821415,0.010212450592885447,0.9214500335547923,0.9322871398997724
CPTAC 2C,MAR,0.05,RFECA-k20,f1_macro,10,0.9232721252177776,0.013915002282758852,0.9233622657535702,0.020506658196875582,0.9133179322382085,0.9332263181973467
CPTAC 2C,MAR,0.05,MissForest,f1_macro,10,0.928858846467542,0.011746628034909647,0.9304265420569768,0.01585497835497829,0.9204558149809008,0.9372618779541833
CPTAC 2C,MAR,0.1,Mean,f1_macro,10,0.9116729847447239,0.022274348415368295,0.9106726727378901,0.016696083505866044,0.8957388757797935,0.9276070937096543
CPTAC 2C,MAR,0.1,KNN,f1_macro,10,0.9241778115604202,0.015857115495099,0.9257374256178603,0.022134034443817008,0.9128343144822267,0.9355213086386137
CPTAC 2C,MAR,0.1,RFECA-k5,f1_macro,10,0.919097001307871,0.023332819667990185,0.9198395384808429,0.028145515716167968,0.9024057076226061,0.9357882949931359
CPTAC 2C,MAR,0.1,RFECA-k10,f1_macro,10,0.9177577077511859,0.01848117210621455,0.9164218836718836,0.02376533189033192,0.9045370736545729,0.9309783418477989
CPTAC 2C,MAR,0.1,RFECA-k20,f1_macro,10,0.9192542916021177,0.018083845595968685,0.9176173162586208,0.027624105966497225,0.9063178877685343,0.9321906954357011
CPTAC 2C,MAR,0.1,MissForest,f1_macro,10,0.9260019545671719,0.014712825624030944,0.9268326842239887,0.023421560323734325,0.9154770331506793,0.9365268759836646
CPTAC 2C,MAR,0.2,Mean,f1_macro,10,0.8978391977587629,0.02057716030312312,0.9029398741355263,0.019366592344853273,0.8831191840306584,0.9125592114868674
CPTAC 2C,MAR,0.2,KNN,f1_macro,10,0.9283549399875486,0.020240693105584313,0.928349325794978,0.026629461721853098,0.913875620392836,0.9428342595822612
CPTAC 2C,MAR,0.2,RFECA-k5,f1_macro,10,0.904445165945166,0.019944055436797385,0.9045106644563168,0.03568562174540446,0.8901780481553913,0.9187122837349407
CPTAC 2C,MAR,0.2,RFECA-k10,f1_macro,10,0.9092047734873823,0.016295209856748878,0.9069990058250929,0.014622647883517415,0.8975478825821157,0.9208616643926488
CPTAC 2C,MAR,0.2,RFECA-k20,f1_macro,10,0.8932843813191639,0.02132181042425964,0.9003230223882398,0.03113737832216079,0.8780316769843725,0.9085370856539553
CPTAC 2C,MAR,0.2,MissForest,f1_macro,10,0.926764894525764,0.008780321188720373,0.9269279693736217,0.011520641194554204,0.9204838311267723,0.9330459579247558
CPTAC 2C,MAR,0.3,Mean,f1_macro,10,0.8735600879796532,0.02282670365288644,0.8710627910736607,0.02460771595554212,0.8572308478810151,0.8898893280782914
CPTAC 2C,MAR,0.3,KNN,f1_macro,10,0.8891159432355085,0.03268485016561387,0.8967867374171722,0.03876721466938848,0.8657346099489202,0.9124972765220968
CPTAC 2C,MAR,0.3,RFECA-k5,f1_macro,10,0.8902480753545972,0.02164069880730591,0.8902126014082536,0.028528805132065904,0.8747672520127597,0.9057288986964346
CPTAC 2C,MAR,0.3,RFECA-k10,f1_macro,10,0.8802132140806054,0.023016878236539844,0.8799779507931682,0.032795668100015773,0.8637479312802107,0.8966784968810001
CPTAC 2C,MAR,0.3,RFECA-k20,f1_macro,10,0.8738902317489273,0.024072425389952076,0.8752302938607286,0.029227993624732718,0.8566698560027616,0.8911106074950931
CPTAC 2C,MAR,0.3,MissForest,f1_macro,10,0.8960713607648392,0.024020991708823828,0.8905229613381787,0.034112604183256345,0.878887778457668,0.9132549430720104
CPTAC 2C,MAR,0.05,Mean,mae,10,2.260650559383484,0.11059930671042459,2.250216558583885,0.09926895030933824,2.1815325815326143,2.3397685372343537
CPTAC 2C,MAR,0.05,KNN,mae,10,1.5071751862253553,0.10418159602162243,1.4727310583404225,0.12290962725949295,1.4326481620362417,1.581702210414469
CPTAC 2C,MAR,0.05,RFECA-k5,mae,10,1.4628196775973736,0.11566420684486711,1.4444662390090892,0.19816155062747587,1.3800784884572785,1.5455608667374687
CPTAC 2C,MAR,0.05,RFECA-k10,mae,10,1.543249198004611,0.08614799857531985,1.5257846992384096,0.12611687488984225,1.481622632288205,1.6048757637210171
CPTAC 2C,MAR,0.05,RFECA-k20,mae,10,1.753037488865075,0.09772654070099242,1.745543040865254,0.15872072330304832,1.6831281330779968,1.8229468446521533
CPTAC 2C,MAR,0.05,MissForest,mae,10,1.3276857293781912,0.09917502906185241,1.303784221716087,0.12761379436652676,1.2567401874389537,1.3986312713174287
CPTAC 2C,MAR,0.1,Mean,mae,10,2.215074222484906,0.049227227269192195,2.2094202489933084,0.06958221825728472,2.179859185496102,2.25028925947371
CPTAC 2C,MAR,0.1,KNN,mae,10,1.5409863947777656,0.04311475880834061,1.5360558798939028,0.04268911590105895,1.5101439543149595,1.5718288352405716
CPTAC 2C,MAR,0.1,RFECA-k5,mae,10,1.5534778753284524,0.05266241380517833,1.5697560439441838,0.04529522042459,1.5158054539278332,1.5911502967290716
CPTAC 2C,MAR,0.1,RFECA-k10,mae,10,1.6791544634998048,0.0785745691337578,1.6906076902820453,0.12340960090663344,1.6229456028363016,1.735363324163308
CPTAC 2C,MAR,0.1,RFECA-k20,mae,10,1.9142686404497506,0.07413960706616804,1.9070097931429826,0.12481835793633955,1.8612323605290158,1.9673049203704855
CPTAC 2C,MAR,0.1,MissForest,mae,10,1.356877516972282,0.05101975289486127,1.3516728714781612,0.07274152787938726,1.320380184398026,1.393374849546538
CPTAC 2C,MAR,0.2,Mean,mae,10,2.2008366870276506,0.05071635943961653,2.207852785615274,0.054741007416098775,2.1645563890568305,2.2371169849984707
CPTAC 2C,MAR,0.2,KNN,mae,10,1.5363154009133635,0.049773496774179075,1.544633202646056,0.07994896663120676,1.500709586261646,1.571921215565081
CPTAC 2C,MAR,0.2,RFECA-k5,mae,10,1.6617103400013888,0.04798924375451545,1.6771409071434442,0.060862839760159826,1.6273809030692865,1.6960397769334912
CPTAC 2C,MAR,0.2,RFECA-k10,mae,10,1.7448952463913638,0.04345666466116493,1.7425588467754491,0.05730860619986977,1.713808221215548,1.7759822715671796
CPTAC 2C,MAR,0.2,RFECA-k20,mae,10,1.9996498827113225,0.03387743149888496,1.9977801513104734,0.044598516881448,1.975415428132047,2.023884337290598
CPTAC 2C,MAR,0.2,MissForest,mae,10,1.3882970126469758,0.052143366816819775,1.3908416607020642,0.07135305547967352,1.3509958950940022,1.4255981301999494
CPTAC 2C,MAR,0.3,Mean,mae,10,2.1694990485083534,0.030033431749316844,2.167099480220471,0.04575329944790907,2.148014425696481,2.1909836713202258
CPTAC 2C,MAR,0.3,KNN,mae,10,1.5592221859315223,0.05554514349312363,1.572243109067157,0.07125216475810192,1.5194875839405848,1.5989567879224598
CPTAC 2C,MAR,0.3,RFECA-k5,mae,10,1.7609613897022673,0.04764991233017786,1.7473608629040078,0.04445631338207123,1.726874695847978,1.7950480835565568
CPTAC 2C,MAR,0.3,RFECA-k10,mae,10,1.9278741299191942,0.04969810654433362,1.9152412491841044,0.07294650963577798,1.8923222461890392,1.963426013649349
CPTAC 2C,MAR,0.3,RFECA-k20,mae,10,2.140725326790544,0.05938064306068124,2.1403693848015335,0.10532099909692949,2.098246973696107,2.1832036798849814
CPTAC 2C,MAR,0.3,MissForest,mae,10,1.4131120409211384,0.02703861848430756,1.4124252580236911,0.034618170023096306,1.393769778460483,1.4324543033817938
CPTAC 2C,MAR,0.0,Mean,precision_macro,10,0.9549725274725274,0.0,0.9549725274725274,0.0,0.9549725274725274,0.9549725274725274
CPTAC 2C,MAR,0.0,KNN,precision_macro,10,0.9549725274725274,0.0,0.9549725274725274,0.0,0.9549725274725274,0.9549725274725274
CPTAC 2C,MAR,0.0,RFECA-k5,precision_macro,10,0.9549725274725274,0.0,0.9549725274725274,0.0,0.9549725274725274,0.9549725274725274
CPTAC 2C,MAR,0.0,RFECA-k10,precision_macro,10,0.9549725274725274,0.0,0.9549725274725274,0.0,0.9549725274725274,0.9549725274725274
