gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
NDC80,ok,44,22,CEP55|ANLN|CCNB1|PTTG1|NUF2|UBE2T|KIF2C|UBE2C|TYMS|EXO1|MLPH|CDC20|CCNE1|FOXA1|MKI67|RRM2|CXXC5|FOXC1|TMEM45B|MYBL2|KRT17|KRT14,1468.8896064,49
KRT14,ok,42,21,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|EGFR|ACTR3B|GPR160|MDM2|MKI67|CDC6|PTTG1|NUF2|CEP55|MYBL2|EXO1|CDC20|CCNE1|KIF2C,1287.7468479000017,49
KRT17,ok,8,4,KRT5|KRT14|FOXC1|CDH3,1198.7781837000002,49
KRT5,ok,48,24,KRT17|KRT14|SFRP1|FOXC1|CDH3|MIA|MLPH|EGFR|ACTR3B|PHGDH|SLC39A6|BCL2|KIF2C|ANLN|CEP55|NDC80|MDM2|BIRC5|MKI67|PTTG1|RRM2|CENPF|ORC6|UBE2T,1494.2796138999984,49
MAPT,ok,43,21,ESR1|MLPH|PGR|BCL2|MELK|SLC39A6|KIF2C|UBE2C|CXXC5|PTTG1|NDC80|FOXC1|MKI67|GRB7|TYMS|RRM2|CCNB1|ERBB2|BAG1|BLVRA|MMP11,916.3829724000025,49
MDM2,ok,36,18,SLC39A6|SFRP1|KRT5|RRM2|TYMS|CXXC5|MLPH|FOXA1|GRB7|BCL2|MMP11|PTTG1|MIA|CDC6|UBE2C|CCNB1|UBE2T|NDC80,1946.6387584999975,49
MELK,ok,48,24,CEP55|UBE2C|EXO1|ANLN|KIF2C|CDC20|UBE2T|CCNE1|TYMS|MKI67|RRM2|CCNB1|ESR1|NAT1|SLC39A6|EGFR|CXXC5|GPR160|MYC|KRT5|SFRP1|ORC6|BAG1|KRT14,1394.5618978999992,49
MIA,ok,48,24,FOXA1|SFRP1|KRT5|ACTR3B|KRT14|CDH3|EGFR|CXXC5|CCNE1|ANLN|NDC80|KIF2C|TYMS|EXO1|BIRC5|CDC20|BCL2|NUF2|ERBB2|MMP11|MYBL2|RRM2|GRB7|MDM2,1405.4808041000033,49
MKI67,ok,49,24,CEP55|KIF2C|CENPF|MELK|PTTG1|NDC80|CCNB1|TYMS|MLPH|MAPT|GPR160|ACTR3B|FOXC1|RRM2|BCL2|ORC6|MIA|KRT5|GRB7|TMEM45B|MMP11|MYC|KRT17|ERBB2,1444.5463662999973,49
MLPH,ok,47,23,FOXA1|CCNE1|ANLN|NDC80|MELK|CXXC5|CEP55|KIF2C|GPR160|EXO1|CDC20|PTTG1|UBE2C|UBE2T|MKI67|MYC|CENPF|CCNB1|TMEM45B|MYBL2|BAG1|MDM2|ORC6,1075.069340799997,49
MMP11,ok,42,21,BAG1|SFRP1|NDC80|NUF2|MIA|CXXC5|BCL2|MAPT|MKI67|MDM2|CDH3|CCNB1|KIF2C|GPR160|RRM2|CEP55|MLPH|CCNE1|MELK|ANLN|PTTG1,746.8526197000028,49
MYBL2,ok,33,16,NUF2|CCNB1|UBE2C|CEP55|NDC80|MIA|KIF2C|RRM2|KRT14|CDC20|EXO1|PTTG1|CDC6|UBE2T|MKI67|MDM2,1536.4257523999986,49
MYC,ok,49,24,TYMS|TMEM45B|ACTR3B|SFRP1|RRM2|FOXC1|MELK|MIA|GPR160|CXXC5|ERBB2|UBE2T|NDC80|PTTG1|NAT1|ORC6|CCNE1|GRB7|MAPT|MKI67|CDC6|PHGDH|CENPF|BCL2,951.7563253000008,49
NAT1,ok,48,24,ESR1|CDC20|SLC39A6|MAPT|UBE2C|BIRC5|CEP55|PGR|MELK|EXO1|GPR160|GRB7|CXXC5|CCNB1|UBE2T|BLVRA|CDC6|MYC|NUF2|ORC6|ERBB2|TMEM45B|BAG1|MMP11,801.7085262,49
ORC6,ok,46,23,CDC20|SLC39A6|MKI67|KIF2C|TMEM45B|GPR160|CCNB1|PGR|EXO1|ERBB2|CEP55|KRT5|GRB7|NUF2|FOXA1|MELK|PTTG1|MLPH|NDC80|BCL2|MIA|ANLN|ESR1,1195.4060197,49
PGR,ok,48,24,MAPT|NAT1|MELK|KIF2C|CDC20|BIRC5|PTTG1|CEP55|EXO1|FOXC1|ANLN|MKI67|RRM2|BLVRA|NDC80|KRT5|ERBB2|GPR160|MIA|KRT17|ORC6|MYC|MYBL2|MDM2,949.0312424999975,49
PHGDH,ok,39,19,EXO1|FOXA1|KIF2C|ESR1|MLPH|BCL2|EGFR|ACTR3B|CXXC5|MKI67|PTTG1|KRT5|MIA|UBE2T|GPR160|RRM2|TYMS|BAG1|CCNB1,784.7639345999996,49
PTTG1,ok,47,23,UBE2C|CEP55|KIF2C|CDC20|EXO1|UBE2T|NDC80|CCNB1|TYMS|MKI67|CCNE1|RRM2|NUF2|MLPH|FOXA1|PHGDH|SLC39A6|ACTR3B|MYC|CXXC5|MYBL2|MDM2|ORC6,1237.0665511000007,49
RRM2,ok,49,24,TYMS|MELK|UBE2T|ANLN|BCL2|KIF2C|BIRC5|NDC80|ESR1|NUF2|MKI67|EGFR|CENPF|FOXA1|TMEM45B|MDM2|ORC6|MYBL2|KRT5|SLC39A6|GPR160|BAG1|BLVRA|KRT17,1126.127177899998,49
SFRP1,ok,35,17,KRT5|FOXC1|KRT17|KRT14|MIA|FOXA1|EGFR|ESR1|MYC|CCNE1|TMEM45B|MDM2|MMP11|MELK|KIF2C|BAG1|CDC20,950.8909420000018,49
SLC39A6,ok,49,24,ESR1|BCL2|NAT1|CDC20|MLPH|EGFR|FOXC1|FGFR4|MELK|UBE2C|PTTG1|MKI67|BAG1|BLVRA|ACTR3B|KRT5|MDM2|TMEM45B|ORC6|CCNB1|UBE2T|TYMS|RRM2|MYC,742.1178289000018,49
TMEM45B,ok,42,21,MYC|FGFR4|GRB7|MLPH|UBE2T|FOXA1|SLC39A6|NDC80|RRM2|MELK|KRT5|ORC6|UBE2C|CEP55|MKI67|KIF2C|CXXC5|ESR1|CDC6|CCNB1|CDC20,972.2033713000019,49
TYMS,ok,42,21,MELK|PTTG1|UBE2T|UBE2C|NDC80|ANLN|EXO1|RRM2|CCNE1|CCNB1|CENPF|NUF2|MYC|ESR1|MIA|GPR160|EGFR|CXXC5|BCL2|MDM2|SLC39A6,910.276814599998,49
UBE2C,ok,48,24,PTTG1|KIF2C|CEP55|CDC20|MELK|EXO1|BIRC5|CENPF|UBE2T|CCNE1|CCNB1|NDC80|TYMS|NUF2|RRM2|FOXA1|BCL2|ESR1|PGR|GRB7|FOXC1|ORC6|MYBL2|CXXC5,908.0496508000033,49
UBE2T,ok,41,20,PTTG1|EXO1|MELK|CEP55|UBE2C|ANLN|NDC80|TYMS|CENPF|KIF2C|NUF2|CDC20|RRM2|MKI67|CDC6|FOXA1|CXXC5|TMEM45B|PGR|GPR160,803.6703639000007,49
