imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.2,EnsembleSoft,LumA,f1,0.9142775493422264,0.006938212140959861,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumA,precision,0.899564430550682,0.014554540530859361,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumA,recall,0.9299999999999999,0.021665358411575866,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,f1,0.8629676401510062,0.03113781967192448,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,precision,0.8577294172302077,0.03671803814180602,5,mcar
OriginalRFECA,0.2,EnsembleSoft,LumB,recall,0.8694736842105263,0.04378238809070612,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,f1,0.7830415937317662,0.028506885187622358,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,precision,0.8126761517615175,0.04613276663232105,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Her2,recall,0.7585858585858586,0.05081721708325361,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,f1,0.9220157301902002,0.04009734166389437,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,precision,0.9637960755547406,0.028952746623103813,5,mcar
OriginalRFECA,0.2,EnsembleSoft,Basal,recall,0.8852497096399535,0.06145846097553207,5,mcar
OriginalRFECA,0.2,SVC,LumA,f1,0.9149997385177475,0.015818461308831196,5,mcar
OriginalRFECA,0.2,SVC,LumA,precision,0.9079432493718207,0.0336881100699114,5,mcar
OriginalRFECA,0.2,SVC,LumA,recall,0.9242857142857144,0.04152697672499611,5,mcar
OriginalRFECA,0.2,SVC,LumB,f1,0.85805415177007,0.031276266780876444,5,mcar
OriginalRFECA,0.2,SVC,LumB,precision,0.8468484987244661,0.05038273909486204,5,mcar
OriginalRFECA,0.2,SVC,LumB,recall,0.8736842105263157,0.06271776467269992,5,mcar
OriginalRFECA,0.2,SVC,Her2,f1,0.8015517127145033,0.03911567968710221,5,mcar
OriginalRFECA,0.2,SVC,Her2,precision,0.8357298027287422,0.0651205096763087,5,mcar
OriginalRFECA,0.2,SVC,Her2,recall,0.7722222222222223,0.03726779962499651,5,mcar
OriginalRFECA,0.2,SVC,Basal,f1,0.9324959123548604,0.03644493165759447,5,mcar
OriginalRFECA,0.2,SVC,Basal,precision,0.968882634980196,0.022345659073699297,5,mcar
