stage,imputer,missing_rate,replicate,fold,rmse,mae,n_masked_test_values,n_eligible_cells,n_artificially_masked_cells,n_legacy_imputed_cells_in_cohort,n_legacy_imputed_cells_in_metric_target,target_cell_policy,n_train,n_test,degenerate_constant_preds,seed
imputation,RFECA_SVR(k=10),0.0,0,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1042
imputation,RFECA_SVR(k=20),0.0,0,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1042
imputation,RFECA_SVR(k=20),0.0,0,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1042
imputation,RFECA_SVR(k=20),0.0,0,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1042
imputation,RFECA_SVR(k=20),0.0,0,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1042
imputation,RFECA_SVR(k=20),0.0,0,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1042
imputation,SimpleMean,0.0,1,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1043
imputation,SimpleMean,0.0,1,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1043
imputation,SimpleMean,0.0,1,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,SimpleMean,0.0,1,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,SimpleMean,0.0,1,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,"KNN(k=5,dist)",0.0,1,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1043
imputation,"KNN(k=5,dist)",0.0,1,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1043
imputation,"KNN(k=5,dist)",0.0,1,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,"KNN(k=5,dist)",0.0,1,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,"KNN(k=5,dist)",0.0,1,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,RFECA_SVR(k=5),0.0,1,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1043
imputation,RFECA_SVR(k=5),0.0,1,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1043
imputation,RFECA_SVR(k=5),0.0,1,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,RFECA_SVR(k=5),0.0,1,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,RFECA_SVR(k=5),0.0,1,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,RFECA_SVR(k=10),0.0,1,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1043
imputation,RFECA_SVR(k=10),0.0,1,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1043
imputation,RFECA_SVR(k=10),0.0,1,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,RFECA_SVR(k=10),0.0,1,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,RFECA_SVR(k=10),0.0,1,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,RFECA_SVR(k=20),0.0,1,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1043
imputation,RFECA_SVR(k=20),0.0,1,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1043
imputation,RFECA_SVR(k=20),0.0,1,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,RFECA_SVR(k=20),0.0,1,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,RFECA_SVR(k=20),0.0,1,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1043
imputation,SimpleMean,0.0,2,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1044
imputation,SimpleMean,0.0,2,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1044
imputation,SimpleMean,0.0,2,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,SimpleMean,0.0,2,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,SimpleMean,0.0,2,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,"KNN(k=5,dist)",0.0,2,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1044
imputation,"KNN(k=5,dist)",0.0,2,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1044
imputation,"KNN(k=5,dist)",0.0,2,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,"KNN(k=5,dist)",0.0,2,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,"KNN(k=5,dist)",0.0,2,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,RFECA_SVR(k=5),0.0,2,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1044
imputation,RFECA_SVR(k=5),0.0,2,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1044
imputation,RFECA_SVR(k=5),0.0,2,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,RFECA_SVR(k=5),0.0,2,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,RFECA_SVR(k=5),0.0,2,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,RFECA_SVR(k=10),0.0,2,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1044
imputation,RFECA_SVR(k=10),0.0,2,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1044
imputation,RFECA_SVR(k=10),0.0,2,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,RFECA_SVR(k=10),0.0,2,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,RFECA_SVR(k=10),0.0,2,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,RFECA_SVR(k=20),0.0,2,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1044
imputation,RFECA_SVR(k=20),0.0,2,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1044
imputation,RFECA_SVR(k=20),0.0,2,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,RFECA_SVR(k=20),0.0,2,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,RFECA_SVR(k=20),0.0,2,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1044
imputation,SimpleMean,0.0,3,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1045
imputation,SimpleMean,0.0,3,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1045
imputation,SimpleMean,0.0,3,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,SimpleMean,0.0,3,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,SimpleMean,0.0,3,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,"KNN(k=5,dist)",0.0,3,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1045
imputation,"KNN(k=5,dist)",0.0,3,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1045
imputation,"KNN(k=5,dist)",0.0,3,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,"KNN(k=5,dist)",0.0,3,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,"KNN(k=5,dist)",0.0,3,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,RFECA_SVR(k=5),0.0,3,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1045
imputation,RFECA_SVR(k=5),0.0,3,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1045
imputation,RFECA_SVR(k=5),0.0,3,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,RFECA_SVR(k=5),0.0,3,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,RFECA_SVR(k=5),0.0,3,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,RFECA_SVR(k=10),0.0,3,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1045
imputation,RFECA_SVR(k=10),0.0,3,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1045
imputation,RFECA_SVR(k=10),0.0,3,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,RFECA_SVR(k=10),0.0,3,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,RFECA_SVR(k=10),0.0,3,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,RFECA_SVR(k=20),0.0,3,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1045
imputation,RFECA_SVR(k=20),0.0,3,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1045
imputation,RFECA_SVR(k=20),0.0,3,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,RFECA_SVR(k=20),0.0,3,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,RFECA_SVR(k=20),0.0,3,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1045
imputation,SimpleMean,0.0,4,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1046
imputation,SimpleMean,0.0,4,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1046
imputation,SimpleMean,0.0,4,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,SimpleMean,0.0,4,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,SimpleMean,0.0,4,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,"KNN(k=5,dist)",0.0,4,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1046
imputation,"KNN(k=5,dist)",0.0,4,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1046
imputation,"KNN(k=5,dist)",0.0,4,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,"KNN(k=5,dist)",0.0,4,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,"KNN(k=5,dist)",0.0,4,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,RFECA_SVR(k=5),0.0,4,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1046
imputation,RFECA_SVR(k=5),0.0,4,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1046
imputation,RFECA_SVR(k=5),0.0,4,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,RFECA_SVR(k=5),0.0,4,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,RFECA_SVR(k=5),0.0,4,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,RFECA_SVR(k=10),0.0,4,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1046
imputation,RFECA_SVR(k=10),0.0,4,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1046
imputation,RFECA_SVR(k=10),0.0,4,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,RFECA_SVR(k=10),0.0,4,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,RFECA_SVR(k=10),0.0,4,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,RFECA_SVR(k=20),0.0,4,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1046
imputation,RFECA_SVR(k=20),0.0,4,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1046
imputation,RFECA_SVR(k=20),0.0,4,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,RFECA_SVR(k=20),0.0,4,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,RFECA_SVR(k=20),0.0,4,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1046
imputation,SimpleMean,0.0,5,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1047
imputation,SimpleMean,0.0,5,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1047
imputation,SimpleMean,0.0,5,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,SimpleMean,0.0,5,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,SimpleMean,0.0,5,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,"KNN(k=5,dist)",0.0,5,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1047
imputation,"KNN(k=5,dist)",0.0,5,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1047
imputation,"KNN(k=5,dist)",0.0,5,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,"KNN(k=5,dist)",0.0,5,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,"KNN(k=5,dist)",0.0,5,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,RFECA_SVR(k=5),0.0,5,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1047
imputation,RFECA_SVR(k=5),0.0,5,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1047
imputation,RFECA_SVR(k=5),0.0,5,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,RFECA_SVR(k=5),0.0,5,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,RFECA_SVR(k=5),0.0,5,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,RFECA_SVR(k=10),0.0,5,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1047
imputation,RFECA_SVR(k=10),0.0,5,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1047
imputation,RFECA_SVR(k=10),0.0,5,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,RFECA_SVR(k=10),0.0,5,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,RFECA_SVR(k=10),0.0,5,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,RFECA_SVR(k=20),0.0,5,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1047
imputation,RFECA_SVR(k=20),0.0,5,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1047
imputation,RFECA_SVR(k=20),0.0,5,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,RFECA_SVR(k=20),0.0,5,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,RFECA_SVR(k=20),0.0,5,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1047
imputation,SimpleMean,0.0,6,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1048
imputation,SimpleMean,0.0,6,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1048
imputation,SimpleMean,0.0,6,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,SimpleMean,0.0,6,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,SimpleMean,0.0,6,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,"KNN(k=5,dist)",0.0,6,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1048
imputation,"KNN(k=5,dist)",0.0,6,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1048
imputation,"KNN(k=5,dist)",0.0,6,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,"KNN(k=5,dist)",0.0,6,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,"KNN(k=5,dist)",0.0,6,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,RFECA_SVR(k=5),0.0,6,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1048
imputation,RFECA_SVR(k=5),0.0,6,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1048
imputation,RFECA_SVR(k=5),0.0,6,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,RFECA_SVR(k=5),0.0,6,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,RFECA_SVR(k=5),0.0,6,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,RFECA_SVR(k=10),0.0,6,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1048
imputation,RFECA_SVR(k=10),0.0,6,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1048
imputation,RFECA_SVR(k=10),0.0,6,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,RFECA_SVR(k=10),0.0,6,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,RFECA_SVR(k=10),0.0,6,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,RFECA_SVR(k=20),0.0,6,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1048
imputation,RFECA_SVR(k=20),0.0,6,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1048
imputation,RFECA_SVR(k=20),0.0,6,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,RFECA_SVR(k=20),0.0,6,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,RFECA_SVR(k=20),0.0,6,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1048
imputation,SimpleMean,0.0,7,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1049
imputation,SimpleMean,0.0,7,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1049
imputation,SimpleMean,0.0,7,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,SimpleMean,0.0,7,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,SimpleMean,0.0,7,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,"KNN(k=5,dist)",0.0,7,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1049
imputation,"KNN(k=5,dist)",0.0,7,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1049
imputation,"KNN(k=5,dist)",0.0,7,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,"KNN(k=5,dist)",0.0,7,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,"KNN(k=5,dist)",0.0,7,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,RFECA_SVR(k=5),0.0,7,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1049
imputation,RFECA_SVR(k=5),0.0,7,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1049
imputation,RFECA_SVR(k=5),0.0,7,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,RFECA_SVR(k=5),0.0,7,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,RFECA_SVR(k=5),0.0,7,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,RFECA_SVR(k=10),0.0,7,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1049
imputation,RFECA_SVR(k=10),0.0,7,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1049
imputation,RFECA_SVR(k=10),0.0,7,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,RFECA_SVR(k=10),0.0,7,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,RFECA_SVR(k=10),0.0,7,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,RFECA_SVR(k=20),0.0,7,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1049
imputation,RFECA_SVR(k=20),0.0,7,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1049
imputation,RFECA_SVR(k=20),0.0,7,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,RFECA_SVR(k=20),0.0,7,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,RFECA_SVR(k=20),0.0,7,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1049
imputation,SimpleMean,0.0,8,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1050
imputation,SimpleMean,0.0,8,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1050
imputation,SimpleMean,0.0,8,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,SimpleMean,0.0,8,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,SimpleMean,0.0,8,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,"KNN(k=5,dist)",0.0,8,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1050
imputation,"KNN(k=5,dist)",0.0,8,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1050
imputation,"KNN(k=5,dist)",0.0,8,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,"KNN(k=5,dist)",0.0,8,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,"KNN(k=5,dist)",0.0,8,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,RFECA_SVR(k=5),0.0,8,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1050
imputation,RFECA_SVR(k=5),0.0,8,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1050
imputation,RFECA_SVR(k=5),0.0,8,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,RFECA_SVR(k=5),0.0,8,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,RFECA_SVR(k=5),0.0,8,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,RFECA_SVR(k=10),0.0,8,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1050
imputation,RFECA_SVR(k=10),0.0,8,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1050
imputation,RFECA_SVR(k=10),0.0,8,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,RFECA_SVR(k=10),0.0,8,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,RFECA_SVR(k=10),0.0,8,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,RFECA_SVR(k=20),0.0,8,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1050
imputation,RFECA_SVR(k=20),0.0,8,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1050
imputation,RFECA_SVR(k=20),0.0,8,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,RFECA_SVR(k=20),0.0,8,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,RFECA_SVR(k=20),0.0,8,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1050
imputation,SimpleMean,0.0,9,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1051
imputation,SimpleMean,0.0,9,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1051
imputation,SimpleMean,0.0,9,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,SimpleMean,0.0,9,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,SimpleMean,0.0,9,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,"KNN(k=5,dist)",0.0,9,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1051
imputation,"KNN(k=5,dist)",0.0,9,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1051
imputation,"KNN(k=5,dist)",0.0,9,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,"KNN(k=5,dist)",0.0,9,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,"KNN(k=5,dist)",0.0,9,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,RFECA_SVR(k=5),0.0,9,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1051
imputation,RFECA_SVR(k=5),0.0,9,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1051
imputation,RFECA_SVR(k=5),0.0,9,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,RFECA_SVR(k=5),0.0,9,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,RFECA_SVR(k=5),0.0,9,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,RFECA_SVR(k=10),0.0,9,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1051
imputation,RFECA_SVR(k=10),0.0,9,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1051
imputation,RFECA_SVR(k=10),0.0,9,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,RFECA_SVR(k=10),0.0,9,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,RFECA_SVR(k=10),0.0,9,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,RFECA_SVR(k=20),0.0,9,1,,,0,5804,0,46,0,originally_observed_only,93,24,False,1051
imputation,RFECA_SVR(k=20),0.0,9,2,,,0,5804,0,46,0,originally_observed_only,93,24,False,1051
imputation,RFECA_SVR(k=20),0.0,9,3,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,RFECA_SVR(k=20),0.0,9,4,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,RFECA_SVR(k=20),0.0,9,5,,,0,5804,0,46,0,originally_observed_only,94,23,False,1051
imputation,SimpleMean,0.05,0,1,2.389148085368367,1.7720921969614913,49,5804,290,46,0,originally_observed_only,93,24,False,1047
imputation,SimpleMean,0.05,0,2,3.361824097089668,2.579717209600599,53,5804,290,46,0,originally_observed_only,93,24,False,1047
imputation,SimpleMean,0.05,0,3,3.1960334897233404,2.199117833244873,59,5804,290,46,0,originally_observed_only,94,23,False,1047
imputation,SimpleMean,0.05,0,4,3.460103736254831,2.4748980301116217,69,5804,290,46,0,originally_observed_only,94,23,False,1047
