stage,imputer,missing_rate,replicate,fold,n_train,n_test,train_test_overlap,imputer_object_id,correlation_source,has_corr_csv_path
classification,RFECA_SVR(k=20),0.2,0,3,94,23,0,1866595854256,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,0,4,94,23,0,1866596224144,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,0,5,94,23,0,1866596561232,training_fold_X.corr(),False
imputation,SimpleMean,0.2,1,1,93,24,0,1866472076080,n/a,False
imputation,SimpleMean,0.2,1,2,93,24,0,1866472076256,n/a,False
imputation,SimpleMean,0.2,1,3,94,23,0,1866472067984,n/a,False
imputation,SimpleMean,0.2,1,4,94,23,0,1866472075024,n/a,False
imputation,SimpleMean,0.2,1,5,94,23,0,1866472074672,n/a,False
imputation,"KNN(k=5,dist)",0.2,1,1,93,24,0,1866578327312,n/a,False
imputation,"KNN(k=5,dist)",0.2,1,2,93,24,0,1866493694736,n/a,False
imputation,"KNN(k=5,dist)",0.2,1,3,94,23,0,1866410168144,n/a,False
imputation,"KNN(k=5,dist)",0.2,1,4,94,23,0,1866596308880,n/a,False
imputation,"KNN(k=5,dist)",0.2,1,5,94,23,0,1866596626320,n/a,False
imputation,RFECA_SVR(k=5),0.2,1,1,93,24,0,1866596561008,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.2,1,2,93,24,0,1866596560560,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.2,1,3,94,23,0,1866596560784,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.2,1,4,94,23,0,1866596930896,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.2,1,5,94,23,0,1866596931568,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.2,1,1,93,24,0,1866596931792,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.2,1,2,93,24,0,1866596931120,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.2,1,3,94,23,0,1866596932016,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.2,1,4,94,23,0,1866596932240,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.2,1,5,94,23,0,1866596932464,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.2,1,1,93,24,0,1866596932912,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.2,1,2,93,24,0,1866596933136,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.2,1,3,94,23,0,1866596933360,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.2,1,4,94,23,0,1866596933584,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.2,1,5,94,23,0,1866596933808,training_fold_X.corr(),False
classification,SimpleMean,0.2,1,1,93,24,0,1866472075728,n/a,False
classification,SimpleMean,0.2,1,2,93,24,0,1866472078368,n/a,False
classification,SimpleMean,0.2,1,3,94,23,0,1866472078720,n/a,False
classification,SimpleMean,0.2,1,4,94,23,0,1866472077312,n/a,False
classification,SimpleMean,0.2,1,5,94,23,0,1866472074144,n/a,False
classification,"KNN(k=5,dist)",0.2,1,1,93,24,0,1866596626896,n/a,False
classification,"KNN(k=5,dist)",0.2,1,2,93,24,0,1866598558864,n/a,False
classification,"KNN(k=5,dist)",0.2,1,3,94,23,0,1866598892944,n/a,False
classification,"KNN(k=5,dist)",0.2,1,4,94,23,0,1866599177808,n/a,False
classification,"KNN(k=5,dist)",0.2,1,5,94,23,0,1866599495440,n/a,False
classification,RFECA_SVR(k=5),0.2,1,1,93,24,0,1866616998160,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.2,1,2,93,24,0,1866617302032,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.2,1,3,94,23,0,1866617655536,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.2,1,4,94,23,0,1866617992624,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.2,1,5,94,23,0,1866618314032,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.2,1,1,93,24,0,1866618682544,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.2,1,2,93,24,0,1866619004176,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.2,1,3,94,23,0,1866635922128,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.2,1,4,94,23,0,1866636276048,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.2,1,5,94,23,0,1866636626640,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,1,1,93,24,0,1866636930736,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,1,2,93,24,0,1866637268080,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,1,3,94,23,0,1866637589232,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,1,4,94,23,0,1866637926128,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,1,5,94,23,0,1866638296016,training_fold_X.corr(),False
imputation,SimpleMean,0.2,2,1,93,24,0,1866618342928,n/a,False
imputation,SimpleMean,0.2,2,2,93,24,0,1866618351200,n/a,False
imputation,SimpleMean,0.2,2,3,94,23,0,1866618351024,n/a,False
imputation,SimpleMean,0.2,2,4,94,23,0,1866618351552,n/a,False
imputation,SimpleMean,0.2,2,5,94,23,0,1866618351376,n/a,False
imputation,"KNN(k=5,dist)",0.2,2,1,93,24,0,1866636695824,n/a,False
imputation,"KNN(k=5,dist)",0.2,2,2,93,24,0,1866535351504,n/a,False
imputation,"KNN(k=5,dist)",0.2,2,3,94,23,0,1866451874064,n/a,False
imputation,"KNN(k=5,dist)",0.2,2,4,94,23,0,1866638031184,n/a,False
imputation,"KNN(k=5,dist)",0.2,2,5,94,23,0,1866638381456,n/a,False
imputation,RFECA_SVR(k=5),0.2,2,1,93,24,0,1866638634896,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.2,2,2,93,24,0,1866638633104,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.2,2,3,94,23,0,1866638632432,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.2,2,4,94,23,0,1866638633328,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.2,2,5,94,23,0,1866638633552,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.2,2,1,93,24,0,1866638633776,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.2,2,2,93,24,0,1866638634000,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.2,2,3,94,23,0,1866638634224,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.2,2,4,94,23,0,1866638634448,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.2,2,5,94,23,0,1866638634672,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.2,2,1,93,24,0,1866638635120,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.2,2,2,93,24,0,1866638635344,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.2,2,3,94,23,0,1866638632656,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.2,2,4,94,23,0,1866638635568,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.2,2,5,94,23,0,1866638635792,training_fold_X.corr(),False
classification,SimpleMean,0.2,2,1,93,24,0,1866618351904,n/a,False
classification,SimpleMean,0.2,2,2,93,24,0,1866618342576,n/a,False
classification,SimpleMean,0.2,2,3,94,23,0,1866618339760,n/a,False
classification,SimpleMean,0.2,2,4,94,23,0,1866618343984,n/a,False
classification,SimpleMean,0.2,2,5,94,23,0,1866618344336,n/a,False
classification,"KNN(k=5,dist)",0.2,2,1,93,24,0,1866638381840,n/a,False
classification,"KNN(k=5,dist)",0.2,2,2,93,24,0,1866640281232,n/a,False
classification,"KNN(k=5,dist)",0.2,2,3,94,23,0,1866640615248,n/a,False
classification,"KNN(k=5,dist)",0.2,2,4,94,23,0,1866657775696,n/a,False
classification,"KNN(k=5,dist)",0.2,2,5,94,23,0,1866657831184,n/a,False
classification,RFECA_SVR(k=5),0.2,2,1,93,24,0,1866658732240,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.2,2,2,93,24,0,1866659068880,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.2,2,3,94,23,0,1866659406000,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.2,2,4,94,23,0,1866659743344,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.2,2,5,94,23,0,1866660048112,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.2,2,1,93,24,0,1866660385008,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.2,2,2,93,24,0,1866660721872,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.2,2,3,94,23,0,1866677639824,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.2,2,4,94,23,0,1866677960080,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.2,2,5,94,23,0,1866678297872,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,2,1,93,24,0,1866678651376,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,2,2,93,24,0,1866679004848,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,2,3,94,23,0,1866679342640,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,2,4,94,23,0,1866679679280,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.2,2,5,94,23,0,1866680016400,training_fold_X.corr(),False
imputation,SimpleMean,0.2,3,1,93,24,0,1864570708128,n/a,False
imputation,SimpleMean,0.2,3,2,93,24,0,1866618347152,n/a,False
imputation,SimpleMean,0.2,3,3,94,23,0,1866618348032,n/a,False
imputation,SimpleMean,0.2,3,4,94,23,0,1866618346976,n/a,False
imputation,SimpleMean,0.2,3,5,94,23,0,1866618348384,n/a,False
imputation,"KNN(k=5,dist)",0.2,3,1,93,24,0,1866678401744,n/a,False
imputation,"KNN(k=5,dist)",0.2,3,2,93,24,0,1866390192400,n/a,False
