stage,imputer,missing_rate,replicate,seed,fold,rmse,mae,n_masked_test_values,input_protocol,evaluation_protocol,svr_coverage,fallback_rate,fit_seconds,transform_seconds,n_rfe_fits_total,n_svr_fits_total,n_predictor_nans_at_impute,n_gene_workers
imputation,OriginalRFECA,0.3,3,3300051,0,0.623232086156557,0.41213198367947007,24120,target_wise_complete_predictors,repeated_mask_holdout,1.0,0.0,3497.6247723999986,0.34457149999798276,12300,12300,0,16
