imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.3,EnsembleSoft,LumA,f1,0.9132365631600315,0.01997111695992776,5,mcar
OriginalRFECA,0.3,EnsembleSoft,LumA,precision,0.9080625246290893,0.026176227554736885,5,mcar
OriginalRFECA,0.3,EnsembleSoft,LumA,recall,0.9200000000000002,0.04207621850006613,5,mcar
OriginalRFECA,0.3,EnsembleSoft,LumB,f1,0.8729936305548074,0.018466292893434544,5,mcar
OriginalRFECA,0.3,EnsembleSoft,LumB,precision,0.8538707005504549,0.04105361145005582,5,mcar
OriginalRFECA,0.3,EnsembleSoft,LumB,recall,0.8947368421052632,0.026836944808383084,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Her2,f1,0.8045757912832439,0.051144577672301496,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Her2,precision,0.8461032184869394,0.04279830137430938,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Her2,recall,0.7718181818181818,0.08760581078826332,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Basal,f1,0.9372926843874048,0.03161086500099983,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Basal,precision,0.9745233628160458,0.017341521729825917,5,mcar
OriginalRFECA,0.3,EnsembleSoft,Basal,recall,0.9045296167247387,0.058085944901678836,5,mcar
OriginalRFECA,0.3,SVC,LumA,f1,0.9141447482613222,0.020904659796237884,5,mcar
OriginalRFECA,0.3,SVC,LumA,precision,0.91258236709722,0.01914787105029655,5,mcar
OriginalRFECA,0.3,SVC,LumA,recall,0.917142857142857,0.04590362575159894,5,mcar
OriginalRFECA,0.3,SVC,LumB,f1,0.864055236590495,0.02088541184209774,5,mcar
OriginalRFECA,0.3,SVC,LumB,precision,0.8448580118335662,0.04790986871680533,5,mcar
OriginalRFECA,0.3,SVC,LumB,recall,0.8863157894736842,0.026210314943134166,5,mcar
OriginalRFECA,0.3,SVC,Her2,f1,0.8012403957449002,0.05130410441549396,5,mcar
OriginalRFECA,0.3,SVC,Her2,precision,0.8291362794337622,0.04981873877414564,5,mcar
OriginalRFECA,0.3,SVC,Her2,recall,0.7765656565656567,0.063973772811951,5,mcar
OriginalRFECA,0.3,SVC,Basal,f1,0.9425051774047757,0.027293265741391116,5,mcar
OriginalRFECA,0.3,SVC,Basal,precision,0.9794381905357514,0.011565153366855003,5,mcar
OriginalRFECA,0.3,SVC,Basal,recall,0.9092915214866435,0.04854208653973734,5,mcar
OriginalRFECA,0.3,LogReg,LumA,f1,0.9084256549539372,0.020790443638358136,5,mcar
OriginalRFECA,0.3,LogReg,LumA,precision,0.9072267186713562,0.02264011729143906,5,mcar
OriginalRFECA,0.3,LogReg,LumA,recall,0.9114285714285716,0.047541603692267786,5,mcar
OriginalRFECA,0.3,LogReg,LumB,f1,0.8515849748463011,0.014791490531254432,5,mcar
OriginalRFECA,0.3,LogReg,LumB,precision,0.8440481607753808,0.042631609626911475,5,mcar
OriginalRFECA,0.3,LogReg,LumB,recall,0.8610526315789475,0.020247772696496167,5,mcar
