imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.2,EnsembleSoft,LumA,f1,0.9139271123803413,0.014539801730517872,5,mar
OriginalRFECA,0.2,EnsembleSoft,LumA,precision,0.901110893192558,0.018898089207112154,5,mar
OriginalRFECA,0.2,EnsembleSoft,LumA,recall,0.9285714285714286,0.040720550896397804,5,mar
OriginalRFECA,0.2,EnsembleSoft,LumB,f1,0.871586945599031,0.018135622376220763,5,mar
OriginalRFECA,0.2,EnsembleSoft,LumB,precision,0.8648148148148149,0.027394749609612405,5,mar
OriginalRFECA,0.2,EnsembleSoft,LumB,recall,0.8800000000000001,0.03980562189724011,5,mar
OriginalRFECA,0.2,EnsembleSoft,Her2,f1,0.7982515105851112,0.06374426291398644,5,mar
OriginalRFECA,0.2,EnsembleSoft,Her2,precision,0.8306651695672966,0.03472353954267448,5,mar
OriginalRFECA,0.2,EnsembleSoft,Her2,recall,0.7716161616161616,0.0943947365542919,5,mar
OriginalRFECA,0.2,EnsembleSoft,Basal,f1,0.9277523226112706,0.02293420939890372,5,mar
OriginalRFECA,0.2,EnsembleSoft,Basal,precision,0.9639270721298964,0.013979158058051337,5,mar
OriginalRFECA,0.2,EnsembleSoft,Basal,recall,0.8946573751451801,0.03641814187645251,5,mar
OriginalRFECA,0.2,SVC,LumA,f1,0.9143638830489946,0.01782125684755808,5,mar
OriginalRFECA,0.2,SVC,LumA,precision,0.9105615648408911,0.019496426928958855,5,mar
OriginalRFECA,0.2,SVC,LumA,recall,0.9199999999999999,0.04721855394582403,5,mar
OriginalRFECA,0.2,SVC,LumB,f1,0.8716634730099614,0.008951217927308377,5,mar
OriginalRFECA,0.2,SVC,LumB,precision,0.853638652719275,0.036761761571306575,5,mar
OriginalRFECA,0.2,SVC,LumB,recall,0.8926315789473683,0.03278402421557352,5,mar
OriginalRFECA,0.2,SVC,Her2,f1,0.7795421947146085,0.04253565645234617,5,mar
OriginalRFECA,0.2,SVC,Her2,precision,0.8035424244119896,0.050508960281247024,5,mar
OriginalRFECA,0.2,SVC,Her2,recall,0.7585858585858586,0.05081721708325361,5,mar
OriginalRFECA,0.2,SVC,Basal,f1,0.9220072789281393,0.03565969264756816,5,mar
OriginalRFECA,0.2,SVC,Basal,precision,0.9683924207608419,0.02980742086303981,5,mar
OriginalRFECA,0.2,SVC,Basal,recall,0.8804878048780488,0.04733919637078209,5,mar
OriginalRFECA,0.2,LogReg,LumA,f1,0.9122345990474352,0.022355702148027998,5,mar
OriginalRFECA,0.2,LogReg,LumA,precision,0.9072508486357378,0.012286244531587841,5,mar
OriginalRFECA,0.2,LogReg,LumA,recall,0.9185714285714285,0.04780914437337574,5,mar
OriginalRFECA,0.2,LogReg,LumB,f1,0.8690049097789035,0.02019820649991206,5,mar
OriginalRFECA,0.2,LogReg,LumB,precision,0.8674702714232388,0.035237544783125255,5,mar
OriginalRFECA,0.2,LogReg,LumB,recall,0.8715789473684211,0.025131234497501712,5,mar
OriginalRFECA,0.2,LogReg,Her2,f1,0.7843446385311744,0.03679335312026574,5,mar
OriginalRFECA,0.2,LogReg,Her2,precision,0.7959997800868657,0.03161628239473266,5,mar
OriginalRFECA,0.2,LogReg,Her2,recall,0.7762626262626263,0.06620401139957738,5,mar
OriginalRFECA,0.2,LogReg,Basal,f1,0.9098180177154612,0.03660879667683178,5,mar
OriginalRFECA,0.2,LogReg,Basal,precision,0.9258112212990263,0.03904696360124414,5,mar
OriginalRFECA,0.2,LogReg,Basal,recall,0.894541231126597,0.03704930476880507,5,mar
OriginalRFECA,0.2,RF,LumA,f1,0.9061845616763661,0.010988787286400757,5,mar
OriginalRFECA,0.2,RF,LumA,precision,0.8821113962679288,0.021321059593602313,5,mar
OriginalRFECA,0.2,RF,LumA,recall,0.9328571428571427,0.03447862396042048,5,mar
OriginalRFECA,0.2,RF,LumB,f1,0.8633353217177353,0.025220080567689106,5,mar
OriginalRFECA,0.2,RF,LumB,precision,0.8586500870263757,0.04400846800421079,5,mar
OriginalRFECA,0.2,RF,LumB,recall,0.8694736842105264,0.030326021665027205,5,mar
OriginalRFECA,0.2,RF,Her2,f1,0.7671074302150855,0.07317084976180363,5,mar
OriginalRFECA,0.2,RF,Her2,precision,0.8127334048065755,0.05863051596329417,5,mar
OriginalRFECA,0.2,RF,Her2,recall,0.7315151515151515,0.10601826956849336,5,mar
OriginalRFECA,0.2,RF,Basal,f1,0.9123664912282798,0.03119646509224258,5,mar
OriginalRFECA,0.2,RF,Basal,precision,0.9793381843381843,0.021510205957872265,5,mar
OriginalRFECA,0.2,RF,Basal,recall,0.8565621370499418,0.06273255514633701,5,mar
OriginalRFECA,0.2,GB,LumA,f1,0.9115369639736517,0.007532296988980587,5,mar
OriginalRFECA,0.2,GB,LumA,precision,0.8958355126947805,0.015141288988253178,5,mar
OriginalRFECA,0.2,GB,LumA,recall,0.9285714285714285,0.027664166758624403,5,mar
OriginalRFECA,0.2,GB,LumB,f1,0.8623185491042318,0.02302915875440245,5,mar
OriginalRFECA,0.2,GB,LumB,precision,0.862013834705909,0.031665766256939766,5,mar
OriginalRFECA,0.2,GB,LumB,recall,0.8631578947368421,0.025784102555612393,5,mar
OriginalRFECA,0.2,GB,Her2,f1,0.7660848089840829,0.06033794636218571,5,mar
OriginalRFECA,0.2,GB,Her2,precision,0.7773633464225799,0.05825299314871138,5,mar
OriginalRFECA,0.2,GB,Her2,recall,0.7627272727272728,0.10438820946680785,5,mar
OriginalRFECA,0.2,GB,Basal,f1,0.9184449616453321,0.027771165920993726,5,mar
OriginalRFECA,0.2,GB,Basal,precision,0.9795945945945945,0.032686225467025494,5,mar
OriginalRFECA,0.2,GB,Basal,recall,0.8660859465737513,0.04620758798239793,5,mar
