gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,44,22,FOXA1|MLPH|FOXC1|MIA|CCNE1|MELK|EXO1|KIF2C|BLVRA|ANLN|CEP55|NDC80|MKI67|CDH3|MYC|SLC39A6|UBE2T|PTTG1|CENPF|PGR|ERBB2|MMP11,1382.1188660000007,49
ANLN,ok,28,14,MELK|CEP55|PTTG1|UBE2C|NDC80|UBE2T|KIF2C|NUF2|MKI67|CCNB1|RRM2|BCL2|EGFR|CDH3,1311.8018439000007,49
BAG1,ok,49,24,SLC39A6|PHGDH|BCL2|MMP11|MLPH|CDC20|NAT1|MDM2|FOXA1|SFRP1|KIF2C|NUF2|KRT5|MIA|PTTG1|UBE2C|ORC6|CCNB1|RRM2|CDC6|BLVRA|TYMS|MELK|ANLN,1719.3382596999982,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|EGFR|PHGDH|MELK|ANLN|CDC20|FOXA1|KIF2C|UBE2C|CEP55|RRM2|PTTG1|UBE2T|BAG1|MKI67|GPR160|MIA|CCNB1|TYMS|MMP11|MYBL2|ORC6,1048.7322944999978,49
BIRC5,ok,49,24,KIF2C|UBE2C|CDC20|CEP55|EXO1|CCNE1|MKI67|CCNB1|TYMS|FOXA1|MLPH|GPR160|PGR|CDC6|FOXC1|CDH3|MIA|GRB7|MYBL2|BLVRA|BAG1|MDM2|ERBB2|SFRP1,1156.3369867000001,49
BLVRA,ok,46,23,GPR160|ACTR3B|FOXA1|MLPH|SLC39A6|CCNE1|PGR|CXXC5|MYC|ESR1|MKI67|CDC20|CENPF|CCNB1|TYMS|MAPT|UBE2C|FGFR4|BCL2|NUF2|ANLN|MYBL2|RRM2,1324.805847399999,49
CCNB1,ok,44,22,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|KIF2C|CDC20|NUF2|UBE2T|MELK|TYMS|CCNE1|CDC6|MAPT|MYBL2|PHGDH|FGFR4|BLVRA|ERBB2|MDM2|CXXC5,1403.3943021000014,49
CCNE1,ok,44,22,KIF2C|MELK|EXO1|UBE2C|BIRC5|FOXA1|MLPH|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|MIA|NUF2|RRM2|CDC6|FGFR4|GRB7|ERBB2|MYC,1204.0726473000032,49
CDC20,ok,48,24,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|MKI67|NDC80|UBE2T|MLPH|BCL2|GPR160|NUF2|PGR|FOXC1|RRM2|CXXC5|GRB7|ORC6|MIA|BAG1|ERBB2|MYBL2,1381.5384294999967,49
CDC6,ok,17,8,EXO1|UBE2C|CEP55|ERBB2|BIRC5|KIF2C|ANLN|CCNB1,1621.9707199000004,49
