stage,imputer,missing_rate,replicate,fold,n_train,n_test,train_test_overlap,imputer_object_id,correlation_source,has_corr_csv_path
imputation,SimpleMean,0.0,0,1,93,24,0,2360308856336,n/a,False
imputation,SimpleMean,0.0,0,2,93,24,0,2360308855056,n/a,False
imputation,SimpleMean,0.0,0,3,94,23,0,2360308380816,n/a,False
imputation,SimpleMean,0.0,0,4,94,23,0,2360308382336,n/a,False
imputation,SimpleMean,0.0,0,5,94,23,0,2360309238384,n/a,False
imputation,"KNN(k=5,dist)",0.0,0,1,93,24,0,2360308856016,n/a,False
imputation,"KNN(k=5,dist)",0.0,0,2,93,24,0,2360308854416,n/a,False
imputation,"KNN(k=5,dist)",0.0,0,3,94,23,0,2360308382640,n/a,False
imputation,"KNN(k=5,dist)",0.0,0,4,94,23,0,2360308382944,n/a,False
imputation,"KNN(k=5,dist)",0.0,0,5,94,23,0,2360309240400,n/a,False
imputation,RFECA_SVR(k=5),0.0,0,1,93,24,0,2360308383248,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,0,2,93,24,0,2360309710928,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,0,3,94,23,0,2360309240112,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,0,4,94,23,0,2360309127904,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,0,5,94,23,0,2360309128176,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,0,1,93,24,0,2360286724944,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,0,2,93,24,0,2360286724688,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,0,3,94,23,0,2360308218480,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,0,4,94,23,0,2360308218720,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,0,5,94,23,0,2360309364816,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,0,1,93,24,0,2360309365488,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,0,2,93,24,0,2360309365712,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,0,3,94,23,0,2360309365936,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,0,4,94,23,0,2360309366160,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,0,5,94,23,0,2360309366384,training_fold_X.corr(),False
imputation,MissForest,0.0,0,1,93,24,0,2360308857296,n/a,False
imputation,MissForest,0.0,0,2,93,24,0,2360308855376,n/a,False
imputation,MissForest,0.0,0,3,94,23,0,2360308858256,n/a,False
imputation,MissForest,0.0,0,4,94,23,0,2360308858576,n/a,False
imputation,MissForest,0.0,0,5,94,23,0,2360310169680,n/a,False
classification,SimpleMean,0.0,0,1,93,24,0,2360308219440,n/a,False
classification,SimpleMean,0.0,0,2,93,24,0,2360310522480,n/a,False
classification,SimpleMean,0.0,0,3,94,23,0,2360344398544,n/a,False
classification,SimpleMean,0.0,0,4,94,23,0,2360309472032,n/a,False
classification,SimpleMean,0.0,0,5,94,23,0,2360344479312,n/a,False
classification,"KNN(k=5,dist)",0.0,0,1,93,24,0,2360309132800,n/a,False
classification,"KNN(k=5,dist)",0.0,0,2,93,24,0,2360309134160,n/a,False
classification,"KNN(k=5,dist)",0.0,0,3,94,23,0,2360310158672,n/a,False
classification,"KNN(k=5,dist)",0.0,0,4,94,23,0,2360310161488,n/a,False
classification,"KNN(k=5,dist)",0.0,0,5,94,23,0,2360345759328,n/a,False
classification,RFECA_SVR(k=5),0.0,0,1,93,24,0,2360363577904,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,0,2,93,24,0,2360363995376,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,0,3,94,23,0,2360364299248,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,0,4,94,23,0,2360364637040,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,0,5,94,23,0,2360364663536,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,0,1,93,24,0,2360363577680,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,0,2,93,24,0,2360365698640,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,0,3,94,23,0,2360366019344,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,0,4,94,23,0,2360366356688,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,0,5,94,23,0,2360366710160,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,0,1,93,24,0,2360367047504,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,0,2,93,24,0,2360383965456,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,0,3,94,23,0,2360384073168,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,0,4,94,23,0,2360384672656,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,0,5,94,23,0,2360385022768,training_fold_X.corr(),False
classification,MissForest,0.0,0,1,93,24,0,2360310181200,n/a,False
classification,MissForest,0.0,0,2,93,24,0,2360310175440,n/a,False
classification,MissForest,0.0,0,3,94,23,0,2360310176080,n/a,False
classification,MissForest,0.0,0,4,94,23,0,2360310175120,n/a,False
classification,MissForest,0.0,0,5,94,23,0,2360310172240,n/a,False
imputation,SimpleMean,0.0,1,1,93,24,0,2360365751312,n/a,False
imputation,SimpleMean,0.0,1,2,93,24,0,2360386373392,n/a,False
imputation,SimpleMean,0.0,1,3,94,23,0,2360386690640,n/a,False
imputation,SimpleMean,0.0,1,4,94,23,0,2360386691600,n/a,False
imputation,SimpleMean,0.0,1,5,94,23,0,2360386691792,n/a,False
imputation,"KNN(k=5,dist)",0.0,1,1,93,24,0,2360345770128,n/a,False
imputation,"KNN(k=5,dist)",0.0,1,2,93,24,0,2360386946672,n/a,False
imputation,"KNN(k=5,dist)",0.0,1,3,94,23,0,2360386947568,n/a,False
imputation,"KNN(k=5,dist)",0.0,1,4,94,23,0,2360309475568,n/a,False
imputation,"KNN(k=5,dist)",0.0,1,5,94,23,0,2360386691984,n/a,False
imputation,RFECA_SVR(k=5),0.0,1,1,93,24,0,2360386947120,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,1,2,93,24,0,2360386947792,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,1,3,94,23,0,2360386288592,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,1,4,94,23,0,2360386946896,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,1,5,94,23,0,2360386948016,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,1,1,93,24,0,2360386948240,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,1,2,93,24,0,2360386948464,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,1,3,94,23,0,2360386948688,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,1,4,94,23,0,2360386948912,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,1,5,94,23,0,2360386949136,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,1,1,93,24,0,2360386949360,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,1,2,93,24,0,2360386949584,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,1,3,94,23,0,2360386949808,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,1,4,94,23,0,2360386950032,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,1,5,94,23,0,2360386950256,training_fold_X.corr(),False
imputation,MissForest,0.0,1,1,93,24,0,2360310178640,n/a,False
imputation,MissForest,0.0,1,2,93,24,0,2360310179920,n/a,False
imputation,MissForest,0.0,1,3,94,23,0,2360310170640,n/a,False
imputation,MissForest,0.0,1,4,94,23,0,2360310172560,n/a,False
imputation,MissForest,0.0,1,5,94,23,0,2360310180880,n/a,False
classification,SimpleMean,0.0,1,1,93,24,0,2360386695440,n/a,False
classification,SimpleMean,0.0,1,2,93,24,0,2360386696208,n/a,False
classification,SimpleMean,0.0,1,3,94,23,0,2360403938576,n/a,False
classification,SimpleMean,0.0,1,4,94,23,0,2360404223440,n/a,False
classification,SimpleMean,0.0,1,5,94,23,0,2360404541072,n/a,False
classification,"KNN(k=5,dist)",0.0,1,1,93,24,0,2360386695248,n/a,False
classification,"KNN(k=5,dist)",0.0,1,2,93,24,0,2360405192784,n/a,False
classification,"KNN(k=5,dist)",0.0,1,3,94,23,0,2360405526864,n/a,False
classification,"KNN(k=5,dist)",0.0,1,4,94,23,0,2360405828112,n/a,False
classification,"KNN(k=5,dist)",0.0,1,5,94,23,0,2360406162128,n/a,False
classification,RFECA_SVR(k=5),0.0,1,1,93,24,0,2360407063280,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,1,2,93,24,0,2360407449104,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,1,3,94,23,0,2360424350672,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,1,4,94,23,0,2360424671376,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,1,5,94,23,0,2360425008720,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,1,1,93,24,0,2360425362192,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,1,2,93,24,0,2360425699536,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,1,3,94,23,0,2360426020240,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,1,4,94,23,0,2360426373968,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,1,5,94,23,0,2360426744080,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,1,1,93,24,0,2360427064784,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,1,2,93,24,0,2360427383504,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,1,3,94,23,0,2360427736976,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,1,4,94,23,0,2360428074320,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,1,5,94,23,0,2360428411408,training_fold_X.corr(),False
classification,MissForest,0.0,1,1,93,24,0,2360310181520,n/a,False
classification,MissForest,0.0,1,2,93,24,0,2360310182800,n/a,False
classification,MissForest,0.0,1,3,94,23,0,2360310180560,n/a,False
classification,MissForest,0.0,1,4,94,23,0,2360310171600,n/a,False
classification,MissForest,0.0,1,5,94,23,0,2360310184080,n/a,False
imputation,SimpleMean,0.0,2,1,93,24,0,2360425413712,n/a,False
imputation,SimpleMean,0.0,2,2,93,24,0,2360428150224,n/a,False
imputation,SimpleMean,0.0,2,3,94,23,0,2360446664976,n/a,False
imputation,SimpleMean,0.0,2,4,94,23,0,2360446703696,n/a,False
imputation,SimpleMean,0.0,2,5,94,23,0,2360446703888,n/a,False
imputation,"KNN(k=5,dist)",0.0,2,1,93,24,0,2360446704080,n/a,False
imputation,"KNN(k=5,dist)",0.0,2,2,93,24,0,2360446704272,n/a,False
imputation,"KNN(k=5,dist)",0.0,2,3,94,23,0,2360446704464,n/a,False
imputation,"KNN(k=5,dist)",0.0,2,4,94,23,0,2360446704656,n/a,False
imputation,"KNN(k=5,dist)",0.0,2,5,94,23,0,2360446704848,n/a,False
imputation,RFECA_SVR(k=5),0.0,2,1,93,24,0,2360386953616,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,2,2,93,24,0,2360446971120,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,2,3,94,23,0,2360446274256,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,2,4,94,23,0,2360446965296,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,2,5,94,23,0,2360446965520,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,2,1,93,24,0,2360446964624,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,2,2,93,24,0,2360446965744,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,2,3,94,23,0,2360446965968,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,2,4,94,23,0,2360446966192,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,2,5,94,23,0,2360446966416,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,2,1,93,24,0,2360446966640,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,2,2,93,24,0,2360446966864,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,2,3,94,23,0,2360446967088,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,2,4,94,23,0,2360446967312,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,2,5,94,23,0,2360446967536,training_fold_X.corr(),False
imputation,MissForest,0.0,2,1,93,24,0,2360310183440,n/a,False
imputation,MissForest,0.0,2,2,93,24,0,2360310183760,n/a,False
imputation,MissForest,0.0,2,3,94,23,0,2360310176400,n/a,False
imputation,MissForest,0.0,2,4,94,23,0,2360310171920,n/a,False
imputation,MissForest,0.0,2,5,94,23,0,2360310185040,n/a,False
classification,SimpleMean,0.0,2,1,93,24,0,2360446708304,n/a,False
classification,SimpleMean,0.0,2,2,93,24,0,2360446708880,n/a,False
classification,SimpleMean,0.0,2,3,94,23,0,2360447337872,n/a,False
classification,SimpleMean,0.0,2,4,94,23,0,2360447622736,n/a,False
classification,SimpleMean,0.0,2,5,94,23,0,2360447956752,n/a,False
classification,"KNN(k=5,dist)",0.0,2,1,93,24,0,2360446708112,n/a,False
classification,"KNN(k=5,dist)",0.0,2,2,93,24,0,2360448608464,n/a,False
classification,"KNN(k=5,dist)",0.0,2,3,94,23,0,2360449188304,n/a,False
classification,"KNN(k=5,dist)",0.0,2,4,94,23,0,2360449243792,n/a,False
classification,"KNN(k=5,dist)",0.0,2,5,94,23,0,2360466174800,n/a,False
classification,RFECA_SVR(k=5),0.0,2,1,93,24,0,2360467047600,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,2,2,93,24,0,2360467401296,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,2,3,94,23,0,2360467771408,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,2,4,94,23,0,2360468108496,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,2,5,94,23,0,2360468462224,training_fold_X.corr(),False
