stage,imputer,model,missing_rate,replicate,fold,f1_macro,bal_acc,n_train,n_test,train_class_distribution,test_class_distribution,n_unique_predictions,degenerate_single_class_preds,f1_LumA,precision_LumA,recall_LumA,f1_LumB,precision_LumB,recall_LumB,f1_Her2,precision_Her2,recall_Her2,f1_Basal,precision_Basal,recall_Basal,seed,protocol,imputer_display,mechanism
classification,OriginalRFECA,EnsembleSoft,0.1,0,1,0.8778646887275324,0.8788533834586467,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9077490774907749,0.9389312977099237,0.8785714285714286,0.89,0.8476190476190476,0.9368421052631579,0.8387096774193549,0.8125,0.8666666666666667,0.875,0.9210526315789473,0.8333333333333334,117042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,0,2,0.890812283258917,0.8780388471177945,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9319727891156463,0.8896103896103896,0.9785714285714285,0.8901098901098901,0.9310344827586207,0.8526315789473684,0.8275862068965517,0.8571428571428571,0.8,0.9135802469135802,0.9487179487179487,0.8809523809523809,117042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,0,3,0.8910691471382419,0.8851817042606517,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9225352112676056,0.9097222222222222,0.9357142857142857,0.8571428571428571,0.8617021276595744,0.8526315789473684,0.8089887640449438,0.8181818181818182,0.8,0.975609756097561,1.0,0.9523809523809523,117042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,0,4,0.8784658948457893,0.86918745033315,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9257950530035336,0.916083916083916,0.9357142857142857,0.8865979381443299,0.8686868686868687,0.9052631578947369,0.7764705882352941,0.825,0.7333333333333333,0.925,0.9487179487179487,0.9024390243902439,117042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,EnsembleSoft,0.1,0,5,0.8937511508479882,0.8708105491000229,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9315068493150684,0.8947368421052632,0.9714285714285714,0.9119170984455959,0.8979591836734694,0.9263157894736842,0.7948717948717948,0.9117647058823529,0.7045454545454546,0.9367088607594937,1.0,0.8809523809523809,117042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,0,1,0.863462081396864,0.8625417710944027,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9015151515151515,0.9596774193548387,0.85,0.8761904761904762,0.8,0.968421052631579,0.8043478260869565,0.7872340425531915,0.8222222222222222,0.8717948717948718,0.9444444444444444,0.8095238095238095,117042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,0,2,0.8827392693317253,0.8698517126148705,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9256756756756757,0.8782051282051282,0.9785714285714285,0.8888888888888888,0.9411764705882353,0.8421052631578947,0.813953488372093,0.8536585365853658,0.7777777777777778,0.9024390243902439,0.925,0.8809523809523809,117042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,0,3,0.8686987553682488,0.8601294903926483,1286,322,"{'Basal': 167, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9014084507042254,0.8888888888888888,0.9142857142857143,0.837696335078534,0.8333333333333334,0.8421052631578947,0.7727272727272727,0.7906976744186046,0.7555555555555555,0.9629629629629629,1.0,0.9285714285714286,117042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,0,4,0.8963047262016335,0.8908134156529535,1287,321,"{'Basal': 168, 'Her2': 179, 'LumA': 560, 'LumB': 380}","{'Basal': 41, 'Her2': 45, 'LumA': 140, 'LumB': 95}",4,False,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.8969072164948454,0.8787878787878788,0.9157894736842105,0.7954545454545454,0.813953488372093,0.7777777777777778,0.95,0.9743589743589743,0.926829268292683,117042,post_target_wise_impute,RFECA,mar
classification,OriginalRFECA,SVC,0.1,0,5,0.8787013557026275,0.8551777170198224,1287,321,"{'Basal': 167, 'Her2': 180, 'LumA': 560, 'LumB': 380}","{'Basal': 42, 'Her2': 44, 'LumA': 140, 'LumB': 95}",4,False,0.9215017064846417,0.8823529411764706,0.9642857142857143,0.8854166666666666,0.8762886597938144,0.8947368421052632,0.7848101265822784,0.8857142857142857,0.7045454545454546,0.9230769230769231,1.0,0.8571428571428571,117042,post_target_wise_impute,RFECA,mar
