imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.1,EnsembleSoft,LumA,f1,0.9239117960385258,0.009865844577942822,5,mar
OriginalRFECA,0.1,EnsembleSoft,LumA,precision,0.9098169335463429,0.01951053444115317,5,mar
OriginalRFECA,0.1,EnsembleSoft,LumA,recall,0.9400000000000001,0.039641248358604594,5,mar
OriginalRFECA,0.1,EnsembleSoft,LumB,f1,0.8871535567685346,0.01956416332458993,5,mar
OriginalRFECA,0.1,EnsembleSoft,LumB,precision,0.8814003420795162,0.033273754929190096,5,mar
OriginalRFECA,0.1,EnsembleSoft,LumB,recall,0.8947368421052632,0.040083016346652164,5,mar
OriginalRFECA,0.1,EnsembleSoft,Her2,f1,0.8093254062935878,0.024926649940541206,5,mar
OriginalRFECA,0.1,EnsembleSoft,Her2,precision,0.8449178762414057,0.04117161062438338,5,mar
OriginalRFECA,0.1,EnsembleSoft,Her2,recall,0.780909090909091,0.06359666871628576,5,mar
OriginalRFECA,0.1,EnsembleSoft,Basal,f1,0.925179772754127,0.03649895204618545,5,mar
OriginalRFECA,0.1,EnsembleSoft,Basal,precision,0.963697705802969,0.035011075848081025,5,mar
OriginalRFECA,0.1,EnsembleSoft,Basal,recall,0.8900116144018583,0.04307244422260263,5,mar
OriginalRFECA,0.1,SVC,LumA,f1,0.9185916254473675,0.017566552953381435,5,mar
OriginalRFECA,0.1,SVC,LumA,precision,0.9103963040964939,0.037972375788842945,5,mar
OriginalRFECA,0.1,SVC,LumA,recall,0.93,0.05085995176833686,5,mar
OriginalRFECA,0.1,SVC,LumB,f1,0.8770199166638821,0.023205143002426886,5,mar
OriginalRFECA,0.1,SVC,LumB,precision,0.8659172685006524,0.053254025629421484,5,mar
OriginalRFECA,0.1,SVC,LumB,recall,0.8926315789473683,0.05336333412899613,5,mar
OriginalRFECA,0.1,SVC,Her2,f1,0.7942586518446293,0.016155363664975317,5,mar
OriginalRFECA,0.1,SVC,Her2,precision,0.8262516055287081,0.04249895918821097,5,mar
OriginalRFECA,0.1,SVC,Her2,recall,0.7675757575757576,0.042754247997890384,5,mar
OriginalRFECA,0.1,SVC,Basal,f1,0.9220547564450003,0.03662750254786751,5,mar
