gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,44,22,FOXA1|FOXC1|MIA|CCNE1|PHGDH|CXXC5|MELK|EXO1|KIF2C|ANLN|CEP55|BLVRA|MYC|MKI67|UBE2T|PTTG1|CENPF|SLC39A6|ERBB2|KRT14|MYBL2|BAG1,1624.3950640999974,49
ANLN,ok,44,22,MELK|CEP55|EXO1|NDC80|UBE2C|UBE2T|MLPH|CENPF|NUF2|RRM2|BCL2|EGFR|CDH3|MIA|GPR160|FOXC1|CDC6|KRT5|FGFR4|TMEM45B|BLVRA|BAG1,1612.5238943000004,49
BAG1,ok,49,24,SLC39A6|BCL2|PHGDH|MMP11|CDC20|MLPH|FOXA1|SFRP1|PTTG1|CENPF|NUF2|KRT5|MDM2|ERBB2|ORC6|GRB7|RRM2|CDC6|MKI67|CCNB1|BLVRA|MELK|ANLN|TYMS,2102.6797666000057,49
BCL2,ok,49,24,ESR1|SLC39A6|EXO1|CDH3|ANLN|PHGDH|CDC20|FOXA1|KIF2C|MLPH|UBE2C|CEP55|RRM2|PTTG1|UBE2T|BAG1|MKI67|GPR160|TYMS|MIA|MYBL2|BLVRA|ORC6|MYC,1287.7618130000046,49
BIRC5,ok,43,21,KIF2C|CDC20|UBE2C|CEP55|EXO1|CCNE1|MKI67|ANLN|CCNB1|UBE2T|MLPH|GPR160|PGR|FOXC1|CDC6|EGFR|MIA|ORC6|GRB7|KRT5|BLVRA,1427.8174077000003,49
BLVRA,ok,39,19,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|MYC|PGR|ESR1|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|FGFR4|PTTG1|MDM2,1456.0067202999926,49
CCNB1,ok,47,23,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|KRT14|MAPT|PHGDH|MYBL2|FGFR4|KRT17|BLVRA|MDM2|ERBB2|CXXC5|EGFR,1617.2050518000033,49
CCNE1,ok,44,22,KIF2C|MELK|EXO1|UBE2C|BIRC5|FOXA1|MLPH|PTTG1|MKI67|NDC80|GPR160|EGFR|UBE2T|CCNB1|MIA|NUF2|CDC6|FGFR4|GRB7|ERBB2|ORC6|MYC,1479.7286298000108,49
CDC20,ok,39,19,KIF2C|UBE2C|CEP55|PTTG1|BIRC5|MELK|CENPF|NDC80|CCNB1|UBE2T|MLPH|BCL2|GPR160|NUF2|PGR|RRM2|CDC6|CXXC5|ORC6,1709.0330308999983,49
CDC6,ok,22,11,EXO1|CEP55|PTTG1|BIRC5|KIF2C|ERBB2|CCNB1|MKI67|ANLN|RRM2|NUF2,2021.7881588000018,49
NUF2,ok,40,20,NDC80|CCNB1|UBE2T|CEP55|ANLN|MELK|UBE2C|EXO1|PTTG1|KIF2C|TYMS|MLPH|CDC20|MKI67|CCNE1|RRM2|MIA|TMEM45B|MYBL2|CDH3,1649.9978114999976,49
CDH3,ok,49,24,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|CDC20|KIF2C|ANLN|EXO1|ACTR3B|BIRC5|PTTG1|MKI67|GRB7|UBE2T|BAG1|CDC6|NUF2|MMP11|CCNB1|MYBL2|TMEM45B,1223.5409384999948,49
CENPF,ok,49,24,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|ANLN|TYMS|MLPH|BCL2|RRM2|FOXC1|GRB7|EGFR|BLVRA|ERBB2|MYBL2|BAG1|KRT5|KRT17|TMEM45B|MDM2,1525.6867348000087,49
