stage,imputer,missing_rate,replicate,seed,fold,rmse,mae,n_masked_test_values,input_protocol,evaluation_protocol,svr_coverage,fallback_rate,fit_seconds,transform_seconds,n_rfe_fits_total,n_svr_fits_total,n_predictor_nans_at_impute
imputation,OriginalRFECA,0.2,0,200042,0,0.40212500373354726,0.26849303460787843,625,target_wise_complete_predictors,repeated_mask_holdout,1.0,0.0,1355.2794154000003,0.010637600003974512,492,492,0
