gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.4809222200907275,0.30723771223651003,0.5202675037651185,0.7249908285361585,0.40541164435266586,1292,316,39,19,FOXA1|MLPH|MIA|CCNE1|PHGDH|MELK|EXO1|ANLN|KIF2C|CEP55|BLVRA|BIRC5|CDH3|MYC|MKI67|UBE2C|PTTG1|SLC39A6|ERBB2,0.5430012150213706,680.7913743999961,7.373134900000878,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,1355.311571600003,1
ANLN,0.3009095742032863,0.22887064583555622,0.7287736885709133,0.8551875893621059,0.8458311810331852,1299,309,26,13,MELK|CEP55|PTTG1|UBE2C|NDC80|UBE2T|CDC20|NUF2|MKI67|RRM2|BCL2|CDH3|EGFR,0.3022398903617146,664.1544111000258,2.9249858999974094,ok,49,0,200042,9b536694591b54dd,mcar,0.2,0,1355.311571600003,1
