gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,48,24,FOXA1|MLPH|FOXC1|MIA|CCNE1|MELK|EXO1|ANLN|KIF2C|BLVRA|CEP55|NAT1|NDC80|MYC|SLC39A6|MKI67|PTTG1|CENPF|KRT14|ERBB2|MMP11|MYBL2|CDC6|BAG1,1015.7448930000246,49
ANLN,ok,48,24,MELK|CEP55|PTTG1|NDC80|UBE2T|UBE2C|KIF2C|CDC20|MLPH|CENPF|NUF2|BCL2|RRM2|EGFR|CDH3|MIA|FOXC1|FGFR4|GRB7|MYBL2|BLVRA|BAG1|ORC6|ERBB2,1068.6618942999921,49
BAG1,ok,45,22,SLC39A6|BCL2|PHGDH|CCNE1|MMP11|CDC20|MLPH|KIF2C|FOXA1|NAT1|PTTG1|CEP55|SFRP1|MIA|MKI67|KRT5|ORC6|ANLN|MELK|ACTR3B|MDM2|CCNB1,1281.288855699997,49
BCL2,ok,48,24,ESR1|SLC39A6|EGFR|CDH3|EXO1|PHGDH|ANLN|FOXA1|MLPH|RRM2|UBE2C|CEP55|PTTG1|UBE2T|BAG1|CENPF|CDC6|GPR160|MIA|TYMS|CCNB1|MMP11|MYBL2|ORC6,806.6905197000015,49
BIRC5,ok,26,13,UBE2C|CDC20|KIF2C|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|UBE2T|FOXA1|MLPH|GPR160,949.9356810999743,49
BLVRA,ok,41,20,ACTR3B|GPR160|MLPH|SLC39A6|PGR|CCNE1|ESR1|CENPF|KIF2C|TYMS|CCNB1|ERBB2|MAPT|FGFR4|MDM2|NUF2|UBE2C|GRB7|ANLN|BCL2,978.039571500005,49
CCNB1,ok,43,21,NDC80|PTTG1|UBE2C|BIRC5|CEP55|CENPF|KIF2C|NUF2|MKI67|TYMS|CCNE1|KRT14|MLPH|MAPT|FGFR4|BLVRA|PHGDH|CXXC5|FOXC1|MDM2|ERBB2,1045.8345505000034,49
CCNE1,ok,47,23,CDC20|KIF2C|EXO1|MELK|UBE2C|FOXA1|BIRC5|MLPH|NDC80|CDH3|GPR160|EGFR|FOXC1|UBE2T|CCNB1|NUF2|MIA|FGFR4|GRB7|KRT17|ERBB2|KRT14|MYC,956.919293599989,49
CDC20,ok,38,19,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|MKI67|NDC80|CCNB1|UBE2T|TYMS|GPR160|BCL2|PGR|EGFR|RRM2|ORC6|MIA,1006.215744599991,49
CDC6,ok,16,8,EXO1|UBE2C|CEP55|BIRC5|KIF2C|ERBB2|CCNB1|ANLN,1263.7702027000196,49
NUF2,ok,41,20,NDC80|CCNB1|CEP55|UBE2T|ANLN|MELK|UBE2C|EXO1|PTTG1|KIF2C|TYMS|MKI67|CCNE1|RRM2|MIA|TMEM45B|MYBL2|KRT14|EGFR|KRT5,1027.2269052000192,49
CDH3,ok,49,24,KRT17|EGFR|KRT5|MLPH|BCL2|CCNE1|MIA|CXXC5|KIF2C|ANLN|EXO1|CEP55|ACTR3B|BIRC5|PTTG1|NDC80|GRB7|RRM2|BAG1|MDM2|NUF2|CDC6|TMEM45B|CCNB1,768.295511400007,49
CENPF,ok,48,24,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|ANLN|NDC80|TYMS|MLPH|BCL2|GRB7|FOXC1|RRM2|ERBB2|BLVRA|EGFR|MYBL2|BAG1|MYC|TMEM45B|MDM2,914.5608803000068,49
CEP55,ok,46,23,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|NDC80|CCNB1|MLPH|NUF2|BCL2|CDC6|GPR160|EGFR|KRT14|FOXC1|MYBL2|TMEM45B|KRT5|ORC6,1110.8468067000213,49
CXXC5,ok,49,24,ESR1|MLPH|FOXC1|MAPT|ACTR3B|PHGDH|KRT5|ANLN|MIA|MELK|NDC80|KIF2C|CEP55|UBE2T|MYC|TYMS|KRT14|MDM2|PTTG1|MKI67|UBE2C|TMEM45B|CCNB1|CDC6,984.3113326999883,49
EGFR,ok,46,23,ESR1|CDH3|FOXA1|KRT5|MLPH|FOXC1|CCNE1|SFRP1|PHGDH|ANLN|CDC20|EXO1|MIA|CEP55|KRT14|PTTG1|MKI67|RRM2|UBE2C|BAG1|NUF2|CDC6|MYBL2,1191.1792469999928,49
ERBB2,ok,49,24,GRB7|FGFR4|CDC6|MYC|PGR|NAT1|MAPT|EXO1|FOXA1|CCNE1|TYMS|MIA|CENPF|ACTR3B|CDC20|NUF2|NDC80|KIF2C|BLVRA|RRM2|GPR160|ANLN|MKI67|PTTG1,935.5126045000216,49
ESR1,ok,44,22,BCL2|SLC39A6|FOXA1|EGFR|MLPH|CCNE1|CXXC5|MELK|FGFR4|GRB7|NDC80|UBE2C|PTTG1|MKI67|RRM2|UBE2T|CENPF|BAG1|NUF2|MDM2|BLVRA|CCNB1,706.5345399999933,49
EXO1,ok,34,17,MELK|CEP55|KIF2C|UBE2C|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|MLPH|BCL2|FOXA1|PHGDH|NUF2|CDH3|CDC6,1086.1332823999983,49
FGFR4,ok,49,24,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|UBE2C|EXO1|MKI67|MELK|ANLN|CENPF|PTTG1|CDC6|CCNB1|BAG1|BLVRA|MDM2|FOXC1|MYBL2|MMP11|MLPH|FOXA1,804.9534074999974,49
FOXA1,ok,43,21,MLPH|FOXC1|ESR1|CCNE1|MIA|GPR160|ACTR3B|MELK|ANLN|EXO1|CEP55|NDC80|BCL2|UBE2C|PTTG1|MKI67|UBE2T|CCNB1|ERBB2|RRM2|BAG1,1051.0339507999888,49
FOXC1,ok,45,22,FOXA1|SFRP1|KRT5|KRT17|CCNE1|CDH3|CDC20|KIF2C|BCL2|MYC|MKI67|PGR|ANLN|CEP55|CENPF|NDC80|PTTG1|ERBB2|ORC6|MDM2|UBE2T|RRM2,790.0494728999911,49
GPR160,ok,48,24,FOXA1|CCNE1|CDC20|KIF2C|BIRC5|KRT5|MKI67|EGFR|BLVRA|MELK|CEP55|ANLN|CXXC5|MYC|BCL2|ORC6|BAG1|CCNB1|KRT14|UBE2T|MMP11|CDC6|RRM2|MYBL2,877.423498899996,49
GRB7,ok,48,24,ERBB2|NAT1|MAPT|CDC6|TMEM45B|MELK|CDC20|CCNE1|CEP55|KIF2C|ANLN|RRM2|EGFR|CENPF|UBE2T|MKI67|CCNB1|MDM2|MYC|NDC80|ORC6|TYMS|ACTR3B|BLVRA,890.9781674999977,49
KIF2C,ok,45,22,CDC20|UBE2C|CEP55|BIRC5|PTTG1|EXO1|MKI67|NDC80|UBE2T|FOXA1|TYMS|BCL2|PGR|NUF2|CDH3|RRM2|CXXC5|CDC6|ORC6|MYBL2|BAG1|MMP11,1063.2843154000002,49
NDC80,ok,48,24,ANLN|CEP55|CCNB1|PTTG1|NUF2|UBE2C|EXO1|TYMS|BIRC5|MLPH|FOXA1|CCNE1|MKI67|CXXC5|RRM2|PHGDH|GPR160|EGFR|PGR|CDH3|MYC|MMP11|MYBL2|MDM2,1164.0101371000055,49
KRT14,ok,34,17,KRT17|KRT5|SFRP1|MIA|FOXC1|FOXA1|MLPH|EGFR|ACTR3B|BIRC5|PTTG1|CEP55|MYBL2|UBE2T|GPR160|CDC6|NUF2,976.2787140999862,49
KRT17,ok,8,4,KRT5|KRT14|FOXC1|CDH3,936.692617200024,49
KRT5,ok,48,24,KRT17|KRT14|SFRP1|FOXC1|FOXA1|MIA|EGFR|CDH3|PHGDH|BLVRA|SLC39A6|BCL2|MDM2|TMEM45B|KIF2C|NDC80|MKI67|ERBB2|NUF2|GRB7|PTTG1|ORC6|UBE2T|CENPF,1115.480506699998,49
MAPT,ok,49,24,ESR1|NAT1|MLPH|PGR|EXO1|CDC20|UBE2C|CXXC5|PTTG1|NDC80|FOXC1|MKI67|UBE2T|GRB7|RRM2|TYMS|CCNB1|ERBB2|BAG1|MDM2|BLVRA|TMEM45B|ORC6|MYC,670.3083675999951,49
MDM2,ok,35,17,SLC39A6|SFRP1|KRT5|RRM2|TYMS|MLPH|CDH3|FOXC1|FOXA1|GRB7|PTTG1|MMP11|CCNB1|NDC80|ORC6|CDC6|UBE2T,1353.5261212000041,49
MELK,ok,49,24,CEP55|UBE2C|EXO1|PTTG1|ANLN|CDC20|UBE2T|CCNE1|TYMS|RRM2|BCL2|CCNB1|PGR|SLC39A6|ACTR3B|EGFR|GPR160|MYC|TMEM45B|FGFR4|MYBL2|ORC6|BAG1|MDM2,1038.935545299988,49
MIA,ok,46,23,FOXA1|SFRP1|MLPH|ACTR3B|KRT5|KRT14|CXXC5|EGFR|CCNE1|ANLN|NDC80|TYMS|KIF2C|BIRC5|EXO1|CEP55|CDC20|ERBB2|NUF2|MKI67|PTTG1|MYBL2|GRB7,1112.0544779000047,49
MKI67,ok,48,24,CEP55|KIF2C|CENPF|BIRC5|MELK|CCNE1|ANLN|NDC80|TYMS|MLPH|GPR160|ACTR3B|FOXC1|BCL2|RRM2|ORC6|FGFR4|GRB7|MIA|KRT5|TMEM45B|ERBB2|MYC|KRT17,1081.379253399995,49
MLPH,ok,49,24,FOXA1|NDC80|CXXC5|ANLN|CCNE1|MIA|CEP55|KIF2C|SLC39A6|CDC20|KRT5|EXO1|PTTG1|UBE2T|MYC|MKI67|BLVRA|CENPF|TMEM45B|BAG1|MDM2|MYBL2|ORC6|FGFR4,757.3348895999952,49
MMP11,ok,39,19,BAG1|NUF2|SFRP1|CXXC5|MIA|BCL2|NDC80|CDH3|MAPT|GPR160|MDM2|MKI67|EXO1|UBE2T|KIF2C|RRM2|PTTG1|TYMS|MELK,569.558686400007,49
MYBL2,ok,44,22,NUF2|UBE2C|CEP55|CCNB1|NDC80|TYMS|KIF2C|ANLN|RRM2|MELK|KRT14|BIRC5|MLPH|MIA|PTTG1|MDM2|EXO1|CDC20|UBE2T|CENPF|KRT5|TMEM45B,1180.8881744000246,49
MYC,ok,49,24,TYMS|MLPH|SFRP1|TMEM45B|ACTR3B|RRM2|MELK|GPR160|CXXC5|UBE2T|ERBB2|MIA|ANLN|ORC6|NAT1|NDC80|CCNE1|GRB7|CDC6|MAPT|MKI67|BCL2|PHGDH|CENPF,675.3253826999862,49
NAT1,ok,48,24,ESR1|SLC39A6|CCNE1|MAPT|KIF2C|PGR|UBE2C|BIRC5|CEP55|MELK|PTTG1|GPR160|GRB7|MKI67|CENPF|ERBB2|UBE2T|MYC|ORC6|NUF2|TMEM45B|BAG1|MYBL2|MDM2,571.5187366000027,49
ORC6,ok,37,18,CDC20|MKI67|TMEM45B|UBE2C|GPR160|CCNB1|EXO1|RRM2|PGR|CCNE1|FOXC1|CEP55|UBE2T|MLPH|PTTG1|NUF2|MELK|NDC80,970.3926949000161,49
PGR,ok,48,24,MAPT|NAT1|BCL2|UBE2C|KIF2C|BIRC5|CDC20|EXO1|PTTG1|ANLN|FGFR4|MKI67|RRM2|UBE2T|NDC80|ERBB2|BLVRA|GPR160|NUF2|MIA|ORC6|TMEM45B|MYBL2|MDM2,708.9989027999982,49
PHGDH,ok,45,22,EXO1|KIF2C|CDC20|BCL2|MLPH|CEP55|CXXC5|ACTR3B|MKI67|PTTG1|CENPF|KRT5|MIA|UBE2T|RRM2|GPR160|BAG1|TYMS|CCNB1|MMP11|TMEM45B|CDC6,581.1461397000239,49
PTTG1,ok,49,24,UBE2C|CEP55|KIF2C|CDC20|EXO1|UBE2T|NDC80|CCNB1|TYMS|RRM2|NUF2|MLPH|FOXA1|PGR|ACTR3B|MYC|GRB7|CXXC5|TMEM45B|MDM2|MYBL2|BAG1|ORC6|ERBB2,1021.9053467999911,49
RRM2,ok,41,20,TYMS|MELK|UBE2T|PTTG1|BCL2|BIRC5|KIF2C|CDC20|CCNE1|NDC80|NUF2|MKI67|CCNB1|CENPF|ACTR3B|FOXA1|MDM2|ORC6|MYBL2|SLC39A6,911.0557031999924,49
SFRP1,ok,37,18,KRT5|FOXC1|KRT14|MIA|FOXA1|EGFR|MYC|CCNE1|TMEM45B|MDM2|CCNB1|MELK|MMP11|NDC80|BAG1|KIF2C|CDC6|CDC20,743.9194001000142,49
SLC39A6,ok,49,24,ESR1|BCL2|NAT1|CDC20|MLPH|FGFR4|EXO1|MELK|BAG1|CENPF|ACTR3B|BLVRA|TMEM45B|KRT5|MDM2|ORC6|ERBB2|CCNB1|NUF2|UBE2T|MYC|MYBL2|RRM2|TYMS,602.930325399997,49
