imputer,missing_rate,model,subtype,metric,mean,std,n_rows,mechanism
OriginalRFECA,0.3,EnsembleSoft,LumA,f1,0.9187445108537663,0.007476233409408699,5,mar
OriginalRFECA,0.3,EnsembleSoft,LumA,precision,0.9091996214173189,0.025235732044357504,5,mar
OriginalRFECA,0.3,EnsembleSoft,LumA,recall,0.9299999999999999,0.03440455593940655,5,mar
OriginalRFECA,0.3,EnsembleSoft,LumB,f1,0.864890757002585,0.015170646903612375,5,mar
OriginalRFECA,0.3,EnsembleSoft,LumB,precision,0.8560374028744097,0.03644828842107291,5,mar
OriginalRFECA,0.3,EnsembleSoft,LumB,recall,0.8757894736842106,0.03443247838693922,5,mar
OriginalRFECA,0.3,EnsembleSoft,Her2,f1,0.781723688497882,0.06258850553861627,5,mar
OriginalRFECA,0.3,EnsembleSoft,Her2,precision,0.7996770025839793,0.04776453636788528,5,mar
OriginalRFECA,0.3,EnsembleSoft,Her2,recall,0.7672727272727272,0.08704937749948974,5,mar
OriginalRFECA,0.3,EnsembleSoft,Basal,f1,0.9187190368624967,0.03782653827614216,5,mar
OriginalRFECA,0.3,EnsembleSoft,Basal,precision,0.968656256024677,0.022196347437068054,5,mar
OriginalRFECA,0.3,EnsembleSoft,Basal,recall,0.875725900116144,0.06582533337867824,5,mar
OriginalRFECA,0.3,SVC,LumA,f1,0.9180789544105737,0.006941208651559213,5,mar
OriginalRFECA,0.3,SVC,LumA,precision,0.9086331113384933,0.03161202142774247,5,mar
OriginalRFECA,0.3,SVC,LumA,recall,0.9299999999999999,0.04053217416888888,5,mar
OriginalRFECA,0.3,SVC,LumB,f1,0.8683097514588477,0.01217933310642247,5,mar
OriginalRFECA,0.3,SVC,LumB,precision,0.8570184846692829,0.033180879842740124,5,mar
OriginalRFECA,0.3,SVC,LumB,recall,0.8821052631578947,0.040358504237222745,5,mar
OriginalRFECA,0.3,SVC,Her2,f1,0.7730742941269257,0.04841284102978234,5,mar
OriginalRFECA,0.3,SVC,Her2,precision,0.8089926693629931,0.040665634918794824,5,mar
OriginalRFECA,0.3,SVC,Her2,recall,0.744949494949495,0.08138211516361081,5,mar
OriginalRFECA,0.3,SVC,Basal,f1,0.9249190762110796,0.038567429984705186,5,mar
OriginalRFECA,0.3,SVC,Basal,precision,0.963642577108559,0.030627746758393904,5,mar
OriginalRFECA,0.3,SVC,Basal,recall,0.8901277584204413,0.05451566900048294,5,mar
OriginalRFECA,0.3,LogReg,LumA,f1,0.9053058348456904,0.0171979091723531,5,mar
OriginalRFECA,0.3,LogReg,LumA,precision,0.899510666984962,0.015310998582429998,5,mar
OriginalRFECA,0.3,LogReg,LumA,recall,0.9128571428571428,0.04721855394582402,5,mar
OriginalRFECA,0.3,LogReg,LumB,f1,0.8459266157863542,0.012482276930808545,5,mar
OriginalRFECA,0.3,LogReg,LumB,precision,0.846246361533549,0.045537836737604975,5,mar
OriginalRFECA,0.3,LogReg,LumB,recall,0.848421052631579,0.036159082183826685,5,mar
OriginalRFECA,0.3,LogReg,Her2,f1,0.7643815582033973,0.05215317624909197,5,mar
OriginalRFECA,0.3,LogReg,Her2,precision,0.7697169584637615,0.019568351276629713,5,mar
OriginalRFECA,0.3,LogReg,Her2,recall,0.7628282828282827,0.09110640763688757,5,mar
OriginalRFECA,0.3,LogReg,Basal,f1,0.9161326218251015,0.025561926442719148,5,mar
OriginalRFECA,0.3,LogReg,Basal,precision,0.9447509650692025,0.026573378208767214,5,mar
OriginalRFECA,0.3,LogReg,Basal,recall,0.8900116144018583,0.03964579094041481,5,mar
OriginalRFECA,0.3,RF,LumA,f1,0.9121879037151567,0.012158878405435595,5,mar
OriginalRFECA,0.3,RF,LumA,precision,0.8922267487869652,0.029662614947156114,5,mar
OriginalRFECA,0.3,RF,LumA,recall,0.9342857142857144,0.027386127875258293,5,mar
OriginalRFECA,0.3,RF,LumB,f1,0.8578876583033928,0.029462679329229486,5,mar
OriginalRFECA,0.3,RF,LumB,precision,0.8467913571252375,0.04278648239455863,5,mar
OriginalRFECA,0.3,RF,LumB,recall,0.8715789473684211,0.04959671153427264,5,mar
OriginalRFECA,0.3,RF,Her2,f1,0.774103003891776,0.04103220530738295,5,mar
OriginalRFECA,0.3,RF,Her2,precision,0.8378110639367684,0.05199686614388806,5,mar
OriginalRFECA,0.3,RF,Her2,recall,0.7271717171717171,0.08932428947912155,5,mar
OriginalRFECA,0.3,RF,Basal,f1,0.9052104226979472,0.051606473885623984,5,mar
OriginalRFECA,0.3,RF,Basal,precision,0.9591518892856422,0.03623839169305671,5,mar
OriginalRFECA,0.3,RF,Basal,recall,0.8616724738675957,0.08942938593234494,5,mar
OriginalRFECA,0.3,GB,LumA,f1,0.9117095175647438,0.011544290145269333,5,mar
OriginalRFECA,0.3,GB,LumA,precision,0.8970406976183517,0.03403756199481241,5,mar
OriginalRFECA,0.3,GB,LumA,recall,0.9285714285714285,0.03154200309402801,5,mar
OriginalRFECA,0.3,GB,LumB,f1,0.8522255022318758,0.021384968848676297,5,mar
OriginalRFECA,0.3,GB,LumB,precision,0.8500292906981842,0.03975253893268012,5,mar
OriginalRFECA,0.3,GB,LumB,recall,0.8568421052631578,0.04564101766037645,5,mar
OriginalRFECA,0.3,GB,Her2,f1,0.7467117335607526,0.057341710304619105,5,mar
OriginalRFECA,0.3,GB,Her2,precision,0.7488799875554173,0.054845616082648395,5,mar
OriginalRFECA,0.3,GB,Her2,recall,0.7493939393939395,0.08706549235597211,5,mar
OriginalRFECA,0.3,GB,Basal,f1,0.8792485276931752,0.04235841736033558,5,mar
OriginalRFECA,0.3,GB,Basal,precision,0.9627726178190574,0.029325560104478045,5,mar
OriginalRFECA,0.3,GB,Basal,recall,0.813588850174216,0.08099640206347267,5,mar
