gene,status,winning_prefix_len,n_predictors_selected,winning_predictors,selection_seconds,n_candidates
ACTR3B,ok,42,21,FOXA1|FOXC1|MIA|CCNE1|PHGDH|MELK|EXO1|KIF2C|CEP55|ANLN|BIRC5|BLVRA|CDH3|MKI67|MYC|UBE2T|CENPF|PTTG1|SLC39A6|TMEM45B|KRT14,1096.3703620000015,49
ANLN,ok,47,23,MELK|CEP55|NDC80|UBE2T|UBE2C|KIF2C|CDC20|CENPF|MLPH|NUF2|MKI67|CCNB1|RRM2|BCL2|EGFR|MIA|FOXC1|CDC6|GRB7|FGFR4|BLVRA|BAG1|ERBB2,1081.8957370999997,49
BAG1,ok,45,22,BCL2|SLC39A6|PHGDH|EGFR|MMP11|MLPH|FOXA1|SFRP1|EXO1|MDM2|KIF2C|KRT5|PTTG1|UBE2C|ORC6|CEP55|GRB7|NUF2|ANLN|ACTR3B|MELK|MKI67,1440.3783928000048,49
BCL2,ok,48,24,ESR1|SLC39A6|CDH3|EXO1|ANLN|CDC20|FOXA1|KIF2C|UBE2C|CEP55|RRM2|FGFR4|PTTG1|UBE2T|BAG1|ACTR3B|MKI67|MIA|TYMS|GPR160|MMP11|MYBL2|BLVRA|ORC6,856.3342813999916,49
BIRC5,ok,38,19,CDC20|KIF2C|UBE2C|CEP55|EXO1|PTTG1|MKI67|CCNE1|ANLN|CCNB1|MLPH|RRM2|GPR160|PGR|CDH3|CDC6|MIA|CXXC5|GRB7,932.9778690000094,49
BLVRA,ok,40,20,GPR160|ACTR3B|MLPH|SLC39A6|CCNE1|MYC|PGR|ESR1|KIF2C|MKI67|CDC20|MELK|CENPF|MAPT|CCNB1|UBE2C|ANLN|FGFR4|MDM2|BCL2,1069.422050100009,49
CCNB1,ok,46,23,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|NUF2|MELK|ANLN|MKI67|TYMS|CCNE1|CDC6|MAPT|PHGDH|MYBL2|ORC6|BLVRA|TMEM45B|KRT17|EGFR|MDM2|FOXC1,1109.0653896000003,49
CCNE1,ok,47,23,MELK|KIF2C|EXO1|UBE2C|BIRC5|FOXA1|MLPH|ANLN|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|NUF2|MIA|CDC6|FGFR4|GRB7|MYC|ERBB2,1005.8642438000097,49
CDC20,ok,45,22,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|FOXA1|UBE2T|MLPH|BCL2|GPR160|NUF2|PGR|KRT5|ORC6|GRB7|KRT17|BAG1|ERBB2|MYBL2,1173.3730691000092,49
CDC6,ok,31,15,EXO1|CEP55|MELK|ERBB2|PTTG1|BIRC5|CCNB1|KIF2C|ANLN|MKI67|NDC80|RRM2|NUF2|TYMS|SLC39A6,1369.7053001000022,49
NUF2,ok,48,24,NDC80|UBE2T|CCNB1|CEP55|ANLN|EXO1|UBE2C|PTTG1|TYMS|BIRC5|CDC20|MKI67|CCNE1|RRM2|ACTR3B|MIA|TMEM45B|MYBL2|FOXC1|KRT14|SLC39A6|BAG1|BLVRA|KRT17,1149.0992650999979,49
CDH3,ok,38,19,KRT17|MLPH|EGFR|CCNE1|BCL2|MIA|KIF2C|EXO1|ANLN|CEP55|ACTR3B|UBE2C|BIRC5|PTTG1|NDC80|MKI67|GRB7|UBE2T|RRM2,776.6416955999885,49
CENPF,ok,42,21,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|TYMS|MLPH|CDC6|BCL2|RRM2|FOXC1|ORC6|GRB7|BLVRA|KRT14|ERBB2|BAG1|KRT5,989.2527281000075,49
